Name,Team,P,G,A
Andrés Ríos,San Jose Earthquakes,10,1,0
Aníbal Godoy,San Jose Earthquakes,15,0,2
Carlos Fierro,San Jose Earthquakes,7,0,0
Chris Wondolowski,San Jose Earthquakes,32,15,2
Cristian Espinoza,San Jose Earthquakes,30,2,13
Daniel Vega,San Jose Earthquakes,34,0,0
Danny Hoesen,San Jose Earthquakes,30,5,3
Eric Calvillo,San Jose Earthquakes,2,0,0
Florian Jungwirth,San Jose Earthquakes,30,0,2
Francois Affolter,San Jose Earthquakes,1,0,0
Gilbert Fuentes,San Jose Earthquakes,1,0,0
Guram Kashia,San Jose Earthquakes,23,0,0
Harold Cummings,San Jose Earthquakes,16,0,0
Jackson Yueill,San Jose Earthquakes,32,3,5
Judson,San Jose Earthquakes,27,1,0
Luis Felipe Fernandes,San Jose Earthquakes,3,0,0
Magnus Eriksson,San Jose Earthquakes,32,6,10
Marcos López,San Jose Earthquakes,18,0,1
Nick Lima,San Jose Earthquakes,24,1,2
Paul Marie,San Jose Earthquakes,9,0,1
Shea Salinas,San Jose Earthquakes,28,6,3
Siad Haji,San Jose Earthquakes,4,0,0
Siad Haji,San Jose Earthquakes,4,0,0
Siad Haji,San Jose Earthquakes,1,0,0
Siad Haji,San Jose Earthquakes,1,0,0
Tommy Thompson,San Jose Earthquakes,30,2,1
Valeri Qazaishvili,San Jose Earthquakes,32,8,5
