Name,Team,P,G,A
Aboubacar Keita,Columbus Crew,10,0,0
Alex Crognale,Columbus Crew,12,0,1
Artur,Columbus Crew,30,0,0
Connor Maloney,Columbus Crew,10,0,0
David Accam,Columbus Crew,23,6,3
David Guzmán,Columbus Crew,21,0,1
Eduardo Sosa,Columbus Crew,0,0,1
Eloy Room,Columbus Crew,12,0,0
Federico Higuaín,Columbus Crew,14,1,5
Gaston Sauro,Columbus Crew,15,2,0
Gyasi Zardes,Columbus Crew,28,13,2
Harrison Afful,Columbus Crew,22,0,2
Hector Jimenez,Columbus Crew,23,1,4
Jonathan Mensah,Columbus Crew,24,0,0
Josh Williams,Columbus Crew,16,2,0
Luis Argudo,Columbus Crew,21,1,3
Luis Díaz,Columbus Crew,13,2,4
Pedro Santos,Columbus Crew,33,11,6
Romario Williams,Columbus Crew,9,1,0
Waylon Francis,Columbus Crew,17,0,0
Wil Trapp,Columbus Crew,28,0,4
Youness Mokhtar,Columbus Crew,8,1,0
Zack Steffen,Columbus Crew,13,0,1
