Name,Team,P,G,A
Brandon Servania,FC Dallas,19,2,3
Bressan,FC Dallas,19,1,1
Bryan Acosta,FC Dallas,27,3,1
Bryan Reynolds,FC Dallas,10,0,1
Carlos Gruezo,FC Dallas,9,1,0
Dominique Badji,FC Dallas,28,6,3
Edwin Cerrillo,FC Dallas,13,0,1
Edwin Gyasi,FC Dallas,4,0,0
Francis Atuahene,FC Dallas,1,1,0
Hárold Mosquera,FC Dallas,24,3,2
Jacori Hayes,FC Dallas,20,0,2
Jesse Gonzalez,FC Dallas,33,0,0
Jesús Ferreira,FC Dallas,34,8,6
Jimmy Maurer,FC Dallas,2,0,0
John Nelson,FC Dallas,9,0,0
Matt Hedges,FC Dallas,34,2,1
Michael Barrios,FC Dallas,33,5,16
Pablo Aránguiz,FC Dallas,11,0,0
Paxton Pomykal,FC Dallas,26,2,5
Reggie Cannon,FC Dallas,29,2,1
Reto Ziegler,FC Dallas,33,5,1
Ricardo Pepi,FC Dallas,7,0,0
Ryan Hollingshead,FC Dallas,35,6,3
Thomas Roberts,FC Dallas,6,0,0
Zdenek Ondrasek,FC Dallas,18,7,2
