Name,Team,P,G,A
Chris Pontius,LA Galaxy,18,2,3
Cristian Pavón,LA Galaxy,13,4,8
Daniel Steres,LA Galaxy,32,3,0
Dave Romney,LA Galaxy,14,0,1
David Bingham,LA Galaxy,35,0,0
Diedie Traore,LA Galaxy,4,0,0
Diego Polenta,LA Galaxy,30,1,6
Efrain Álvarez,LA Galaxy,14,0,3
Emil Cuello,LA Galaxy,9,0,1
Ethan Zubak,LA Galaxy,3,0,0
Favio Álvarez,LA Galaxy,19,3,5
Giancarlo González,LA Galaxy,22,1,0
Joe Corona,LA Galaxy,31,1,3
Jonathan dos Santos,LA Galaxy,31,3,3
Jorgen Skjelvik,LA Galaxy,20,1,2
Julián Araujo,LA Galaxy,18,0,1
Juninho,LA Galaxy,2,0,0
Perry Kitchen,LA Galaxy,10,0,2
Rolf Feltscher,LA Galaxy,26,2,4
Romain Alessandrini,LA Galaxy,7,0,3
Sebastian Lletget,LA Galaxy,31,4,6
Servando Carrasco,LA Galaxy,17,0,0
Uriel Antuna,LA Galaxy,33,6,5
Zlatan Ibrahimovic,LA Galaxy,31,31,8
