Name,Team,P,G,A
Ali Adnan Kadhim,Vancouver Whitecaps,28,1,5
Andy Rose,Vancouver Whitecaps,24,1,1
Brendan Mcdonough,Vancouver Whitecaps,1,0,0
Brett Levis,Vancouver Whitecaps,9,0,0
Derek Cornelius,Vancouver Whitecaps,17,1,0
Doneil Henry,Vancouver Whitecaps,25,4,1
Erik Godoy,Vancouver Whitecaps,29,1,1
Fredy Montero,Vancouver Whitecaps,32,8,3
Hwang In-Beom,Vancouver Whitecaps,34,3,5
Jakob Nerwinski,Vancouver Whitecaps,26,1,0
Jasser Khmiri,Vancouver Whitecaps,1,0,0
Joaquín Ardáiz,Vancouver Whitecaps,16,0,0
Jon Erice,Vancouver Whitecaps,21,0,2
Lass Bangoura,Vancouver Whitecaps,17,1,1
Lucas Venuto,Vancouver Whitecaps,22,3,1
Maxime Crépeau,Vancouver Whitecaps,26,0,0
Michaell Chirinos,Vancouver Whitecaps,7,1,1
Russell Teibert,Vancouver Whitecaps,27,0,3
Scott Sutter,Vancouver Whitecaps,16,1,0
Thelonius Bair,Vancouver Whitecaps,17,2,2
Tosaint Ricketts,Vancouver Whitecaps,8,1,2
Victor Giro,Vancouver Whitecaps,18,0,1
Yordy Reyna,Vancouver Whitecaps,25,7,1
Zac MacMath,Vancouver Whitecaps,8,0,0
