Name,Team,P,G,A
Alexander Callens,New York City FC,25,0,0
Alexander Ring,New York City FC,32,4,5
Alexandru Mitrita,New York City FC,30,12,3
Anton Tinnerholm,New York City FC,31,1,8
Ben Sweat,New York City FC,19,0,2
Brad Stuver,New York City FC,5,0,0
Dan Bedoya,New York City FC,1,0,0
Ebenezer Ofori,New York City FC,20,2,0
Eric Miller,New York City FC,11,0,0
Gary Mackay-Steven,New York City FC,12,1,1
Héber,New York City FC,24,15,4
Ismael Tajouri-Shradi,New York City FC,20,6,4
James Sands,New York City FC,19,0,0
Jesús Medina,New York City FC,18,3,2
Juan Torres,New York City FC,1,0,0
Justin Haak,New York City FC,3,0,0
Keaton Parks,New York City FC,23,1,1
Maxi Morález,New York City FC,30,7,21
Maxime Chanot,New York City FC,32,0,0
Rónald Matarrita,New York City FC,25,1,1
Sean Johnson,New York City FC,30,0,0
Sebastien Ibeagha,New York City FC,23,0,0
Tony Rocha,New York City FC,17,0,1
Valentín Castellanos,New York City FC,31,11,7
