Name,Team,P,G,A
Andrew Farrell,New England Revolution,30,0,1
Antonio Dalamea Milnar,New England Revolution,18,2,1
Brad Knighton,New England Revolution,8,0,0
Brandon Bye,New England Revolution,31,2,2
Brian Wright,New England Revolution,2,0,0
Carles Gil,New England Revolution,35,10,14
Cody Cropper,New England Revolution,7,0,0
Cristian Penilla,New England Revolution,31,6,8
DeJuan Jones,New England Revolution,21,1,1
Diego Fagundez,New England Revolution,26,2,3
Edgar Castillo,New England Revolution,20,0,5
Gustavo Bou,New England Revolution,15,9,2
Jalil Anibaba,New England Revolution,22,1,2
Juan Agudelo,New England Revolution,29,3,2
Juan Caicedo,New England Revolution,28,5,3
Justin Rennicks,New England Revolution,2,0,0
Luis Caicedo,New England Revolution,31,0,0
Matt Turner,New England Revolution,21,0,0
Michael Mancienne,New England Revolution,16,1,0
Nicolas Firmino,New England Revolution,0,0,0
Scott Caldwell,New England Revolution,21,0,1
Tajon Buchanan,New England Revolution,10,0,2
Teal Bunbury,New England Revolution,33,6,2
Wilfried Zahibo,New England Revolution,25,1,1
Zachary Herivaux,New England Revolution,0,0,0
