Name,Team,P,G,A
Allan Cruz,FC Cincinnati,22,7,1
Alvas Powell,FC Cincinnati,13,0,0
Andrew Gutman,FC Cincinnati,8,0,1
Caleb Stanko,FC Cincinnati,23,0,0
Darren Mattocks,FC Cincinnati,21,3,3
Emmanuel Ledesma,FC Cincinnati,26,6,5
Fanendo Adi,FC Cincinnati,12,1,0
Fatai Alashe,FC Cincinnati,11,1,0
Frankie Amaya,FC Cincinnati,19,0,0
Gregory Garza,FC Cincinnati,13,0,0
Joseph-Claude Gyau,FC Cincinnati,8,0,1
Justin Hoyte,FC Cincinnati,17,0,0
Kekuta Manneh,FC Cincinnati,27,4,3
Kendall Waston,FC Cincinnati,25,1,0
Kenny Saief,FC Cincinnati,9,1,2
Leonardo Bertone,FC Cincinnati,25,1,2
Maikel van der Werff,FC Cincinnati,11,0,0
Mathieu Deplange,FC Cincinnati,33,1,2
Nick Hagglund,FC Cincinnati,22,0,0
Przemyslaw Tyton,FC Cincinnati,15,0,0
Rashawn Dally,FC Cincinnati,12,1,0
Roland Lamah,FC Cincinnati,28,1,3
Spencer Richey,FC Cincinnati,19,0,0
Victor Ulloa,FC Cincinnati,26,1,2
