Name,Team,P,G,A
Aleksandar Katai,Chicago Fire FC,29,6,7
Amando Moreno,Chicago Fire FC,7,0,0
Bastian Schweinsteiger,Chicago Fire FC,30,1,3
Brandt Bronico,Chicago Fire FC,29,1,2
C.J. Sapong,Chicago Fire FC,32,13,2
Christian Martínez,Chicago Fire FC,5,0,0
David Ousted,Chicago Fire FC,14,0,0
Dax McCarty,Chicago Fire FC,32,1,4
Diego Campos,Chicago Fire FC,10,0,0
Djordje Mihailovic,Chicago Fire FC,27,3,2
Fabian Herbers,Chicago Fire FC,17,3,1
Francisco Calvo,Chicago Fire FC,30,4,2
Grant Lillard,Chicago Fire FC,4,0,0
Jeremiah Gutjahr,Chicago Fire FC,8,0,1
Johan Kappelhof,Chicago Fire FC,29,0,2
Jonathan Bornstein,Chicago Fire FC,11,0,0
Kenneth Kronholm,Chicago Fire FC,20,0,0
Marcelo,Chicago Fire FC,16,0,0
Micheal Azira,Chicago Fire FC,23,0,1
Nemanja Nikolic,Chicago Fire FC,31,12,0
Nico Gaitan,Chicago Fire FC,27,4,12
Przemyslaw Frankowski,Chicago Fire FC,31,5,9
Raheem Edwards,Chicago Fire FC,4,1,0
