Name,Team,P,G,A
Aaron Long,Red Bull New York,25,2,1
Alex Muyl,Red Bull New York,25,3,3
Amro Tarek,Red Bull New York,20,1,1
Andreas Ivan,Red Bull New York,12,1,2
Bradley Wright-Phillips,Red Bull New York,25,2,4
Brian White,Red Bull New York,20,9,2
Connor Lade,Red Bull New York,11,1,1
Cristian Cásseres Jr.,Red Bull New York,24,3,4
Daniel Royer,Red Bull New York,32,11,9
Florian Valot,Red Bull New York,0,0,1
Josh Sims,Red Bull New York,8,1,1
Kaku,Red Bull New York,27,5,8
Kemar Lawrence,Red Bull New York,23,1,0
Kyle Duncan,Red Bull New York,13,1,2
Luis Robles,Red Bull New York,34,0,0
Marc Rzatkowski,Red Bull New York,29,2,9
Mathias Jørgensen,Red Bull New York,5,0,0
Michael Murillo,Red Bull New York,22,1,6
Omir Fernández,Red Bull New York,18,2,2
Rece Buckmaster,Red Bull New York,7,0,0
Sean Davis,Red Bull New York,31,0,2
Sean Nealis,Red Bull New York,9,1,1
Tim Parker,Red Bull New York,32,1,0
Tom Barlow,Red Bull New York,13,4,0
Vincent Bezecourt,Red Bull New York,8,0,1
