Name,Team,P,G,A
Andre Shinyashiki,Colorado Rapids,31,7,3
Axel Sjöberg,Colorado Rapids,7,0,0
Clint Irwin,Colorado Rapids,11,0,0
Cole Bassett,Colorado Rapids,20,2,2
Danny Wilson,Colorado Rapids,20,2,1
Deklan Wynne,Colorado Rapids,11,0,0
Diego Rubio,Colorado Rapids,26,11,5
Dillon Serna,Colorado Rapids,14,0,1
Jack Price,Colorado Rapids,27,1,11
Johan Blomberg,Colorado Rapids,3,0,0
Jonathan Lewis,Colorado Rapids,22,5,4
Keegan Rosenberry,Colorado Rapids,34,1,3
Kei Kamara,Colorado Rapids,29,14,1
Kellyn Acosta,Colorado Rapids,31,2,2
Kofi Opare,Colorado Rapids,3,0,0
Lalas Abubakar,Colorado Rapids,23,0,0
Matthew Hundley,Colorado Rapids,0,0,0
Nicolás Mezquida,Colorado Rapids,32,4,6
Niki Jackson,Colorado Rapids,4,0,0
Sam Nicholson,Colorado Rapids,27,2,4
Sam Vines,Colorado Rapids,26,0,0
Sebastian Anderson,Colorado Rapids,6,1,0
Tim Howard,Colorado Rapids,25,0,0
Tommy Smith,Colorado Rapids,27,3,2
