Name,Team,P,G,A
Abu Danladi,Minnesota United FC,25,2,2
Angelo Rodríguez,Minnesota United FC,29,5,2
Brent Kallman,Minnesota United FC,16,0,1
Chase Gasper,Minnesota United FC,16,0,0
Collin Martin,Minnesota United FC,3,0,1
Darwin Quintero,Minnesota United FC,31,10,6
Ethan Finlay,Minnesota United FC,34,7,3
Hassani Dotson,Minnesota United FC,24,4,0
Ike Opara,Minnesota United FC,31,3,1
Jan Gregus,Minnesota United FC,31,2,11
Kevin Molino,Minnesota United FC,18,3,4
Lawrence Olum,Minnesota United FC,10,0,1
Mason Toye,Minnesota United FC,18,6,3
Michael Boxall,Minnesota United FC,30,2,0
Miguel Ibarra,Minnesota United FC,22,1,2
Osvaldo Alonso,Minnesota United FC,28,2,2
Rasmus Schüller,Minnesota United FC,15,0,0
Robin Lod,Minnesota United FC,11,0,0
Romain Métanire,Minnesota United FC,28,1,7
Romario Ibarra,Minnesota United FC,8,2,1
Thomás Chacón,Minnesota United FC,2,0,0
Vito Mannone,Minnesota United FC,35,0,0
Wilfried Moimbé,Minnesota United FC,4,0,0
