Name,Team,P,G,A
Bill Hamid,D.C. United,34,0,0
Chris McCann,D.C. United,6,0,0
Chris Odoi-Atsem,D.C. United,3,0,0
Chris Seitz,D.C. United,1,0,0
Christopher Durkin,D.C. United,13,1,0
Donovan Pines,D.C. United,10,0,1
Emmanuel Boateng,D.C. United,25,1,1
Felipe,D.C. United,28,1,1
Frédéric Brillant,D.C. United,35,2,3
Griffin Yow,D.C. United,2,0,0
Jalen Robinson,D.C. United,10,0,0
Joseph Mora,D.C. United,21,0,1
Júnior Moreno,D.C. United,30,0,3
Leonardo Jara,D.C. United,31,1,5
Lucas Rodríguez,D.C. United,34,7,3
Luciano Acosta,D.C. United,32,6,2
Marquinhos Pedroso,D.C. United,6,0,0
Ola Kamara,D.C. United,6,3,0
Paul Arriola,D.C. United,30,6,2
Quincy Amarikwa,D.C. United,23,1,1
Russell Canouse,D.C. United,27,0,0
Steve Birnbaum,D.C. United,35,1,1
Ulises Segura,D.C. United,34,3,2
Wayne Rooney,D.C. United,29,11,9
Zoltan Stieber,D.C. United,9,0,0
