Name,Team,P,G,A
Adama Diomandé,LAFC,27,10,7
Adrien Perez,LAFC,13,1,0
André Horta,LAFC,4,0,0
Brian Rodríguez,LAFC,9,0,1
Carlos Vela,LAFC,33,36,16
Danilo Silva,LAFC,5,0,0
Dejan Janković,LAFC,4,0,0
Diego Rossi,LAFC,36,17,9
Eddie Segura,LAFC,36,1,1
Eduard Atuesta,LAFC,32,4,11
Jordan Harvey,LAFC,32,1,5
Joshua Pérez,LAFC,13,1,1
Latif Blessing,LAFC,36,6,7
Lee Nguyen,LAFC,25,0,7
Mark-Anthony Kaye,LAFC,32,4,8
Mohamed El-Munir,LAFC,15,1,0
Niko Hamalainen,LAFC,3,0,1
Pablo Sisniega,LAFC,6,0,0
Peter Vassell,LAFC,6,0,1
Rodolfo Zelaya,LAFC,4,1,0
Steven Beitashour,LAFC,26,1,2
Tristan Blackmon,LAFC,20,1,4
Tyler Miller,LAFC,30,0,0
Walker Zimmerman,LAFC,27,1,1
