Name,Team,P,G,A
Aaron Herrera,Real Salt Lake,34,0,4
Albert Rusnák,Real Salt Lake,31,10,5
Andrew Putna,Real Salt Lake,5,0,0
Brooks Lennon,Real Salt Lake,28,0,1
Corey Baird,Real Salt Lake,33,5,5
Damir Kreilach,Real Salt Lake,34,7,5
Danny Toia,Real Salt Lake,26,1,1
Douglas Martínez,Real Salt Lake,1,0,0
Erik Holt,Real Salt Lake,5,0,1
Everton Luiz,Real Salt Lake,29,0,2
Jefferson Savarino,Real Salt Lake,30,9,5
Joao Plata,Real Salt Lake,19,1,0
Justen Glad,Real Salt Lake,24,0,0
Justin Portillo,Real Salt Lake,4,0,0
Kelyn Rowe,Real Salt Lake,19,0,2
Kyle Beckerman,Real Salt Lake,27,0,5
Luis Arriaga,Real Salt Lake,2,0,0
Luke Mulholland,Real Salt Lake,1,0,0
Marcelo Silva,Real Salt Lake,20,2,0
Nedum Onuoha,Real Salt Lake,29,1,0
Nick Besler,Real Salt Lake,17,1,2
Nick Rimando,Real Salt Lake,31,0,0
Sam Johnson,Real Salt Lake,26,9,0
Sebastian Saucedo,Real Salt Lake,27,2,4
Tate Schmitt,Real Salt Lake,6,0,0
