Name,Team,P,G,A
Alejandro Pozuelo,Toronto FC,34,14,15
Ashtone Morgan,Toronto FC,9,1,0
Auro,Toronto FC,27,0,3
Ayo Akinola,Toronto FC,8,1,1
Chris Mavinga,Toronto FC,30,0,1
Drew Moor,Toronto FC,14,0,0
Erickson Gallardo,Toronto FC,0,0,1
Eriq Zavaleta,Toronto FC,16,0,0
Jacob Shaffelburg,Toronto FC,10,0,1
Jay Chapman,Toronto FC,17,2,2
Jonathan Osorio,Toronto FC,28,7,5
Jozy Altidore,Toronto FC,23,12,7
Justin Morrow,Toronto FC,32,1,3
Laurent Ciman,Toronto FC,20,0,2
Liam Fraser,Toronto FC,9,0,1
Mark Delgado,Toronto FC,34,3,7
Michael Bradley,Toronto FC,31,3,4
Nick DeLeon,Toronto FC,36,8,5
Nicolas Benezet,Toronto FC,12,3,0
Omar González,Toronto FC,15,1,1
Patrick Mullins,Toronto FC,20,2,0
Quentin Westberg,Toronto FC,32,0,0
Richie Laryea,Toronto FC,24,2,2
Ryan Telfer,Toronto FC,0,0,1
Terrence Boyd,Toronto FC,11,0,0
Tsubasa Endoh,Toronto FC,17,3,2
