Name,Team,P,G,A
A.J. DeLaGarza,Houston Dynamo FC,23,0,1
Adam Lundkvist,Houston Dynamo FC,28,0,4
Alberth Elis,Houston Dynamo FC,26,9,10
Alejandro Fuenmayor,Houston Dynamo FC,8,0,1
Aljaz Struna,Houston Dynamo FC,29,0,1
Boniek García,Houston Dynamo FC,32,0,1
Christian Ramírez,Houston Dynamo FC,27,9,3
DaMarcus Beasley,Houston Dynamo FC,12,0,2
Darwin Cerén,Houston Dynamo FC,13,1,0
Joe Willis,Houston Dynamo FC,27,0,0
José Bizama,Houston Dynamo FC,5,0,1
Juan Cabezas,Houston Dynamo FC,15,1,0
Kevin Garcia,Houston Dynamo FC,12,0,0
Marlon Hairston,Houston Dynamo FC,12,0,0
Matías Vera,Houston Dynamo FC,30,0,1
Mauro Manotas,Houston Dynamo FC,32,13,8
Maynor Figueroa,Houston Dynamo FC,25,0,3
Memo Rodríguez,Houston Dynamo FC,26,7,5
Michael Salazar,Houston Dynamo FC,7,0,0
Niko Hansen,Houston Dynamo FC,13,0,0
Romell Quioto,Houston Dynamo FC,18,2,2
Ronaldo Peña,Houston Dynamo FC,4,0,0
Thomas McNamara,Houston Dynamo FC,33,2,3
Tomás Martínez,Houston Dynamo FC,33,5,3
Tyler Deric,Houston Dynamo FC,7,0,0
