Name,Team,P,G,A
Andrew Carleton,Atlanta United FC,3,0,0
Brad Guzan,Atlanta United FC,37,0,0
Brandon Vázquez,Atlanta United FC,11,2,1
Brek Shea,Atlanta United FC,19,0,1
Darlington Nagbe,Atlanta United FC,36,2,4
Dion Pereira,Atlanta United FC,18,0,1
Emerson Hyndman,Atlanta United FC,17,1,3
Eric Remedi,Atlanta United FC,29,0,1
Ezequiel Barco,Atlanta United FC,18,4,5
Florentin Pogba,Atlanta United FC,16,0,0
Franco Escobar,Atlanta United FC,28,2,3
Gonzalo Martínez,Atlanta United FC,34,5,11
Héctor Villalba,Atlanta United FC,22,1,4
Jeff Larentowicz,Atlanta United FC,30,0,1
Josef Martínez,Atlanta United FC,32,28,4
Julian Gressel,Atlanta United FC,36,8,13
Justin Meram,Atlanta United FC,30,4,0
Kevin Kratz,Atlanta United FC,1,0,0
Leandro González Pírez,Atlanta United FC,34,1,1
Michael Parkhurst,Atlanta United FC,22,0,0
Mikey Ambrose,Atlanta United FC,5,0,0
Miles Robinson,Atlanta United FC,34,0,0
Mohammed Adams,Atlanta United FC,16,1,1
