Name,Team,P,GP,G,A,PTS,PIM,PPG,PPA,SHG,LB,TO,CTO,BLK,SOG,FO,FO%
Ben Prepchuk,Colorado Mammoth,F,13,15,16,31,4,0,0,0,36,0,0,0,0,0/0,-
Brian Langtry,Colorado Mammoth,F,16,31,36,67,24,0,0,0,77,0,0,0,0,1/1,100%
Chris Levis,Colorado Mammoth,G,16,0,2,2,4,0,0,0,18,0,0,0,0,0/0,-
Dan Carey,Colorado Mammoth,F,16,32,44,76,9,0,0,0,75,0,0,0,0,0/0,-
Dave Stilley,Colorado Mammoth,D,12,2,4,6,20,0,0,0,25,0,0,0,0,1/4,25%
Gavin Prout,Colorado Mammoth,F,16,30,59,89,32,0,0,0,85,0,0,0,0,0/1,-
Gee Nash,Colorado Mammoth,G,16,0,6,6,0,0,0,0,28,0,0,0,0,0/0,-
Jamie Hanford,Colorado Mammoth,D,15,2,4,6,14,0,0,0,72,0,0,0,0,275/416,66%
Jamie Shewchuk,Colorado Mammoth,F,15,27,26,53,19,0,0,0,69,0,0,0,0,0/0,-
Jason Bloom,Colorado Mammoth,T,10,2,9,11,10,0,0,0,33,0,0,0,0,0/0,-
Jim Moss,Colorado Mammoth,T,8,3,8,11,36,0,0,0,40,0,0,0,0,0/0,-
John Gallant,Colorado Mammoth,D,11,1,8,9,11,0,0,0,79,0,0,0,0,0/0,-
Jordan Cornfield,Colorado Mammoth,F,9,9,3,12,6,0,0,0,21,0,0,0,0,0/0,-
Josh Sims,Colorado Mammoth,T,15,19,20,39,12,0,0,0,136,0,0,0,0,1/1,100%
Matt Leveque,Colorado Mammoth,D,12,1,2,3,19,0,0,0,35,0,0,0,0,0/0,-
Matt Taylor,Colorado Mammoth,F,4,4,4,8,8,0,0,0,7,0,0,0,0,0/0,-
Mike Law,Colorado Mammoth,F,14,13,12,25,0,0,0,0,58,0,0,0,0,0/0,-
Nenad Gajic,Colorado Mammoth,T,16,13,24,37,14,0,0,0,102,0,0,0,0,0/0,-
Nick Carlson,Colorado Mammoth,T,8,3,4,7,12,0,0,0,23,0,0,0,0,0/0,-
Pat Coyle,Colorado Mammoth,D,13,1,3,4,4,0,0,0,61,0,0,0,0,0/0,-
Rich Catton,Colorado Mammoth,D,16,0,8,8,33,0,0,0,63,0,0,0,0,0/0,-
Scott Davidson,Colorado Mammoth,T,1,0,0,0,0,0,0,0,2,0,0,0,0,19/29,66%
Tom Ethington,Colorado Mammoth,D,13,0,2,2,12,0,0,0,36,0,0,0,0,0/0,-
