Name,Team,P,GP,G,A,PTS,PIM,PPG,PPA,SHG,LB,TO,CTO,BLK,SOG,FO,FO%
Bill McGlone,Chicago Shamrox,F,16,22,18,40,4,0,0,0,70,0,0,0,0,0/0,-
Brandon Miller,Chicago Shamrox,G,16,0,8,8,0,0,0,0,20,0,0,0,0,0/0,-
Bryan Kazarian,Chicago Shamrox,T,15,4,12,16,14,0,0,0,131,0,0,0,0,114/270,42%
Cam Woods,Chicago Shamrox,D,16,5,15,20,50,0,0,0,122,0,0,0,0,0/1,-
Carter Livingstone,Chicago Shamrox,D,15,0,5,5,17,0,0,0,55,0,0,0,0,0/0,-
Chris Panos,Chicago Shamrox,F,16,30,19,49,30,0,0,0,31,0,0,0,0,0/0,-
Cody Jacobs,Chicago Shamrox,F,11,14,8,22,8,0,0,0,19,0,0,0,0,0/0,-
Cory Leigh,Chicago Shamrox,F,3,0,0,0,2,0,0,0,8,0,0,0,0,0/0,-
Darryl Gibson,Chicago Shamrox,D,16,4,9,13,22,0,0,0,57,0,0,0,0,1/3,33%
Derek Collins,Chicago Shamrox,G,16,0,2,2,0,0,0,0,4,0,0,0,0,0/0,-
Drew Candy,Chicago Shamrox,D,8,1,1,2,43,0,0,0,17,0,0,0,0,0/0,-
Jason Clark,Chicago Shamrox,F,15,17,41,58,8,0,0,0,78,0,0,0,0,0/0,-
Jon Harasym,Chicago Shamrox,F,11,8,26,34,14,0,0,0,58,0,0,0,0,0/0,-
Jonas Derks,Chicago Shamrox,F,5,4,13,17,2,0,0,0,14,0,0,0,0,0/0,-
Josh Wasson-McQuigge,Chicago Shamrox,F,16,20,22,42,6,0,0,0,65,0,0,0,0,18/50,36%
Kevin Leveille,Chicago Shamrox,F,6,5,9,14,2,0,0,0,25,0,0,0,0,0/0,-
Kyle Dupont,Chicago Shamrox,D,9,3,5,8,23,0,0,0,20,0,0,0,0,0/0,-
Mat Giles,Chicago Shamrox,F,16,17,30,47,38,0,0,0,87,0,0,0,0,41/108,38%
Matt Marchildon,Chicago Shamrox,,2,0,1,1,0,0,0,0,1,0,0,0,0,0/0,-
Mike Hobbins,Chicago Shamrox,F,11,1,1,2,4,0,0,0,15,0,0,0,0,0/0,-
Mike Kirk,Chicago Shamrox,D,16,5,8,13,34,0,0,0,68,0,0,0,0,0/1,-
Phil Montgomery,Chicago Shamrox,F,1,0,0,0,0,0,0,0,1,0,0,0,0,0/0,-
Rusty Kruger,Chicago Shamrox,F,10,7,6,13,14,0,0,0,48,0,0,0,0,0/0,-
Ryan Gallagher,Chicago Shamrox,,2,0,0,0,0,0,0,0,4,0,0,0,0,0/0,-
Tom Montour,Chicago Shamrox,F,16,11,18,29,10,0,0,0,107,0,0,0,0,0/0,-
Zach Heffner,Chicago Shamrox,D,9,1,1,2,38,0,0,0,21,0,0,0,0,0/0,-
