Name,Team,P,GP,G,A,PTS,PIM,PPG,PPA,SHG,LB,TO,CTO,BLK,SOG,FO,FO%
Bill Greer,Rochester Knighthawks,D,13,7,11,18,17,0,0,0,106,0,0,0,0,0/0,-
Brian Croswell,Rochester Knighthawks,F,3,2,1,3,0,0,0,0,5,0,0,0,0,0/0,-
Chris Schiller,Rochester Knighthawks,T,12,3,5,8,15,0,0,0,63,0,0,0,0,0/0,-
David Brown,Rochester Knighthawks,D,4,1,0,1,6,0,0,0,15,0,0,0,0,0/0,-
Grant Crawley,Rochester Knighthawks,G,1,0,0,0,0,0,0,0,0,0,0,0,0,0/0,-
Jack Reid,Rochester Knighthawks,D,6,0,0,0,44,0,0,0,18,0,0,0,0,0/0,-
John Grant Jr.,Rochester Knighthawks,F,15,51,60,111,40,0,0,0,81,0,0,0,0,0/0,-
Ken Millin,Rochester Knighthawks,F,16,19,33,52,4,0,0,0,58,0,0,0,0,0/0,-
Luke Forget,Rochester Knighthawks,D,10,1,3,4,23,0,0,0,50,0,0,0,0,0/0,-
Marshall Abrams,Rochester Knighthawks,D,15,0,10,10,30,0,0,0,51,0,0,0,0,0/0,-
Mike Accursi,Rochester Knighthawks,F,16,26,51,77,0,0,0,0,69,0,0,0,0,0/0,-
Mike Hasen,Rochester Knighthawks,D,3,0,1,1,0,0,0,0,13,0,0,0,0,0/1,-
Mike Miron,Rochester Knighthawks,G,6,0,0,0,0,0,0,0,2,0,0,0,0,0/0,-
Pat Cougevan,Rochester Knighthawks,D,14,0,1,1,15,0,0,0,25,0,0,0,0,0/0,-
Pat Dutton,Rochester Knighthawks,D,6,1,2,3,6,0,0,0,19,0,0,0,0,0/0,-
Pat O'Toole,Rochester Knighthawks,G,15,0,23,23,0,0,0,0,28,0,0,0,0,0/0,-
Phil Wetherup,Rochester Knighthawks,G,10,0,0,0,0,0,0,0,0,0,0,0,0,0/0,-
Regy Thorpe,Rochester Knighthawks,D,15,0,5,5,27,0,0,0,47,0,0,0,0,4/13,31%
Sandy Chapman,Rochester Knighthawks,D,15,1,8,9,15,0,0,0,56,0,0,0,0,10/23,43%
Scott Ditzell,Rochester Knighthawks,D,13,0,5,5,68,0,0,0,72,0,0,0,0,0/0,-
Scott Evans,Rochester Knighthawks,F,16,45,42,87,48,0,0,0,78,0,0,0,0,0/0,-
Shawn Evans,Rochester Knighthawks,F,16,32,34,66,36,0,0,0,121,0,0,0,0,1/7,14%
Shawn Williams,Rochester Knighthawks,F,16,36,55,91,8,0,0,0,69,0,0,0,0,0/0,-
Stephen Hoar,Rochester Knighthawks,D,16,10,13,23,25,0,0,0,67,0,0,0,0,240/464,52%
Steve Toll,Rochester Knighthawks,T,16,14,24,38,2,0,0,0,177,0,0,0,0,2/4,50%
