Name,Team,P,GP,G,A,PTS,PIM,PPG,PPA,SHG,LB,TO,CTO,BLK,SOG,FO,FO%
Aaron Bold,San Jose Stealth,G,14,0,4,4,0,0,0,0,9,0,0,0,0,0/0,-
Andrew Burkholder,San Jose Stealth,T,11,6,4,10,0,0,0,0,36,0,0,0,0,0/0,-
Andrew Guindon,San Jose Stealth,D,15,2,6,8,29,0,0,0,61,0,0,0,0,0/0,-
Anthony Cosmo,San Jose Stealth,G,15,0,2,2,24,0,0,0,29,0,0,0,0,0/0,-
Callum Crawford,San Jose Stealth,F,13,10,13,23,21,0,0,0,44,0,0,0,0,0/0,-
Cam Sedgwick,San Jose Stealth,F,16,11,28,39,8,0,0,0,57,0,0,0,0,0/0,-
Colin Doyle,San Jose Stealth,F,16,22,59,81,14,0,0,0,58,0,0,0,0,0/0,-
Curtis Hodgson,San Jose Stealth,D,16,4,9,13,12,0,0,0,64,0,0,0,0,0/0,-
Darren Halls,San Jose Stealth,D,13,2,4,6,18,0,0,0,33,0,0,0,0,0/0,-
Eric Martin,San Jose Stealth,D,16,0,14,14,46,0,0,0,132,0,0,0,0,0/0,-
Gary Rosyski,San Jose Stealth,F,16,34,42,76,17,0,0,0,66,0,0,0,0,0/0,-
Ian Hawksbee,San Jose Stealth,T,16,4,3,7,46,0,0,0,124,0,0,0,0,0/0,-
Jason Wiles,San Jose Stealth,,1,0,0,0,0,0,0,0,3,0,0,0,0,0/0,-
Jeff Zywicki,San Jose Stealth,F,14,40,30,70,2,0,0,0,107,0,0,0,0,0/1,-
Joe Vasold,San Jose Stealth,T,3,0,0,0,0,0,0,0,13,0,0,0,0,35/60,58%
Kyle Neufeld,San Jose Stealth,D,3,0,3,3,4,0,0,0,7,0,0,0,0,0/0,-
Kyle Sorensen,San Jose Stealth,D,15,8,3,11,38,0,0,0,58,0,0,0,0,0/0,-
Luke Wiles,San Jose Stealth,F,16,30,52,82,14,0,0,0,95,0,0,0,0,0/2,-
Paul Dawson,San Jose Stealth,G,2,0,0,0,0,0,0,0,0,0,0,0,0,0/0,-
Shaydon Santos,San Jose Stealth,D,16,1,5,6,40,0,0,0,28,0,0,0,0,0/4,-
Sterling Mitchell,San Jose Stealth,D,3,0,1,1,2,0,0,0,3,0,0,0,0,0/0,-
Steve Holmes,San Jose Stealth,D,15,2,3,5,21,0,0,0,47,0,0,0,0,1/1,100%
Tim Booth,San Jose Stealth,T,15,1,4,5,10,0,0,0,33,0,0,0,0,167/352,47%
Wes Green,San Jose Stealth,F,10,5,5,10,7,0,0,0,31,0,0,0,0,0/0,-
