Name,Team,P,GP,G,A,PTS,PIM,PPG,PPA,SHG,LB,TO,CTO,BLK,SOG,FO,FO%
Adam Bysouth,Portland Lumber Jax,T,7,2,1,3,11,0,0,0,25,0,0,0,0,0/0,-
Brodie Merrill,Portland Lumber Jax,T,15,4,19,23,49,0,0,0,196,0,0,0,0,0/0,-
Bruce Alexander,Portland Lumber Jax,D,16,6,16,22,23,0,0,0,44,0,0,0,0,0/0,-
Dallas Eliuk,Portland Lumber Jax,G,16,0,5,5,0,0,0,0,5,0,0,0,0,0/0,-
Darren Reisig,Portland Lumber Jax,D,10,3,5,8,4,0,0,0,25,0,0,0,0,9/25,36%
Del Halladay,Portland Lumber Jax,F,13,8,15,23,6,0,0,0,44,0,0,0,0,0/0,-
DJ Driscoll,Portland Lumber Jax,D,3,0,0,0,0,0,0,0,13,0,0,0,0,0/0,-
Dwight Maetche,Portland Lumber Jax,G,2,0,1,1,0,0,0,0,2,0,0,0,0,0/0,-
Graham Palmer,Portland Lumber Jax,T,11,1,5,6,20,0,0,0,56,0,0,0,0,0/0,-
Ian Crashley,Portland Lumber Jax,D,12,2,4,6,21,0,0,0,52,0,0,0,0,0/0,-
Jed Prossner,Portland Lumber Jax,F,9,6,9,15,4,0,0,0,25,0,0,0,0,0/0,-
Kelly Hall,Portland Lumber Jax,F,13,21,20,41,35,0,0,0,46,0,0,0,0,0/0,-
Matt Holman,Portland Lumber Jax,F,9,14,5,19,4,0,0,0,12,0,0,0,0,0/0,-
Matt King,Portland Lumber Jax,G,14,0,6,6,2,0,0,0,3,0,0,0,0,0/0,-
Mike Hominuck,Portland Lumber Jax,F,12,18,34,52,2,0,0,0,64,0,0,0,0,0/0,-
Pat Jones,Portland Lumber Jax,D,16,0,5,5,2,0,0,0,84,0,0,0,0,183/393,47%
Peter Morgan,Portland Lumber Jax,F,15,17,25,42,11,0,0,0,43,0,0,0,0,0/0,-
Ray Guze,Portland Lumber Jax,D,14,1,3,4,47,0,0,0,44,0,0,0,0,0/0,-
Richard Morgan,Portland Lumber Jax,D,16,10,10,20,22,0,0,0,69,0,0,0,0,0/0,-
Ryan Marshall,Portland Lumber Jax,T,10,1,2,3,10,0,0,0,29,0,0,0,0,0/0,-
Ryan Powell,Portland Lumber Jax,F,14,23,31,54,8,0,0,0,65,0,0,0,0,0/0,-
Ryan Sharp,Portland Lumber Jax,D,13,3,8,11,20,0,0,0,80,0,0,0,0,0/0,-
Ryder Bateman,Portland Lumber Jax,F,15,9,15,24,50,0,0,0,43,0,0,0,0,0/2,-
Scott Mazuran,Portland Lumber Jax,D,7,0,3,3,6,0,0,0,27,0,0,0,0,0/0,-
Scott Stapleford,Portland Lumber Jax,T,15,15,7,22,16,0,0,0,39,0,0,0,0,0/0,-
Tyler Heavenor,Portland Lumber Jax,F,10,12,21,33,10,0,0,0,28,0,0,0,0,0/0,-
