Name,Team,P,GP,G,A,PTS,PIM,PPG,PPA,SHG,LB,TO,CTO,BLK,SOG,FO,FO%
Athan Iannucci,Philadelphia Wings,F,15,30,24,54,16,0,0,0,123,0,0,0,0,0/0,-
Damien Davis,Philadelphia Wings,D,1,0,0,0,4,0,0,0,2,0,0,0,0,0/0,-
Dan Marohl,Philadelphia Wings,F,16,20,44,64,2,0,0,0,71,0,0,0,0,0/0,-
Geoff Snider,Philadelphia Wings,T,15,14,17,31,62,0,0,0,180,0,0,0,0,201/268,75%
Ian Llord,Philadelphia Wings,F,11,2,6,8,18,0,0,0,49,0,0,0,0,0/0,-
Ian Rosenburger,Philadelphia Wings,D,5,0,3,3,4,0,0,0,7,0,0,0,0,0/0,-
Jake Bergey,Philadelphia Wings,F,15,22,25,47,6,0,0,0,60,0,0,0,0,0/0,-
Jay Preece,Philadelphia Wings,G,6,0,0,0,0,0,0,0,1,0,0,0,0,0/0,-
Jeff Ratcliffe,Philadelphia Wings,F,14,16,5,21,26,0,0,0,66,0,0,0,0,0/0,-
John Christmas,Philadelphia Wings,T,14,4,2,6,10,0,0,0,51,0,0,0,0,0/0,-
Keith Cromwell,Philadelphia Wings,F,10,7,17,24,0,0,0,0,27,0,0,0,0,0/0,-
Ken Montour,Philadelphia Wings,G,12,0,1,1,0,0,0,0,2,0,0,0,0,0/0,-
Kyle Fiat,Philadelphia Wings,F,14,1,8,9,13,0,0,0,45,0,0,0,0,0/0,-
Kyle Sweeney,Philadelphia Wings,D,16,4,7,11,6,0,0,0,85,0,0,0,0,0/0,-
Kyle Wailes,Philadelphia Wings,F,11,16,21,37,8,0,0,0,41,0,0,0,0,0/0,-
Marc Morley,Philadelphia Wings,F,12,11,7,18,2,0,0,0,46,0,0,0,0,0/0,-
Matt Roik,Philadelphia Wings,G,14,0,3,3,8,0,0,0,16,0,0,0,0,0/0,-
Peter Jacobs,Philadelphia Wings,D,14,1,3,4,0,0,0,0,79,0,0,0,0,114/160,71%
Rob Van Beek,Philadelphia Wings,F,16,2,14,16,22,0,0,0,101,0,0,0,0,0/0,-
Sean Greenhalgh,Philadelphia Wings,F,16,26,42,68,2,0,0,0,100,0,0,0,0,0/0,-
Shawn Nadelen,Philadelphia Wings,D,13,1,6,7,15,0,0,0,62,0,0,0,0,1/1,100%
Thomas Hajek,Philadelphia Wings,D,16,1,4,5,53,0,0,0,94,0,0,0,0,0/0,-
Zach Burke,Philadelphia Wings,D,12,0,0,0,26,0,0,0,28,0,0,0,0,0/0,-
