Rk,Name,Team,Age,Pos,GP,G,A,P,PIM,+/-,PPG,SHG,GWG,G/GP,A/GP,P/GP,SOG,SH%
14,Aaron Slattengren,PRO,26,F,32,10,13,23,26,6.0,4,0,3,0.313,0.406,0.719,82.0,12.2%
35,Adam Courchaine,PRO,18,G,3,0,0,0,0,,0,0,0,0.0,0.0,0.0,,
18,Adam McQuaid,PRO,21,D,68,1,8,9,73,14.0,0,0,0,0.015,0.118,0.132,48.0,2.1%
21,Alexandre Imbeault,PRO,21,F,12,3,4,7,0,-5.0,1,0,0,0.25,0.333,0.583,19.0,15.8%
37,Andy Franck,PRO,26,G,9,0,0,0,0,,0,0,0,0.0,0.0,0.0,,
29,Brandon Bochenski,PRO,25,F,2,1,0,1,0,1.0,0,0,0,0.5,0.0,0.5,8.0,12.5%
5,Brett Skinner,PRO,24,D,68,7,40,47,47,13.0,2,0,3,0.103,0.588,0.691,102.0,6.9%
12,Byron Bitz,PRO,23,F,61,13,14,27,70,11.0,4,0,2,0.213,0.23,0.443,106.0,12.3%
6,Chris Collins,PRO,23,F,72,22,19,41,75,13.0,1,0,4,0.306,0.264,0.569,164.0,13.4%
11,David Krejc�,PRO,21,F,25,7,21,28,19,14.0,1,1,0,0.28,0.84,1.12,75.0,9.3%
20,Dwayne Zinger,PRO,31,D,53,0,8,8,83,1.0,0,0,0,0.0,0.151,0.151,32.0,0.0%
3,Jeff Hoggan,PRO,29,F,71,29,31,60,59,39.0,6,4,3,0.408,0.437,0.845,248.0,11.7%
22,Jeff LoVecchio,PRO,22,F,14,3,2,5,6,1.0,0,2,0,0.214,0.143,0.357,23.0,13.0%
34,Jeffrey Penner,PRO,20,D,2,0,0,0,0,-2.0,0,0,0,0.0,0.0,0.0,3.0,0.0%
15,Jonathan Sigalet,PRO,21,D,74,3,20,23,58,20.0,1,0,0,0.041,0.27,0.311,99.0,3.0%
26,Jordan Knackstedt,PRO,19,F,5,2,0,2,2,-2.0,2,0,0,0.4,0.0,0.4,6.0,33.3%
39,Jordan Sigalet,PRO,26,G,19,0,0,0,2,,0,0,0,0.0,0.0,0.0,,
36,Kenny Smith,PRO,26,D,8,0,0,0,2,2.0,0,0,0,0.0,0.0,0.0,5.0,0.0%
33,Kevin Regan,PRO,23,G,1,0,0,0,0,,0,0,0,0.0,0.0,0.0,,
27,Kevin Schaeffer,PRO,23,D,31,1,1,2,6,-2.0,0,0,0,0.032,0.032,0.065,20.0,5.0%
31,Mark Tobin,PRO,22,F,12,0,1,1,9,0.0,0,0,0,0.0,0.083,0.083,7.0,0.0%
2,Martins Karsums,PRO,21,F,79,20,43,63,57,25.0,7,3,4,0.253,0.544,0.797,206.0,9.7%
4,Matt Hendricks,PRO,26,F,67,22,30,52,121,-4.0,4,1,5,0.328,0.448,0.776,205.0,10.7%
16,Matt Hunwick,PRO,22,D,55,2,21,23,49,16.0,0,0,1,0.036,0.382,0.418,61.0,3.3%
10,Matt Lashoff,PRO,21,D,60,9,27,36,79,11.0,3,0,2,0.15,0.45,0.6,121.0,7.4%
38,Mike Brown,PRO,22,G,9,0,0,0,0,,0,0,0,0.0,0.0,0.0,,
23,Nate DiCasmirro,PRO,29,F,20,2,3,5,12,-1.0,0,0,0,0.1,0.15,0.25,34.0,5.9%
7,Nate Thompson,PRO,23,F,75,19,20,39,83,13.0,0,2,3,0.253,0.267,0.52,196.0,9.7%
30,Nathan Saunders,PRO,22,D,13,1,0,1,21,2.0,0,0,0,0.077,0.0,0.077,7.0,14.3%
1,Pascal Pelletier,PRO,24,F,73,37,38,75,66,20.0,13,2,4,0.507,0.521,1.027,266.0,13.9%
19,Petteri Nokelainen,PRO,21,F,8,3,5,8,4,-1.0,2,0,2,0.375,0.625,1.0,15.0,20.0%
32,Ryan Nie,PRO,22,G,1,0,0,0,0,,0,0,0,0.0,0.0,0.0,,
9,Sean Curry,PRO,25,D,72,13,25,38,139,28.0,7,0,2,0.181,0.347,0.528,125.0,10.4%
24,Steve MacIntyre,PRO,27,F,62,2,3,5,213,-6.0,0,0,0,0.032,0.048,0.081,24.0,8.3%
8,T.J. Trevelyan,PRO,23,F,72,18,20,38,23,5.0,4,0,4,0.25,0.278,0.528,217.0,8.3%
28,Tuukka Rask,PRO,20,G,45,0,2,2,8,,0,0,0,0.0,0.044,0.044,,
17,Vladimir Sobotka,PRO,20,F,18,10,10,20,37,12.0,7,1,2,0.556,0.556,1.111,56.0,17.9%
13,Wacey Rabbit,PRO,21,F,66,9,17,26,51,1.0,1,0,0,0.136,0.258,0.394,120.0,7.5%
25,Zach Hamill,PRO,19,F,7,0,5,5,6,4.0,0,0,0,0.0,0.714,0.714,12.0,0.0%
