Name,Team,P,GP,G,A,PTS,PIM,PPG,PPA,SHG,LB,TO,CTO,BLK,SOG,FO,FO%
Billy Hostrawser,Toronto Rock,D,18,2,4,6,14,0,0,0,73,6,14,0,0,0/0,-
Brad Kri,Toronto Rock,D,12,1,5,6,10,0,0,0,81,9,12,0,0,119/201,59%
Brandon Miller,Toronto Rock,G,11,0,1,1,0,0,0,0,1,0,0,0,0,0/0,-
Brett Hickey,Toronto Rock,F,17,45,32,77,16,0,0,0,82,35,5,0,0,0/0,-
Brock Sorensen,Toronto Rock,D,4,0,2,2,7,0,0,0,6,3,3,0,0,0/0,-
Brodie Merrill,Toronto Rock,T,18,7,12,19,41,0,0,0,171,16,29,0,0,0/0,-
Challen Rogers,Toronto Rock,D,17,3,4,7,7,0,0,0,66,13,8,0,0,0/0,-
Connor Buczek,Toronto Rock,D,1,0,1,1,2,0,0,0,5,0,0,0,0,0/0,-
Damon Edwards,Toronto Rock,D,18,8,7,15,26,0,0,0,64,7,11,0,0,0/0,-
Dan Lintner,Toronto Rock,F,12,14,8,22,8,0,0,0,37,14,2,0,0,0/0,-
Jeff Gilbert,Toronto Rock,D,17,0,2,2,10,0,0,0,56,6,12,0,0,0/0,-
Jesse Gamble,Toronto Rock,T,18,4,10,14,8,0,0,0,106,16,15,0,0,0/0,-
Jordan Magnuson,Toronto Rock,D,17,2,5,7,8,0,0,0,85,10,11,0,0,119/269,44%
Kasey Beirnes,Toronto Rock,F,13,14,12,26,4,0,0,0,35,14,1,0,0,0/0,-
Kieran McArdle,Toronto Rock,F,14,17,19,36,15,0,0,0,50,23,3,0,0,0/0,-
Latrell Harris,Toronto Rock,D,18,7,6,13,10,0,0,0,109,11,29,0,0,0/0,-
Mike MacDonald,Toronto Rock,F,6,5,6,11,0,0,0,0,17,7,0,0,0,0/0,-
Nick Rose,Toronto Rock,G,18,2,8,10,0,0,0,0,14,0,0,0,0,0/0,-
Patrick Merrill,Toronto Rock,D,2,0,0,0,6,0,0,0,1,0,0,0,0,11/18,61%
Phil Caputo,Toronto Rock,F,6,6,2,8,5,0,0,0,12,13,0,0,0,0/0,-
Reid Reinholdt,Toronto Rock,F,12,20,16,36,6,0,0,0,42,22,4,0,0,0/0,-
Rob Marshall,Toronto Rock,D,1,0,0,0,0,0,0,0,0,0,0,0,0,0/0,-
Sandy Chapman,Toronto Rock,D,18,1,8,9,10,0,0,0,79,7,15,0,0,2/7,29%
Stephan Leblanc,Toronto Rock,F,15,20,53,73,6,0,0,0,76,47,0,0,0,0/0,-
Steve Fryer,Toronto Rock,G,7,0,0,0,0,0,0,0,0,0,0,0,0,0/0,-
Tom Schreiber,Toronto Rock,F,18,33,61,94,0,0,0,0,83,37,2,0,0,0/0,-
Turner Evans,Toronto Rock,F,14,8,37,45,6,0,0,0,74,21,4,0,0,0/0,-
