Name,Team,P,GP,G,A,PTS,PIM,PPG,PPA,SHG,LB,TO,CTO,BLK,SOG,FO,FO%
Alex Buque,Colorado Mammoth,G,18,0,0,0,0,0,0,0,3,0,0,0,0,0/0,-
Brad Self,Colorado Mammoth,T,16,16,27,43,4,0,0,0,95,19,12,0,0,0/0,-
Brent Adams,Colorado Mammoth,D,8,7,7,14,0,0,0,0,18,14,1,0,0,0/0,-
Bryce Sweeting,Colorado Mammoth,D,15,0,1,1,33,0,0,0,24,8,8,0,0,0/0,-
Callum Crawford,Colorado Mammoth,F,18,36,62,98,8,0,0,0,74,45,6,0,0,0/0,-
Cam Holding,Colorado Mammoth,D,18,2,7,9,4,0,0,0,160,18,25,0,0,0/0,-
Chris Wardle,Colorado Mammoth,F,18,19,23,42,2,0,0,0,54,38,9,0,0,0/0,-
Creighton Reid,Colorado Mammoth,D,18,3,12,15,12,0,0,0,68,16,19,0,0,0/0,-
Dan Coates,Colorado Mammoth,D,17,3,2,5,18,0,0,0,48,10,29,0,0,201/372,54%
Dillon Ward,Colorado Mammoth,G,18,0,7,7,0,0,0,0,14,1,0,0,0,0/0,-
Eli McLaughlin,Colorado Mammoth,F,18,29,43,72,0,0,0,0,59,37,5,0,0,0/0,-
Greg Downing,Colorado Mammoth,D,18,3,7,10,18,0,0,0,81,13,28,0,0,0/0,-
Ilija Gajic,Colorado Mammoth,D,16,6,7,13,14,0,0,0,75,10,17,0,0,27/69,39%
Jacob Ruest,Colorado Mammoth,F,18,18,18,36,2,0,0,0,57,27,2,0,0,0/0,-
Jeremy Noble,Colorado Mammoth,F,11,18,27,45,9,0,0,0,22,22,3,0,0,1/1,100%
Joey Cupido,Colorado Mammoth,D,17,9,8,17,12,0,0,0,98,8,20,0,0,0/0,-
John Grant Jr.,Colorado Mammoth,F,2,2,3,5,2,0,0,0,3,6,0,0,0,0/0,-
Jordan Gilles,Colorado Mammoth,D,17,3,5,8,4,0,0,0,58,6,23,0,0,1/1,100%
Josh Sullivan,Colorado Mammoth,D,11,0,3,3,4,0,0,0,33,6,3,0,0,0/0,-
Mike Mallory,Colorado Mammoth,F,2,1,5,6,0,0,0,0,3,4,2,0,0,0/0,-
Nick Ossello,Colorado Mammoth,D,4,0,1,1,10,0,0,0,9,1,3,0,0,5/14,36%
Robert Hope,Colorado Mammoth,D,18,0,10,10,14,0,0,0,122,18,28,0,0,0/0,-
Taylor Stuart,Colorado Mammoth,D,14,1,3,4,4,0,0,0,55,8,16,0,0,8/17,47%
Zach Herreweyers,Colorado Mammoth,F,5,3,7,10,0,0,0,0,6,9,1,0,0,0/0,-
Zack Greer,Colorado Mammoth,F,13,22,27,49,4,0,0,0,48,31,6,0,0,0/0,-
