Name,Team,P,GP,G,A,PTS,PIM,PPG,PPA,SHG,LB,TO,CTO,BLK,SOG,FO,FO%
Brandon Clelland,Vancouver Stealth,F,2,1,1,2,0,0,0,0,5,2,2,0,0,19/50,38%
Brendan Fowler,Vancouver Stealth,T,6,0,1,1,0,0,0,0,36,12,1,0,0,93/181,51%
Chris O'Dougherty,Vancouver Stealth,D,17,1,9,10,32,0,0,0,50,14,14,0,0,0/1,-
Cliff Smith,Vancouver Stealth,T,11,2,0,2,31,0,0,0,27,8,6,0,0,0/0,-
Corey Small,Vancouver Stealth,F,18,46,65,111,2,0,0,0,34,45,0,0,0,0/0,-
Cory Conway,Vancouver Stealth,F,9,4,26,30,2,0,0,0,26,15,1,0,0,0/0,-
Curtis Hodgson,Vancouver Stealth,D,14,1,4,5,0,0,0,0,24,8,8,0,0,0/1,-
Evan Messenger,Vancouver Stealth,F,4,2,3,5,0,0,0,0,3,6,0,0,0,0/0,-
Garrett Billings,Vancouver Stealth,F,4,4,10,14,0,0,0,0,6,15,0,0,0,0/0,-
Ian Hawksbee,Vancouver Stealth,D,17,0,5,5,8,0,0,0,115,8,22,0,0,0/1,-
James Rahe,Vancouver Stealth,F,11,7,18,25,0,0,0,0,31,15,1,0,0,0/0,-
Jarrett Toll,Vancouver Stealth,D,14,0,1,1,2,0,0,0,43,6,8,0,0,104/241,43%
Joel McCready,Vancouver Stealth,F,18,19,21,40,23,0,0,0,59,56,7,0,0,15/38,39%
John Lintz,Vancouver Stealth,D,12,0,2,2,0,0,0,0,44,7,14,0,0,0/0,-
Jon Harnett,Vancouver Stealth,D,15,0,2,2,22,0,0,0,51,8,20,0,0,0/0,-
Jordan Durston,Vancouver Stealth,F,18,25,18,43,6,0,0,0,58,43,5,0,0,0/0,-
Justin Goodwin,Vancouver Stealth,D,4,0,1,1,2,0,0,0,20,4,3,0,0,0/0,-
Justin Salt,Vancouver Stealth,T,18,11,17,28,6,0,0,0,114,22,35,0,0,0/0,-
Keegan Bal,Vancouver Stealth,F,3,4,8,12,2,0,0,0,5,7,0,0,0,0/0,-
Logan Schuss,Vancouver Stealth,F,17,35,41,76,20,0,0,0,85,51,4,0,0,0/0,-
Matt Beers,Vancouver Stealth,D,16,4,11,15,71,0,0,0,95,16,36,0,0,0/0,-
Peter McFetridge,Vancouver Stealth,T,18,7,4,11,35,0,0,0,55,10,12,0,0,0/0,-
Rhys Duch,Vancouver Stealth,F,17,38,56,94,7,0,0,0,70,45,3,0,0,0/1,-
Ryan Wagner,Vancouver Stealth,T,11,1,4,5,13,0,0,0,44,9,7,0,0,0/0,-
Thomas Hoggarth,Vancouver Stealth,T,12,3,1,4,0,0,0,0,24,6,8,0,0,0/0,-
Thomas McKee,Vancouver Stealth,F,1,1,2,3,2,0,0,0,2,3,0,0,0,0/0,-
Travis Cornwall,Vancouver Stealth,T,11,2,1,3,4,0,0,0,22,10,10,0,0,0/0,-
Tye Belanger,Vancouver Stealth,G,18,0,13,13,0,0,0,0,12,0,0,0,0,0/0,-
Tyler Richards,Vancouver Stealth,G,18,0,2,2,0,0,0,0,8,0,0,0,0,0/0,-
