Name,Team,P,GP,G,A,PTS,PIM,PPG,PPA,SHG,LB,TO,CTO,BLK,SOG,FO,FO%
Bill O'Brien,New England Black Wolves,D,15,0,4,4,59,0,0,0,40,8,10,0,0,0/0,-
Brett Bucktooth,New England Black Wolves,F,17,1,4,5,12,0,0,0,67,15,9,0,0,0/0,-
Brett Manney,New England Black Wolves,D,13,1,2,3,8,0,0,0,31,5,6,0,0,0/0,-
Brooker Muir,New England Black Wolves,D,3,0,2,2,4,0,0,0,11,1,3,0,0,0/0,-
Chad Culp,New England Black Wolves,F,16,14,20,34,17,0,0,0,46,23,3,0,0,0/0,-
Dan Ball,New England Black Wolves,D,12,0,4,4,6,0,0,0,14,3,6,0,0,0/0,-
Daryl Veltman,New England Black Wolves,F,11,7,9,16,0,0,0,0,31,13,1,0,0,0/0,-
Derek Searle,New England Black Wolves,D,11,1,3,4,17,0,0,0,52,5,10,0,0,0/0,-
Derek Suddons,New England Black Wolves,D,18,0,6,6,0,0,0,0,49,12,13,0,0,0/0,-
Doug Jamieson,New England Black Wolves,G,18,0,3,3,0,0,0,0,6,0,0,0,0,0/0,-
Evan Kirk,New England Black Wolves,G,18,0,10,10,17,0,0,0,16,0,0,0,0,0/0,-
Jay Thorimbert,New England Black Wolves,T,18,7,8,15,9,0,0,0,192,31,12,0,0,302/525,58%
Joel Coyle,New England Black Wolves,D,10,2,7,9,16,0,0,0,58,8,8,0,0,0/0,-
Kevin Buchanan,New England Black Wolves,F,18,25,49,74,8,0,0,0,64,29,10,0,0,0/0,-
Kevin Crowley,New England Black Wolves,F,18,45,40,85,11,0,0,0,80,50,10,0,0,0/0,-
Kyle Buchanan,New England Black Wolves,F,18,31,38,69,6,0,0,0,131,34,10,0,0,0/0,-
Matt Spanger,New England Black Wolves,D,9,1,2,3,2,0,0,0,24,6,6,0,0,0/0,-
Mitch McMichael,New England Black Wolves,T,3,0,1,1,0,0,0,0,17,2,6,0,0,2/4,50%
Pat Saunders,New England Black Wolves,F,18,27,21,48,2,0,0,0,47,32,3,0,0,0/0,-
Reilly O'Connor,New England Black Wolves,F,15,18,33,51,14,0,0,0,55,14,0,0,0,0/0,-
Ryan Hotaling,New England Black Wolves,T,14,1,1,2,6,0,0,0,46,5,6,0,0,4/6,67%
Scott Self,New England Black Wolves,D,1,0,0,0,0,0,0,0,2,1,0,0,0,0/0,-
Seth Oakes,New England Black Wolves,F,10,8,11,19,20,0,0,0,20,9,1,0,0,0/0,-
Shawn Evans,New England Black Wolves,F,17,38,65,103,50,0,0,0,90,66,10,0,0,0/0,-
Sheldon Burns,New England Black Wolves,D,18,9,10,19,17,0,0,0,90,11,14,0,0,0/0,-
Zac Reid,New England Black Wolves,D,17,4,5,9,18,0,0,0,80,13,9,0,0,1/4,25%
