Name,Team,POS,GP,G,A,PTS,+/-,PIM,TOI/G,PPG,PPA,S,S%,SHFT,GWG,FW,FL,FO%,SOA,SOG,SO%
A.J. Greer,NJ,LW,9,0,2,2,-5.0,2,12:16,0,1,12,0.0,,,,,,1,0,0.0
Alexander Holtz,NJ,RW,5,1,1,2,-2.0,2,15:05,0,0,5,20.0,,,,,,0,0,0.0
Andreas Johnsson,NJ,LW,70,15,21,36,-21.0,22,16:50,4,4,148,10.1,,,,,,1,0,0.0
Chase De Leo,NJ,LW,11,0,0,0,-4.0,2,11:00,0,0,9,0.0,,,,,,0,0,0.0
Christian Jaros,NJ,D,2,0,0,0,0.0,0,14:25,0,0,3,0.0,,,,,,0,0,0.0
Colton White,NJ,D,7,3,1,4,3.0,0,10:22,0,0,10,30.0,,,,,,0,0,0.0
Damon Severson,NJ,D,76,24,22,46,-14.0,23,16:30,2,1,168,14.3,,,,,,3,1,33.3
Dawson Mercer,NJ,C,80,11,35,46,-14.0,57,23:36,5,11,158,7.0,,,,,,3,1,33.3
Dougie Hamilton,NJ,D,76,15,15,30,-22.0,22,14:49,2,3,132,11.4,,,,,,6,2,33.3
Fabian Zetterlund,NJ,LW,70,1,13,14,-5.0,42,20:34,0,0,92,1.1,,,,,,0,0,0.0
Frederik Gauthier,NJ,C,25,0,0,0,-6.0,77,6:57,0,0,12,0.0,,,,,,0,0,0.0
Jack Hughes,NJ,C,70,21,39,60,-1.0,17,19:20,4,8,153,13.7,,,,,,1,0,0.0
Janne Kuokkanen,NJ,C,77,6,14,20,-13.0,52,13:19,0,0,78,7.7,,,,,,0,0,0.0
Jesper Boqvist,NJ,C,75,6,22,28,-9.0,24,20:43,0,0,111,5.4,,,,,,0,0,0.0
Jimmy Vesey,NJ,LW,60,11,5,16,-11.0,34,12:26,3,1,87,12.6,,,,,,0,0,0.0
Jonas Siegenthaler,NJ,D,68,8,7,15,-24.0,12,14:25,0,0,110,7.3,,,,,,0,0,0.0
Kevin Bahl,NJ,D,27,0,4,4,2.0,8,13:15,0,0,18,0.0,,,,,,0,0,0.0
Marian Studenic RW *,NJ,,9,1,1,2,0.0,2,7:51,0,0,14,7.1,,,,,,0,0,0.0
Mason Geertsen,NJ,LW,3,0,0,0,-2.0,4,14:45,0,0,2,0.0,,,,,,0,0,0.0
Michael McLeod,NJ,C,66,5,15,20,-26.0,22,17:29,0,4,77,6.5,,,,,,0,0,0.0
Miles Wood,NJ,LW,2,0,0,0,-1.0,0,8:09,0,0,2,0.0,,,,,,0,0,0.0
Nathan Bastian RW *,NJ,,57,6,11,17,-10.0,10,13:29,1,0,64,9.4,,,,,,0,0,0.0
Nico Hischier,NJ,C,76,26,47,73,0.0,16,17:25,3,15,197,13.2,,,,,,8,4,50.0
Nikita Okhotiuk,NJ,D,17,1,3,4,-6.0,10,15:44,0,0,16,6.3,,,,,,0,0,0.0
Nolan Foote,NJ,LW,14,3,5,8,5.0,0,13:20,0,0,36,8.3,,,,,,0,0,0.0
P.K. Subban,NJ,D,56,10,13,23,-9.0,10,13:07,0,1,74,13.5,,,,,,0,0,0.0
Pavel Zacha,NJ,C,82,17,25,42,-25.0,28,16:32,2,3,154,11.0,,,,,,2,0,0.0
Reilly Walsh,NJ,D,17,1,0,1,-6.0,0,11:47,0,0,24,4.2,,,,,,0,0,0.0
Ryan Graves,NJ,D,62,9,21,30,-19.0,34,21:13,2,6,197,4.6,,,,,,4,2,50.0
Tomas Tatar,NJ,LW,71,13,22,35,4.0,30,14:21,1,0,114,11.4,,,,,,2,1,50.0
Total,NJ,,8,0,0,0,-1.0,0,11:05,0,0,4,0.0,,,,,,0,0,0.0
Ty Smith,NJ,D,77,5,17,22,-8.0,82,18:17,0,0,114,4.4,,,,,,0,0,0.0
Tyce Thompson,NJ,RW,1,0,1,1,0.0,0,14:23,0,0,2,0.0,,,,,,0,0,0.0
Yegor Sharangovich,NJ,C,49,26,30,56,-16.0,0,19:33,6,8,165,15.8,,,,,,1,1,100.0
