Name,Team,POS,GP,G,A,PTS,+/-,PIM,TOI/G,PPG,PPA,S,S%,SHFT,GWG,FW,FL,FO%,SOA,SOG,SO%
Adam Raska,SJ,RW,3,0,1,1,1.0,4,13:05,0,0,7,0.0,,,,,,0,0,0.0
Alexander Barabanov,SJ,LW,82,10,44,54,-15.0,42,26:08,4,14,203,4.9,,,,,,0,0,0.0
Andrew Cogliano C *,SJ,,70,6,11,17,-20.0,19,14:24,0,0,82,7.3,,,,,,0,0,0.0
Artemi Kniazev,SJ,D,5,0,0,0,1.0,7,8:03,0,0,2,0.0,,,,,,0,0,0.0
Brent Burns,SJ,D,77,23,33,56,-11.0,18,18:55,5,12,199,11.6,,,,,,7,3,42.9
Erik Karlsson,SJ,D,70,10,29,39,-5.0,14,17:10,2,6,103,9.7,,,,,,0,0,0.0
Jake Middleton D *,SJ,,50,5,6,11,-14.0,18,11:14,1,1,45,11.1,,,,,,0,0,0.0
Jasper Weatherby,SJ,C,63,2,12,14,-5.0,16,23:00,0,0,49,4.1,,,,,,0,0,0.0
Jaycob Megna,SJ,D,35,7,2,9,-8.0,10,11:11,3,0,33,21.2,,,,,,0,0,0.0
Jayden Halbgewachs,SJ,LW,6,1,0,1,-2.0,0,16:16,0,0,9,11.1,,,,,,0,0,0.0
Jeffrey Viel,SJ,LW,8,0,5,5,-1.0,0,15:35,0,1,13,0.0,,,,,,1,1,100.0
John Leonard,SJ,LW,36,1,1,2,-13.0,8,13:16,0,0,25,4.0,,,,,,0,0,0.0
Jonah Gadjovich,SJ,LW,9,0,4,4,-3.0,2,14:19,0,3,8,0.0,,,,,,0,0,0.0
Jonathan Dahlen,SJ,C,61,11,12,23,-3.0,20,15:02,0,0,98,11.2,,,,,,1,0,0.0
Kevin Labanc,SJ,RW,39,1,5,6,-10.0,8,15:22,0,2,36,2.8,,,,,,0,0,0.0
Lane Pederson,SJ,C,14,1,1,2,-5.0,0,11:16,0,1,25,4.0,,,,,,0,0,0.0
Logan Couture,SJ,C,82,30,34,64,-9.0,30,19:56,6,10,205,14.6,,,,,,5,1,20.0
Marc-Edouard Vlasic,SJ,D,56,4,11,15,-16.0,12,13:12,0,0,58,6.9,,,,,,0,0,0.0
Mario Ferraro,SJ,D,75,3,11,14,-22.0,18,15:12,0,0,63,4.8,,,,,,0,0,0.0
Matt Nieto,SJ,LW,61,12,10,22,-25.0,12,13:47,3,4,105,11.4,,,,,,0,0,0.0
Nick Bonino,SJ,C,50,10,25,35,-14.0,14,23:28,0,10,117,8.5,,,,,,1,0,0.0
Nick Merkley,SJ,RW,43,1,2,3,-9.0,74,8:45,0,0,36,2.8,,,,,,0,0,0.0
Nicolas Meloche,SJ,D,19,0,8,8,2.0,4,13:11,0,0,31,0.0,,,,,,0,0,0.0
Noah Gregor,SJ,LW,80,16,10,26,-25.0,18,16:41,3,4,137,11.7,,,,,,0,0,0.0
Radim Simek,SJ,D,9,1,2,3,-2.0,0,12:24,0,1,7,14.3,,,,,,0,0,0.0
Rudolfs Balcers,SJ,LW,63,8,15,23,-21.0,25,14:56,0,3,156,5.1,,,,,,0,0,0.0
Ryan Dzingel RW *,SJ,,9,0,2,2,-5.0,2,12:37,0,0,3,0.0,,,,,,0,0,0.0
Ryan Merkley,SJ,D,50,2,5,7,-17.0,39,16:52,0,0,36,5.6,,,,,,0,0,0.0
Santeri Hatakka,SJ,D,29,0,2,2,-16.0,10,10:31,0,0,24,0.0,,,,,,0,0,0.0
Sasha Chmelevski,SJ,C,44,2,6,8,-1.0,16,19:07,0,0,40,5.0,,,,,,0,0,0.0
Scott Reedy,SJ,C,45,3,6,9,3.0,69,19:02,0,1,51,5.9,,,,,,0,0,0.0
Thomas Bordeleau,SJ,C,21,3,3,6,-4.0,6,13:17,2,2,36,8.3,,,,,,0,0,0.0
Tomas Hertl,SJ,C,77,35,41,76,-3.0,54,19:09,12,6,326,10.7,,,,,,1,0,0.0
Total,SJ,,1,0,0,0,-2.0,0,11:59,0,0,2,0.0,,,,,,0,0,0.0
William Eklund,SJ,LW,34,3,2,5,-2.0,114,8:48,0,0,30,10.0,,,,,,0,0,0.0
