Name,Team,POS,GP,G,A,PTS,+/-,PIM,TOI/G,PPG,PPA,S,S%,SHFT,GWG,FW,FL,FO%,SOA,SOG,SO%
Adrian Kempe,LA,RW,81,19,48,67,-6.0,14,20:46,6,16,210,9.0,,,,,,6,1,16.7
Alex Iafallo,LA,LW,81,17,31,48,20.0,20,15:41,1,1,202,8.4,,,,,,2,1,50.0
Alex Turcotte,LA,C,13,0,1,1,-1.0,4,18:33,0,0,27,0.0,,,,,,0,0,0.0
Alexander Edler,LA,D,67,2,19,21,23.0,28,20:59,0,2,153,1.3,,,,,,0,0,0.0
Andreas Athanasiou,LA,C,41,3,16,19,18.0,34,18:27,0,0,54,5.6,,,,,,0,0,0.0
Arthur Kaliyev,LA,RW,64,9,19,28,-3.0,20,14:44,1,2,146,6.2,,,,,,0,0,0.0
Austin Strand,LA,D,6,0,2,2,-1.0,4,18:22,0,1,18,0.0,,,,,,0,0,0.0
Blake Lizotte,LA,C,64,3,24,27,-9.0,55,19:35,2,13,119,2.5,,,,,,0,0,0.0
Brendan Lemieux,LA,LW,57,5,8,13,-5.0,18,11:48,1,2,51,9.8,,,,,,0,0,0.0
Carl Grundstrom,LA,RW,28,11,6,17,7.0,4,15:14,0,1,71,15.5,,,,,,0,0,0.0
Christian Wolanin D *,LA,,11,0,5,5,-2.0,2,17:49,0,3,6,0.0,,,,,,0,0,0.0
Drew Doughty,LA,D,79,17,20,37,4.0,8,18:30,3,3,215,7.9,,,,,,3,1,33.3
Dustin Brown,LA,RW,39,7,24,31,4.0,30,25:44,4,9,99,7.1,,,,,,0,0,0.0
Gabriel Vilardi,LA,C,70,0,8,8,-12.0,6,16:45,0,0,53,0.0,,,,,,0,0,0.0
Jacob Moverare,LA,D,4,0,2,2,-2.0,2,13:59,0,2,1,0.0,,,,,,0,0,0.0
Jaret Anderson-Dolan,LA,C,4,0,0,0,-2.0,0,13:43,0,0,5,0.0,,,,,,0,0,0.0
Jordan Spence,LA,D,40,5,5,10,-7.0,20,12:09,0,1,39,12.8,,,,,,2,1,50.0
Kale Clague D *,LA,,25,5,2,7,-5.0,8,13:30,2,0,41,12.2,,,,,,2,0,0.0
Lias Andersson,LA,C,19,0,2,2,3.0,2,16:20,0,0,15,0.0,,,,,,0,0,0.0
Martin Frk,LA,RW,20,1,1,2,-7.0,12,10:36,0,1,29,3.4,,,,,,2,2,100.0
Matt Roy,LA,D,70,10,14,24,15.0,28,12:09,0,0,91,11.0,,,,,,0,0,0.0
Mikey Anderson,LA,D,24,2,6,8,0.0,2,19:44,0,2,41,4.9,,,,,,0,0,0.0
Olli Maatta,LA,D,57,2,6,8,6.0,8,20:06,0,0,58,3.4,,,,,,0,0,0.0
Phillip Danault,LA,C,78,35,19,54,-2.0,46,18:35,6,10,247,14.2,,,,,,7,3,42.9
Quinton Byfield,LA,RW,50,8,5,13,1.0,97,10:44,0,0,65,12.3,,,,,,0,0,0.0
Rasmus Kupari,LA,C,54,9,6,15,4.0,26,10:53,0,0,83,10.8,,,,,,0,0,0.0
Samuel Fagemo,LA,LW,2,0,0,0,0.0,0,10:50,0,0,3,0.0,,,,,,0,0,0.0
Sean Durzi,LA,D,80,14,13,27,-3.0,37,12:38,6,3,194,7.2,,,,,,3,1,33.3
Sean Walker,LA,D,6,2,0,2,-4.0,2,14:01,2,0,15,13.3,,,,,,0,0,0.0
T.J. Tynan,LA,C,8,0,0,0,0.0,2,11:15,0,0,13,0.0,,,,,,0,0,0.0
Tobias Bjornfot,LA,D,66,1,7,8,17.0,10,18:16,0,0,61,1.6,,,,,,0,0,0.0
Total,LA,,7,0,0,0,-3.0,4,13:47,0,0,5,0.0,,,,,,0,0,0.0
Trevor Moore,LA,LW,66,20,29,49,1.0,22,16:58,4,4,227,8.8,,,,,,3,1,33.3
Troy Stecher D *,LA,,8,0,2,2,-1.0,0,15:17,0,0,9,0.0,,,,,,0,0,0.0
Viktor Arvidsson,LA,LW,79,27,24,51,14.0,38,18:07,2,2,194,13.9,,,,,,0,0,0.0
Vladimir Tkachev,LA,LW,8,1,1,2,1.0,2,15:29,0,0,5,20.0,,,,,,0,0,0.0
