Name,Team,POS,GP,G,A,PTS,+/-,PIM,TOI/G,PPG,PPA,SHG,OTG,GWG,S,S%,EVG,EVP,FO%,Season
Adrian Kempe,LAK,R,85,37,23,60,-7,46,1124.9764,6,13,3,3,8,280,0.13214,28,38,0.47272,2021-2022
Alex Iafallo,LAK,L,86,18,23,41,3,12,1105.0581,3,3,1,1,2,238,0.07563,14,33,0.45454,2021-2022
Alexander Edler,LAK,D,48,3,18,21,22,48,1103.8958,0,0,0,0,1,63,0.04761,3,20,,2021-2022
Andreas Athanasiou,LAK,C,34,12,6,18,2,8,904.7352,0,1,0,1,3,79,0.15189,12,17,0.53571,2021-2022
Anze Kopitar,LAK,C,88,20,51,71,-12,16,1251.7613,6,18,0,0,4,238,0.08403,14,46,0.56513,2021-2022
Arthur Kaliyev,LAK,R,87,14,13,27,-6,39,755.3563,6,3,0,0,2,209,0.06698,8,18,,2021-2022
Austin Strand,LAK,D,8,0,2,2,-1,0,917.375,0,0,0,0,0,9,0.0,0,2,,2021-2022
Blake Lizotte,LAK,C,77,10,15,25,14,44,739.7922,0,0,1,0,2,102,0.09803,9,22,0.50882,2021-2022
Brendan Lemieux,LAK,L,57,9,5,14,0,115,627.0,0,0,0,0,2,77,0.11688,9,14,0.48148,2021-2022
Carl Grundstrom,LAK,R,60,12,7,19,3,26,676.1,0,0,0,0,1,97,0.12371,12,19,0.28571,2021-2022
Christian Wolanin,LAK,D,9,1,1,2,-1,2,881.7777,0,0,0,0,0,5,0.2,1,2,,2021-2022
Drew Doughty,LAK,D,39,7,24,31,4,30,1544.3589,4,9,0,0,1,99,0.0707,3,18,,2021-2022
Dustin Brown,LAK,R,71,9,21,30,-5,20,871.9436,1,2,0,0,0,165,0.05454,8,27,0.18181,2021-2022
Gabriel Vilardi,LAK,C,27,5,2,7,-5,8,794.9259,2,0,0,0,1,44,0.11363,3,5,0.45112,2021-2022
Jacob Moverare,LAK,D,19,0,2,2,3,2,980.4736,0,0,0,0,0,15,0.0,0,2,,2021-2022
Jaret Anderson-Dolan,LAK,C,7,0,0,0,-3,4,827.4285,0,0,0,0,0,5,0.0,0,0,0.5625,2021-2022
Jordan Spence,LAK,D,27,2,6,8,-4,2,1173.074,0,2,0,0,1,44,0.04545,2,6,,2021-2022
Kale Clague,LAK,D,36,2,8,10,-10,20,1004.25,0,3,0,0,0,26,0.07692,2,7,,2021-2022
Lias Andersson,LAK,C,20,1,1,2,-7,12,636.9,0,1,0,0,1,29,0.03448,1,1,0.4468,2021-2022
Martin Frk,LAK,R,6,2,0,2,-4,2,841.8333,2,0,0,0,0,15,0.13333,0,0,,2021-2022
Matt Roy,LAK,D,74,2,20,22,20,28,1258.5675,0,2,0,0,0,167,0.01197,2,18,,2021-2022
Mikey Anderson,LAK,D,64,2,7,9,1,12,1205.0625,0,0,0,0,1,65,0.03076,2,9,,2021-2022
Olli Maatta,LAK,D,73,1,7,8,17,10,1089.1643,0,0,0,0,0,67,0.01492,1,8,,2021-2022
Phillip Danault,LAK,C,86,30,26,56,20,40,1100.2093,4,2,0,0,6,205,0.14634,26,47,0.53366,2021-2022
Quinton Byfield,LAK,R,42,5,5,10,-9,24,716.9285,0,1,0,0,1,40,0.125,5,9,0.45454,2021-2022
Rasmus Kupari,LAK,C,62,5,8,13,-6,20,688.6935,1,2,1,0,1,51,0.09803,3,9,0.43195,2021-2022
Samuel Fagemo,LAK,L,4,0,0,0,-2,0,823.25,0,0,0,0,0,5,0.0,0,0,,2021-2022
Sean Durzi,LAK,D,71,4,26,30,-14,61,1186.9436,3,14,0,0,0,135,0.02962,1,12,,2021-2022
Sean Walker,LAK,D,6,0,2,2,-1,4,1102.3333,0,1,0,0,0,18,0.0,0,1,,2021-2022
T.J. Tynan,LAK,C,2,0,0,0,0,0,650.5,0,0,0,0,0,3,0.0,0,0,0.46153,2021-2022
T.J. Tynan,LAK,C,2,0,0,0,0,0,650.5,0,0,0,0,0,3,0.0,0,0,0.46153,2021-2022
Tobias Bjornfot,LAK,D,70,0,8,8,-12,6,1005.7714,0,0,0,0,0,53,0.0,0,8,,2021-2022
Trevor Moore,LAK,L,88,19,34,53,20,36,952.784,1,1,5,0,2,221,0.08597,13,45,0.41666,2021-2022
Troy Stecher,LAK,D,29,1,2,3,-7,13,1000.1034,0,0,0,0,0,50,0.02,1,3,,2021-2022
Troy Stecher,LAK,D,4,2,2,4,4,0,1018.25,0,0,0,0,0,9,0.22222,2,4,,2021-2022
Viktor Arvidsson,LAK,L,66,20,29,49,1,22,1018.7575,4,4,0,1,3,227,0.0881,16,41,0.36363,2021-2022
Vladimir Tkachev,LAK,L,4,0,2,2,-2,2,839.0,0,2,0,0,0,1,0.0,0,0,0.5,2021-2022
