Name,Team,P,G,A
Abu Danladi,Minnesota United FC,27.0,8.0,0.0
Albert Rusnák,Real Salt Lake,30.0,7.0,14.0
Alberth Elis,Houston Dynamo FC,26.0,10.0,0.0
Alex Lima,Houston Dynamo FC,0.0,0.0,11.0
Anthony Jackson-Hamel,CF Montréal,21.0,9.0,0.0
Bastian Schweinsteiger,Chicago Fire FC,0.0,0.0,6.0
Ben Sweat,New York City FC,0.0,0.0,6.0
Blerim Džemaili,CF Montréal,0.0,0.0,10.0
Bradley Wright-Phillips,Red Bull New York,32.0,17.0,0.0
C.J. Sapong,Philadelphia Union,33.0,16.0,5.0
Chris Pontius,Philadelphia Union,0.0,0.0,6.0
Chris Wondolowski,San Jose Earthquakes,34.0,13.0,8.0
Christian Bolaños,Vancouver Whitecaps,0.0,0.0,7.0
Christian Ramírez,Minnesota United FC,30.0,14.0,0.0
Clint Dempsey,Seattle Sounders FC,29.0,12.0,0.0
Cristian Techera,Vancouver Whitecaps,0.0,0.0,7.0
Cyle Larin,Orlando City SC,28.0,12.0,0.0
Daniel Royer,Red Bull New York,26.0,12.0,0.0
David Accam,Chicago Fire FC,30.0,14.0,8.0
David Guzmán,Portland Timbers,0.0,0.0,6.0
David Villa,New York City FC,31.0,22.0,9.0
Diego Fagundez,New England Revolution,32.0,7.0,8.0
Diego Valeri,Portland Timbers,32.0,21.0,11.0
Dom Dwyer,Orlando City SC,27.0,9.0,0.0
Dominique Badji,Colorado Rapids,33.0,9.0,6.0
Erick Torres,Houston Dynamo FC,27.0,14.0,0.0
Fafà Picault,Philadelphia Union,28.0,7.0,0.0
Fanendo Adi,Portland Timbers,22.0,10.0,0.0
Federico Higuaín,Columbus Crew,26.0,9.0,14.0
Felipe,Red Bull New York,0.0,0.0,5.0
Fredy Montero,Vancouver Whitecaps,33.0,13.0,6.0
Gerso,Sporting Kansas City,32.0,8.0,0.0
Graham Zusi,Sporting Kansas City,0.0,0.0,8.0
Haris Medunjanin,Philadelphia Union,0.0,0.0,12.0
Héctor Villalba,Atlanta United FC,34.0,13.0,11.0
Ibson Barreto da Silva,Minnesota United FC,0.0,0.0,6.0
Ignacio Piatti,CF Montréal,28.0,17.0,6.0
Jack Harrison,New York City FC,34.0,10.0,6.0
Joao Plata,Real Salt Lake,29.0,7.0,0.0
Joevin Jones,Seattle Sounders FC,0.0,0.0,11.0
Josef Martínez,Atlanta United FC,20.0,19.0,0.0
Jozy Altidore,Toronto FC,27.0,15.0,6.0
Juan Agudelo,New England Revolution,28.0,8.0,0.0
Julian Gressel,Atlanta United FC,0.0,0.0,9.0
Justin Meram,Columbus Crew,34.0,13.0,7.0
Justin Morrow,Toronto FC,28.0,8.0,0.0
Kei Kamara,New England Revolution,31.0,12.0,0.0
Kelyn Rowe,New England Revolution,0.0,0.0,7.0
Kevin Molino,Minnesota United FC,30.0,7.0,9.0
Lee Nguyen,New England Revolution,31.0,11.0,15.0
Lloyd Sam,D.C. United,0.0,0.0,6.0
Luis Silva,Real Salt Lake,30.0,7.0,0.0
Luis Solignac,Chicago Fire FC,33.0,7.0,0.0
Matt Polster,Chicago Fire FC,0.0,0.0,7.0
Mauro Díaz,FC Dallas,0.0,0.0,8.0
Mauro Manotas,Houston Dynamo FC,33.0,10.0,0.0
Maxi Morález,New York City FC,0.0,0.0,9.0
Maximiliano Urruti,FC Dallas,32.0,12.0,0.0
Michael Barrios,FC Dallas,0.0,0.0,14.0
Michael de Leeuw,Chicago Fire FC,0.0,0.0,8.0
Miguel Almirón,Atlanta United FC,30.0,9.0,14.0
Nemanja Nikolic,Chicago Fire FC,34.0,24.0,0.0
Nicolás Lodeiro,Seattle Sounders FC,33.0,7.0,12.0
Ola Kamara,Columbus Crew,34.0,18.0,0.0
Raheem Edwards,Toronto FC,0.0,0.0,6.0
Rodney Wallace,New York City FC,0.0,0.0,6.0
Roland Lamah,FC Dallas,32.0,11.0,0.0
Romain Alessandrini,LA Galaxy,30.0,13.0,12.0
Sacha Kljestan,Red Bull New York,0.0,0.0,17.0
Scott Caldwell,New England Revolution,0.0,0.0,5.0
Sebastian Giovinco,Toronto FC,25.0,16.0,6.0
Sebastián Blanco,Portland Timbers,33.0,8.0,8.0
Víctor Vázquez,Toronto FC,31.0,8.0,16.0
Wil Trapp,Columbus Crew,0.0,0.0,5.0
Will Bruin,Seattle Sounders FC,31.0,11.0,0.0
Yamil Asad,Atlanta United FC,32.0,7.0,13.0
