Name,Team,P,G,A
Abe Thompson,FC Dallas,10.0,1.0,0.0
Aitor Karanka,Colorado Rapids,0.0,0.0,0.0
Alejandro Moreno,Houston Dynamo FC,33.0,0.0,1.0
Andy Dorman,New England Revolution,34.0,0.0,0.0
Ante Razov,Chivas USA,28.0,1.0,0.0
Bobby Boswell,D.C. United,31.0,0.0,0.0
Bobby Rhine,FC Dallas,31.0,0.0,0.0
Brad Davis,Houston Dynamo FC,27.0,1.0,1.0
Brian Carroll,D.C. United,32.0,0.0,0.0
Brian Ching,Houston Dynamo FC,23.0,3.0,0.0
Brian Mullan,Houston Dynamo FC,34.0,1.0,2.0
C.J. Brown,Chicago Fire FC,0.0,0.0,0.0
Carey Talley,Real Salt Lake,0.0,0.0,0.0
Carlos Ruiz,FC Dallas,26.0,2.0,0.0
Chris Gbandi,FC Dallas,0.0,0.0,1.0
Chris Klein,Real Salt Lake,31.0,0.0,0.0
Christian Gomez,D.C. United,29.0,2.0,0.0
Clarence Goodson,FC Dallas,11.0,1.0,0.0
Clint Dempsey,New England Revolution,21.0,1.0,1.0
Clint Mathis,Colorado Rapids,19.0,1.0,0.0
Craig Waibel,Houston Dynamo FC,31.0,0.0,0.0
Dario Sala,FC Dallas,0.0,0.0,0.0
Dwayne De Rosario,Houston Dynamo FC,32.0,0.0,2.0
Facundo Erpen,D.C. United,30.0,0.0,0.0
Francisco Mendoza,Chivas USA,32.0,0.0,0.0
Freddy Adu,Real Salt Lake,0.0,0.0,0.0
Greg Vanney,FC Dallas,0.0,0.0,1.0
Ivan Guerrero,Chicago Fire FC,0.0,0.0,0.0
Jaime Moreno,D.C. United,32.0,0.0,1.0
Jay Heaps,New England Revolution,33.0,0.0,0.0
Jesse Marsch,Chivas USA,32.0,0.0,0.0
Joe Cannon,LA Galaxy,30.0,0.0,0.0
Joe Franchino,New England Revolution,0.0,0.0,1.0
Jonathan Bornstein,Chivas USA,33.0,0.0,1.0
Josh Wolff,Sporting Kansas City,18.0,1.0,0.0
Joshua Gros,D.C. United,30.0,1.0,1.0
Jovan Kirovski,Colorado Rapids,25.0,1.0,1.0
Juan Francisco Palencia,Chivas USA,23.0,1.0,0.0
Juan Pablo Garcia,Chivas USA,30.0,1.0,0.0
Justin Mapp,Chicago Fire FC,23.0,1.0,1.0
Kenny Cooper,FC Dallas,30.0,0.0,0.0
Khano Smith,New England Revolution,0.0,0.0,1.0
Kyle Beckerman,Colorado Rapids,33.0,0.0,1.0
Matt Reis,New England Revolution,34.0,0.0,0.0
Michael Parkhurst,New England Revolution,32.0,0.0,0.0
Nate Jaqua,LA Galaxy,22.0,1.0,0.0
Nicolas Hernandez,Colorado Rapids,31.0,2.0,0.0
Pat Noonan,New England Revolution,14.0,1.0,1.0
Pat Onstad,Houston Dynamo FC,35.0,0.0,0.0
Paul Dalglish,Houston Dynamo FC,7.0,2.0,0.0
Ricardo Clark,Houston Dynamo FC,33.0,0.0,0.0
Ronnie O'Brien,FC Dallas,0.0,0.0,2.0
Sacha Kljestan,Chivas USA,33.0,0.0,1.0
Scott Garlick,Real Salt Lake,30.0,0.0,0.0
Simo Valakari,FC Dallas,31.0,0.0,0.0
Steve Ralston,New England Revolution,31.0,1.0,0.0
Taylor Twellman,New England Revolution,34.0,3.0,1.0
Terry Cooke,Colorado Rapids,22.0,1.0,0.0
Tim Regan,Chivas USA,31.0,0.0,0.0
Troy Perkins,D.C. United,30.0,0.0,0.0
Wade Barrett,Houston Dynamo FC,34.0,0.0,0.0
