Name,Team,P,G,A
Andrew Wenger,Philadelphia Union,32.0,7.0,0.0
Benny Feilhaber,Sporting Kansas City,0.0,0.0,7.0
Blas Pérez,FC Dallas,32.0,11.0,6.0
Brad Davis,Houston Dynamo FC,0.0,0.0,11.0
Bradley Wright-Phillips,Red Bull New York,36.0,31.0,0.0
Chad Barrett,Seattle Sounders FC,27.0,7.0,0.0
Charlie Davies,New England Revolution,23.0,7.0,0.0
Chris Rolfe,D.C. United,0.0,0.0,6.0
Chris Tierney,New England Revolution,0.0,0.0,7.0
Chris Wondolowski,San Jose Earthquakes,26.0,14.0,0.0
Clint Dempsey,Seattle Sounders FC,30.0,16.0,10.0
Conor Casey,Philadelphia Union,25.0,8.0,0.0
Cristián Maidana,Philadelphia Union,0.0,0.0,11.0
Daigo Kobayashi,New England Revolution,0.0,0.0,5.0
Dan Gargan,LA Galaxy,0.0,0.0,5.0
Darlington Nagbe,Portland Timbers,0.0,0.0,7.0
Deshorn Brown,Colorado Rapids,30.0,10.0,0.0
Diego Chará,Portland Timbers,0.0,0.0,5.0
Diego Valeri,Portland Timbers,33.0,11.0,14.0
Dillon Powers,Colorado Rapids,0.0,0.0,9.0
Dom Dwyer,Sporting Kansas City,34.0,23.0,0.0
Dominic Oduro,Toronto FC,0.0,0.0,5.0
Eddie Johnson,D.C. United,28.0,7.0,0.0
Eric Alexander,Red Bull New York,0.0,0.0,9.0
Erick Torres,Chivas USA,29.0,15.0,0.0
Ethan Finlay,Columbus Crew,31.0,11.0,7.0
Fabián Castillo,FC Dallas,30.0,10.0,0.0
Fabián Espíndola,D.C. United,29.0,11.0,10.0
Fanendo Adi,Portland Timbers,24.0,9.0,0.0
Federico Higuaín,Columbus Crew,30.0,12.0,7.0
Felipe,CF Montréal,0.0,0.0,6.0
Gastón Fernández,Portland Timbers,32.0,7.0,0.0
Gilberto,Toronto FC,29.0,7.0,0.0
Giles Barnes,Houston Dynamo FC,34.0,11.0,5.0
Gonzalo Reyes,Seattle Sounders FC,0.0,0.0,7.0
Graham Zusi,Sporting Kansas City,0.0,0.0,8.0
Gyasi Zardes,LA Galaxy,37.0,17.0,0.0
Harry Shipp,Chicago Fire FC,33.0,7.0,6.0
Jack McInerney,CF Montréal,30.0,8.0,0.0
Javier Morales,Real Salt Lake,32.0,9.0,12.0
Jeff Larentowicz,Chicago Fire FC,33.0,6.0,0.0
Jermain Defoe,Toronto FC,19.0,11.0,0.0
Jermaine Jones,New England Revolution,0.0,0.0,6.0
Joao Plata,Real Salt Lake,28.0,13.0,6.0
Juninho,LA Galaxy,0.0,0.0,5.0
Justin Mapp,CF Montréal,0.0,0.0,8.0
Justin Meram,Columbus Crew,34.0,9.0,5.0
Kelyn Rowe,New England Revolution,0.0,0.0,6.0
Lamar Neagle,Seattle Sounders FC,35.0,9.0,9.0
Landon Donovan,LA Galaxy,36.0,13.0,21.0
Lee Nguyen,New England Revolution,37.0,20.0,8.0
Lloyd Sam,Red Bull New York,0.0,0.0,10.0
Luis Silva,D.C. United,27.0,11.0,0.0
Luke Moore,Toronto FC,33.0,6.0,0.0
Luke Mulholland,Real Salt Lake,0.0,0.0,7.0
Marcelo Sarvas,LA Galaxy,0.0,0.0,13.0
Marco Di Vaio,CF Montréal,26.0,9.0,0.0
Marco Pappa,Seattle Sounders FC,33.0,6.0,6.0
Mauro Rosales,Vancouver Whitecaps,0.0,0.0,11.0
Maximiliano Urruti,Portland Timbers,30.0,10.0,0.0
Michel,FC Dallas,28.0,10.0,0.0
Mike Magee,Chicago Fire FC,17.0,7.0,0.0
Nick DeLeon,D.C. United,0.0,0.0,6.0
Obafemi Martins,Seattle Sounders FC,35.0,17.0,13.0
Pedro Morales,Vancouver Whitecaps,34.0,10.0,12.0
Péguy Luyindula,Red Bull New York,31.0,8.0,0.0
Quincy Amarikwa,Chicago Fire FC,32.0,8.0,5.0
Robbie Keane,LA Galaxy,34.0,21.0,17.0
Shea Salinas,San Jose Earthquakes,0.0,0.0,8.0
Stefan Ishizaki,LA Galaxy,0.0,0.0,8.0
Sébastien Le Toux,Philadelphia Union,29.0,12.0,7.0
Teal Bunbury,New England Revolution,36.0,6.0,8.0
Tesho Akindele,FC Dallas,29.0,8.0,0.0
Thierry Henry,Red Bull New York,35.0,10.0,19.0
Tony Tchani,Columbus Crew,0.0,0.0,6.0
Waylon Francis,Columbus Crew,0.0,0.0,7.0
Will Bruin,Houston Dynamo FC,27.0,10.0,0.0
Álvaro Saborío,Real Salt Lake,18.0,8.0,0.0
