Name,Team,P,G,A
Benny Feilhaber,Sporting Kansas City,33.0,10.0,15.0
Benoît Cheyrou,Toronto FC,0.0,0.0,7.0
Brad Davis,Houston Dynamo FC,0.0,0.0,10.0
Bradley Wright-Phillips,Red Bull New York,38.0,18.0,7.0
C.J. Sapong,Philadelphia Union,27.0,9.0,0.0
Charlie Davies,New England Revolution,34.0,10.0,0.0
Chris Rolfe,D.C. United,34.0,11.0,0.0
Chris Tierney,New England Revolution,0.0,0.0,6.0
Chris Wondolowski,San Jose Earthquakes,31.0,16.0,0.0
Clint Dempsey,Seattle Sounders FC,24.0,12.0,10.0
Cristian Techera,Vancouver Whitecaps,25.0,7.0,0.0
Cristián Maidana,Philadelphia Union,0.0,0.0,15.0
Cyle Larin,Orlando City SC,27.0,17.0,0.0
Darlington Nagbe,Portland Timbers,0.0,0.0,7.0
David Accam,Chicago Fire FC,24.0,10.0,0.0
David Texeira,FC Dallas,27.0,7.0,0.0
David Villa,New York City FC,30.0,18.0,8.0
Dax McCarty,Red Bull New York,0.0,0.0,8.0
Didier Drogba,CF Montréal,14.0,12.0,0.0
Diego Fagundez,New England Revolution,31.0,6.0,0.0
Diego Valeri,Portland Timbers,0.0,0.0,13.0
Dillon Powers,Colorado Rapids,0.0,0.0,6.0
Dom Dwyer,Sporting Kansas City,32.0,12.0,0.0
Dominic Oduro,CF Montréal,30.0,8.0,0.0
Ethan Finlay,Columbus Crew,39.0,13.0,13.0
Fabián Castillo,FC Dallas,35.0,10.0,9.0
Fabián Espíndola,D.C. United,0.0,0.0,9.0
Fanendo Adi,Portland Timbers,40.0,19.0,5.0
Federico Higuaín,Columbus Crew,37.0,9.0,11.0
Felipe,Red Bull New York,0.0,0.0,5.0
Giles Barnes,Houston Dynamo FC,29.0,7.0,0.0
Giovani Dos Santos,LA Galaxy,0.0,0.0,6.0
Graham Zusi,Sporting Kansas City,0.0,0.0,6.0
Gyasi Zardes,LA Galaxy,30.0,7.0,0.0
Harry Shipp,Chicago Fire FC,0.0,0.0,8.0
Ignacio Piatti,CF Montréal,29.0,10.0,9.0
Javier Morales,Real Salt Lake,26.0,8.0,12.0
Jonathan Osorio,Toronto FC,0.0,0.0,7.0
Jorge Villafaña,Portland Timbers,0.0,0.0,5.0
Jozy Altidore,Toronto FC,26.0,13.0,0.0
Juan Agudelo,New England Revolution,33.0,8.0,0.0
Juninho,LA Galaxy,0.0,0.0,8.0
Justin Meram,Columbus Crew,36.0,7.0,0.0
Kaká,Orlando City SC,28.0,9.0,7.0
Kei Kamara,Columbus Crew,37.0,26.0,8.0
Kekuta Manneh,Vancouver Whitecaps,35.0,7.0,6.0
Kelyn Rowe,New England Revolution,34.0,7.0,6.0
Kennedy Igboananike,Chicago Fire FC,31.0,7.0,0.0
Krisztian Nemeth,Sporting Kansas City,29.0,11.0,6.0
Kwadwo Poku,New York City FC,0.0,0.0,7.0
Lee Nguyen,New England Revolution,33.0,7.0,10.0
Lloyd Sam,Red Bull New York,35.0,10.0,8.0
Marco Donadel,CF Montréal,0.0,0.0,6.0
Marco Pappa,Seattle Sounders FC,0.0,0.0,8.0
Matías Pérez García,San Jose Earthquakes,0.0,0.0,7.0
Mauro Díaz,FC Dallas,29.0,8.0,14.0
Michael Barrios,FC Dallas,31.0,7.0,0.0
Michael Bradley,Toronto FC,0.0,0.0,6.0
Mike Grella,Red Bull New York,37.0,9.0,7.0
Nick DeLeon,D.C. United,0.0,0.0,6.0
Obafemi Martins,Seattle Sounders FC,25.0,15.0,6.0
Octavio Rivero,Vancouver Whitecaps,37.0,10.0,0.0
Quincy Amarikwa,San Jose Earthquakes,31.0,6.0,0.0
Ricardo Clark,Houston Dynamo FC,30.0,8.0,0.0
Robbie Keane,LA Galaxy,25.0,20.0,8.0
Rodney Wallace,Portland Timbers,0.0,0.0,9.0
Sacha Kljestan,Red Bull New York,37.0,8.0,15.0
Sebastian Giovinco,Toronto FC,34.0,22.0,16.0
Sebastian Lletget,LA Galaxy,21.0,8.0,0.0
Sébastien Le Toux,Philadelphia Union,31.0,8.0,6.0
Taylor Kemp,D.C. United,0.0,0.0,6.0
Tesho Akindele,FC Dallas,33.0,7.0,0.0
Tony Tchani,Columbus Crew,0.0,0.0,6.0
Waylon Francis,Columbus Crew,0.0,0.0,8.0
Will Bruin,Houston Dynamo FC,33.0,11.0,0.0
Álvaro Saborío,D.C. United,29.0,7.0,0.0
