Name,Team,P,G,A
Albert Rusnák,Seattle Sounders FC,29.0,11.0,10.0
Ali Ahmed,Vancouver Whitecaps,0.0,0.0,8.0
Alonso Martínez,New York City FC,30.0,17.0,0.0
Anders Dreyer,San Diego FC,34.0,19.0,18.0
Andrew Gutman,Chicago Fire FC,0.0,0.0,9.0
Andy Nájar,Nashville SC,0.0,0.0,11.0
Anthony Markanich,Minnesota United FC,31.0,9.0,0.0
Antony,Portland Timbers,0.0,0.0,8.0
Brian Gutiérrez,Chicago Fire FC,29.0,9.0,0.0
Brian White,Vancouver Whitecaps,21.0,16.0,0.0
Carles Gil,New England Revolution,34.0,10.0,14.0
Christian Benteke,D.C. United,25.0,9.0,0.0
Cristian Arango,San Jose Earthquakes,30.0,13.0,8.0
Cristian Espinoza,San Jose Earthquakes,0.0,0.0,11.0
Cristian Roldan,Seattle Sounders FC,0.0,0.0,9.0
Daniel Musovski,Seattle Sounders FC,31.0,14.0,0.0
Dante Sealy,CF Montréal,30.0,9.0,0.0
Darren Yapi,Colorado Rapids,29.0,8.0,0.0
David Da Costa,Portland Timbers,0.0,0.0,8.0
Dejan Joveljic,Sporting Kansas City,32.0,18.0,0.0
DeJuan Jones,San Jose Earthquakes,0.0,0.0,8.0
Denis Bouanga,LAFC,31.0,24.0,9.0
Diego Luna,Real Salt Lake,27.0,9.0,0.0
Diego Rossi,Columbus Crew,29.0,16.0,0.0
Djordje Mihailovic,Toronto FC,34.0,13.0,9.0
Dylan Chambost,Columbus Crew,0.0,0.0,8.0
Emil Forsberg,Red Bull New York,33.0,11.0,11.0
Eric Maxim Choupo-Moting,Red Bull New York,33.0,17.0,0.0
Evander,FC Cincinnati,32.0,18.0,15.0
Ezequiel Ponce,Houston Dynamo FC,32.0,10.0,0.0
Gabriel Pec,LA Galaxy,0.0,0.0,8.0
Hannes Wolf,New York City FC,33.0,11.0,7.0
Hany Mukhtar,Nashville SC,34.0,16.0,12.0
Hirving Lozano,San Diego FC,27.0,9.0,9.0
Hugo Cuypers,Chicago Fire FC,33.0,17.0,0.0
Idan Toklomati,Charlotte FC,30.0,11.0,0.0
Iván Angulo,Orlando City SC,0.0,0.0,7.0
Jack McGlynn,Houston Dynamo FC,0.0,0.0,8.0
Jeppe Tverskov,San Diego FC,0.0,0.0,11.0
Joaquín Pereyra,Minnesota United FC,0.0,0.0,11.0
Jonathan Bamba,Chicago Fire FC,0.0,0.0,10.0
Jordi Alba,Inter Miami CF,0.0,0.0,15.0
Josef Martínez,San Jose Earthquakes,30.0,14.0,0.0
Joseph Paintsil,LA Galaxy,26.0,10.0,0.0
João Klauss,St. Louis CITY SC,33.0,10.0,0.0
Kai Wagner,Philadelphia Union,0.0,0.0,11.0
Kelvin Yeboah,Minnesota United FC,30.0,9.0,0.0
Kévin Denkey,FC Cincinnati,29.0,15.0,0.0
Lionel Messi,Inter Miami CF,28.0,29.0,20.0
Luis Muriel,Orlando City SC,33.0,9.0,7.0
Luis Suárez,Inter Miami CF,28.0,10.0,11.0
Manu García,Sporting Kansas City,0.0,0.0,8.0
Marcel Hartel,St. Louis CITY SC,34.0,9.0,0.0
Marco Pasalic,Orlando City SC,33.0,12.0,0.0
Marco Reus,LA Galaxy,0.0,0.0,9.0
Maren Haile-Selassie,Chicago Fire FC,0.0,0.0,8.0
Mark Delgado,LAFC,0.0,0.0,8.0
Martín Ojeda,Orlando City SC,33.0,16.0,14.0
Max Arfsten,Columbus Crew,0.0,0.0,8.0
Maxi Morález,New York City FC,0.0,0.0,10.0
Milan Iloski,Philadelphia Union,23.0,12.0,0.0
Onni Valakari,San Diego FC,0.0,0.0,8.0
Owen Wolff,Austin FC,0.0,0.0,8.0
Paul Rothrock,Seattle Sounders FC,0.0,0.0,8.0
Pavel Bucha,FC Cincinnati,0.0,0.0,8.0
Pep Biel,Charlotte FC,26.0,10.0,12.0
Petar Musa,FC Dallas,30.0,18.0,0.0
Philip Zinckernagel,Chicago Fire FC,32.0,15.0,15.0
Prince Owusu,CF Montréal,34.0,13.0,0.0
Quinn Sullivan,Philadelphia Union,0.0,0.0,9.0
Rafael Navarro,Colorado Rapids,31.0,12.0,0.0
Saba Lobjanidze,Atlanta United FC,0.0,0.0,7.0
Sam Surridge,Nashville SC,34.0,24.0,0.0
Sebastian Berhalter,Vancouver Whitecaps,0.0,0.0,11.0
Sergio Busquets,Inter Miami CF,0.0,0.0,9.0
Son Heung-Min,LAFC,10.0,9.0,0.0
Tadeo Allende,Inter Miami CF,31.0,11.0,0.0
Tai Baribo,Philadelphia Union,29.0,16.0,0.0
Tani Oluwaseyi,Minnesota United FC,24.0,10.0,8.0
Telasco Segovia,Inter Miami CF,31.0,8.0,0.0
Wilfried Zaha,Charlotte FC,31.0,10.0,10.0
