Name,Team,P,G,A
Alan Gordon,San Jose Earthquakes,25.0,14.0,7.0
Ashtone Morgan,Toronto FC,0.0,0.0,5.0
Blas Pérez,FC Dallas,20.0,9.0,0.0
Boniek García,Houston Dynamo FC,0.0,0.0,7.0
Brad Davis,Houston Dynamo FC,37.0,8.0,15.0
Brad Evans,Seattle Sounders FC,0.0,0.0,5.0
Branko Boskovic,D.C. United,0.0,0.0,7.0
Brian Ching,Houston Dynamo FC,34.0,5.0,5.0
Brian Mullan,Colorado Rapids,0.0,0.0,7.0
C.J. Sapong,Sporting Kansas City,33.0,9.0,0.0
Camilo Sanvezzo,Vancouver Whitecaps,0.0,0.0,7.0
Chance Myers,Sporting Kansas City,0.0,0.0,7.0
Chris Pontius,D.C. United,35.0,13.0,5.0
Chris Rolfe,Chicago Fire FC,23.0,8.0,0.0
Chris Tierney,New England Revolution,0.0,0.0,5.0
Chris Wondolowski,San Jose Earthquakes,35.0,28.0,7.0
Danny Koevermans,Toronto FC,16.0,9.0,0.0
Darlington Nagbe,Portland Timbers,33.0,6.0,0.0
Darren Mattocks,Vancouver Whitecaps,22.0,8.0,0.0
David Beckham,LA Galaxy,31.0,7.0,11.0
David Ferreira,FC Dallas,0.0,0.0,9.0
Dominic Oduro,Chicago Fire FC,34.0,6.0,0.0
Dwayne De Rosario,D.C. United,28.0,7.0,13.0
Eddie Gaven,Columbus Crew,34.0,9.0,0.0
Eddie Johnson,Seattle Sounders FC,32.0,16.0,0.0
Eric Alexander,Portland Timbers,0.0,0.0,6.0
Fabián Castillo,FC Dallas,26.0,6.0,0.0
Fabián Espíndola,Real Salt Lake,32.0,9.0,7.0
Federico Higuaín,Columbus Crew,0.0,0.0,7.0
Felipe,CF Montréal,0.0,0.0,10.0
Franck Songo'o,Portland Timbers,0.0,0.0,5.0
Fredy Montero,Seattle Sounders FC,37.0,13.0,9.0
Gabriel Gómez,Philadelphia Union,24.0,6.0,0.0
Graham Zusi,Sporting Kansas City,35.0,5.0,16.0
Hamdi Salihi,D.C. United,24.0,6.0,0.0
Jack McInerney,Philadelphia Union,25.0,8.0,0.0
Jackson Goncalves,FC Dallas,0.0,0.0,7.0
Jaime Castrillón,Colorado Rapids,30.0,8.0,0.0
Jairo Arrieta,Columbus Crew,18.0,9.0,0.0
Javier Morales,Real Salt Lake,0.0,0.0,9.0
Joel Lindpere,Red Bull New York,36.0,5.0,5.0
Juninho,LA Galaxy,38.0,7.0,6.0
Justin Morrow,San Jose Earthquakes,0.0,0.0,5.0
Kei Kamara,Sporting Kansas City,35.0,11.0,9.0
Kelyn Rowe,New England Revolution,0.0,0.0,5.0
Kenny Cooper,Red Bull New York,35.0,18.0,0.0
Kris Boyd,Portland Timbers,26.0,7.0,0.0
Kyle Beckerman,Real Salt Lake,0.0,0.0,5.0
Landon Donovan,LA Galaxy,32.0,11.0,17.0
Lee Nguyen,New England Revolution,30.0,5.0,0.0
Lionard Pajoy,D.C. United,36.0,8.0,0.0
Luis Silva,Toronto FC,30.0,5.0,5.0
Maicon Santos,D.C. United,27.0,7.0,0.0
Marco Pappa,Chicago Fire FC,22.0,6.0,0.0
Martin Rivero,Colorado Rapids,0.0,0.0,8.0
Marvin Chávez,San Jose Earthquakes,0.0,0.0,13.0
Mauro Rosales,Seattle Sounders FC,0.0,0.0,13.0
Michael Farfan,Philadelphia Union,0.0,0.0,5.0
Mike Magee,LA Galaxy,35.0,8.0,5.0
Nick DeLeon,D.C. United,32.0,8.0,0.0
Omar Cummings,Colorado Rapids,28.0,6.0,0.0
Patrice Bernier,CF Montréal,27.0,9.0,8.0
Patrick Nyarko,Chicago Fire FC,0.0,0.0,8.0
Ramiro Corrales,San Jose Earthquakes,0.0,0.0,7.0
Robbie Keane,LA Galaxy,34.0,22.0,10.0
Roy Miller,Red Bull New York,0.0,0.0,6.0
Ryan Johnson,Toronto FC,31.0,7.0,5.0
Saer Sene,New England Revolution,25.0,11.0,0.0
Sam Cronin,San Jose Earthquakes,0.0,0.0,6.0
Sanna Nyassi,CF Montréal,28.0,6.0,0.0
Sean Franklin,LA Galaxy,0.0,0.0,9.0
Shea Salinas,San Jose Earthquakes,0.0,0.0,7.0
Simon Dawkins,San Jose Earthquakes,29.0,8.0,0.0
Steven Beitashour,San Jose Earthquakes,0.0,0.0,6.0
Steven Lenhart,San Jose Earthquakes,28.0,10.0,0.0
Sébastien Le Toux,Red Bull New York,34.0,5.0,0.0
Thierry Henry,Red Bull New York,28.0,15.0,12.0
Will Bruin,Houston Dynamo FC,38.0,16.0,5.0
Álvaro Saborío,Real Salt Lake,33.0,17.0,0.0
