Name,Team,POS,GP,G,A,PTS,+/-,PIM,TOI/G,PPG,PPA,SHG,OTG,GWG,S,S%,EVG,EVP,FO%,Season
A.J. Greer,NJD,L,1,0,0,0,0,7,513.0,0,0,0,0,0,0,,0,0,,2020-2021
Andreas Johnsson,NJD,L,50,5,6,11,-1,12,836.04,1,0,0,0,0,65,0.07692,4,10,0.39285,2020-2021
Colton White,NJD,D,2,0,0,0,-1,0,856.0,0,0,0,0,0,3,0.0,0,0,,2020-2021
Connor Carrick,NJD,D,11,1,1,2,-2,5,1120.1818,0,0,0,0,0,8,0.125,1,2,,2020-2021
Damon Severson,NJD,D,56,3,18,21,-8,29,1349.0714,0,4,0,0,0,91,0.03296,3,16,,2020-2021
Dmitry Kulikov,NJD,D,48,0,4,4,-3,28,1150.0625,0,0,0,0,0,51,0.0,0,4,,2020-2021
Jack Hughes,NJD,C,56,11,20,31,-3,16,1143.7857,1,6,0,0,1,142,0.07746,10,24,0.35351,2020-2021
Janne Kuokkanen,NJD,C,50,8,17,25,-11,14,886.46,1,3,0,0,1,61,0.13114,7,21,0.11111,2020-2021
Jesper Boqvist,NJD,C,28,4,3,7,-5,2,669.2857,0,0,0,0,1,34,0.11764,4,7,0.38356,2020-2021
Jesper Bratt,NJD,L,46,7,23,30,4,8,964.5652,2,6,0,1,1,101,0.0693,5,21,0.33333,2020-2021
Jonas Siegenthaler,NJD,D,15,0,0,0,-9,4,937.0,0,0,0,0,0,7,0.0,0,0,,2020-2021
Kevin Bahl,NJD,D,7,0,2,2,0,0,1015.0,0,0,0,0,0,5,0.0,0,2,,2020-2021
Kyle Palmieri,NJD,C,51,10,11,21,-5,20,994.4117,2,4,1,0,2,115,0.08695,7,14,0.4,2020-2021
Marián Studenic,NJD,R,8,1,1,2,-2,4,646.875,0,0,0,0,0,7,0.14285,1,2,,2020-2021
Matt Tennyson,NJD,D,21,1,2,3,0,2,870.2857,0,0,0,0,0,14,0.07142,1,3,,2020-2021
Michael McLeod,NJD,C,52,9,6,15,-12,42,828.7884,0,0,0,0,2,60,0.15,9,15,0.515,2020-2021
Mikhail Maltsev,NJD,L,33,6,3,9,-4,4,686.8181,0,0,0,0,0,55,0.10909,6,9,0.4625,2020-2021
Miles Wood,NJD,L,55,17,8,25,-6,29,898.509,3,0,0,0,2,127,0.13385,14,22,0.35,2020-2021
Nathan Bastian,NJD,R,41,3,7,10,0,21,757.2439,0,0,0,0,0,46,0.06521,3,10,0.36363,2020-2021
Nick Merkley,NJD,R,27,2,8,10,-5,7,690.4074,0,1,0,0,0,38,0.05263,2,9,0.25,2020-2021
Nico Hischier,NJD,C,21,6,5,11,-9,4,1111.0476,3,1,1,0,0,44,0.13636,2,6,0.56232,2020-2021
Nikita Gusev,NJD,L,31,4,6,10,-12,2,861.129,0,2,0,0,0,72,0.05555,4,8,,2020-2021
Nolan Foote,NJD,L,6,1,1,2,-1,0,581.1666,0,0,0,0,0,5,0.2,1,2,0.0,2020-2021
P.K. Subban,NJD,D,44,5,14,19,-16,26,1341.5227,2,3,0,0,0,99,0.0505,3,14,,2020-2021
Pavel Zacha,NJD,C,50,17,18,35,-11,10,1029.3,5,6,0,2,4,103,0.16504,12,24,0.51485,2020-2021
Ryan Murray,NJD,D,48,0,14,14,3,8,1116.8333,0,0,0,0,0,29,0.0,0,14,,2020-2021
Sami Vatanen,NJD,D,39,2,4,6,3,20,1020.923,0,0,0,0,0,55,0.03636,2,6,,2020-2021
Travis Zajac,NJD,C,46,8,12,20,-1,6,984.6521,0,1,0,0,2,50,0.16,8,19,0.51409,2020-2021
Ty Smith,NJD,D,48,2,21,23,-9,22,1207.375,1,6,0,0,0,69,0.02898,1,16,,2020-2021
Tyce Thompson,NJD,R,7,0,1,1,-3,0,523.2857,0,0,0,0,0,4,0.0,0,1,0.0,2020-2021
Will Butcher,NJD,D,23,1,10,11,-3,2,1141.913,0,2,0,0,0,37,0.02702,1,9,,2020-2021
Yegor Sharangovich,NJD,C,54,16,14,30,-4,4,1008.4444,2,0,1,1,3,114,0.14035,13,27,0.2826,2020-2021
