Name,Team,POS,GP,G,A,PTS,+/-,PIM,TOI/G,PPG,PPA,S,S%,SHFT,GWG,FW,FL,FO%,SOA,SOG,SO%
A.J. Greer,NJ,LW,7,0,1,1,-3.0,0,8:43,0,0,4,0.0,,,,,,0,0,0.0
Andreas Johnsson,NJ,LW,21,6,5,11,-9.0,4,18:31,3,1,44,13.6,,,,,,1,0,0.0
Colton White,NJ,D,1,0,0,0,0.0,7,8:33,0,0,0,0.0,,,,,,0,0,0.0
Connor Carrick,NJ,D,38,0,2,2,-4.0,26,19:32,0,0,43,0.0,,,,,,0,0,0.0
Damon Severson,NJ,D,48,2,21,23,-9.0,22,20:07,1,6,69,2.9,,,,,,0,0,0.0
Dmitry Kulikov D *,NJ,,7,0,2,2,0.0,0,16:55,0,0,5,0.0,,,,,,0,0,0.0
Jack Hughes,NJ,C,50,17,18,35,-11.0,10,17:09,5,6,103,16.5,,,,,,3,0,0.0
Janne Kuokkanen,NJ,C,46,7,23,30,4.0,8,16:04,2,6,101,6.9,,,,,,3,1,33.3
Jesper Boqvist,NJ,C,33,6,3,9,-4.0,4,11:26,0,0,55,10.9,,,,,,0,0,0.0
Jesper Bratt,NJ,LW,54,16,14,30,-4.0,4,16:48,2,0,114,14.0,,,,,,1,1,100.0
Jonas Siegenthaler D *,NJ,,2,0,0,0,-1.0,0,14:16,0,0,3,0.0,,,,,,0,0,0.0
Kevin Bahl,NJ,D,6,1,1,2,-1.0,0,9:41,0,0,5,20.0,,,,,,0,0,0.0
Kyle Palmieri C *,NJ,,33,7,11,18,0.0,6,16:59,0,1,34,20.6,,,,,,0,0,0.0
Marian Studenic,NJ,RW,21,1,2,3,0.0,2,14:30,0,0,14,7.1,,,,,,0,0,0.0
Matt Tennyson,NJ,D,20,2,3,5,-12.0,0,13:31,0,1,45,4.4,,,,,,2,1,50.0
Michael McLeod,NJ,C,34,8,9,17,-2.0,18,17:46,1,4,84,9.5,,,,,,2,0,0.0
Mikhail Maltsev,NJ,LW,41,3,7,10,0.0,21,12:37,0,0,46,6.5,,,,,,0,0,0.0
Miles Wood,NJ,LW,50,8,17,25,-11.0,14,14:46,1,3,61,13.1,,,,,,0,0,0.0
Nathan Bastian,NJ,RW,27,2,8,10,-5.0,7,11:30,0,1,38,5.3,,,,,,0,0,0.0
Nick Merkley,NJ,RW,50,5,6,11,-1.0,12,13:56,1,0,65,7.7,,,,,,0,0,0.0
Nico Hischier,NJ,C,23,1,10,11,-3.0,2,19:01,0,2,37,2.7,,,,,,0,0,0.0
Nikita Gusev RW *,NJ,,30,2,4,6,2.0,18,17:14,0,0,41,4.9,,,,,,0,0,0.0
Nolan Foote,NJ,LW,8,1,1,2,-2.0,4,10:46,0,0,7,14.3,,,,,,0,0,0.0
P.K. Subban,NJ,D,56,3,18,21,-8.0,29,22:29,0,4,91,3.3,,,,,,0,0,0.0
Ryan Murray,NJ,D,52,9,6,15,-12.0,42,13:48,0,0,60,15.0,,,,,,0,0,0.0
Sami Vatanen D *,NJ,,28,4,3,7,-5.0,2,11:09,0,0,34,11.8,,,,,,1,0,0.0
Total,NJ,,8,0,0,0,-6.0,2,17:34,0,0,4,0.0,,,,,,0,0,0.0
Travis Zajac C *,NJ,,44,5,14,19,-16.0,26,22:21,2,3,99,5.1,,,,,,0,0,0.0
Ty Smith,NJ,D,55,17,8,25,-6.0,29,14:58,3,0,127,13.4,,,,,,0,0,0.0
Tyce Thompson,NJ,RW,11,1,1,2,-2.0,5,18:40,0,0,8,12.5,,,,,,0,0,0.0
Will Butcher,NJ,D,48,0,14,14,3.0,8,18:36,0,0,29,0.0,,,,,,0,0,0.0
Yegor Sharangovich,NJ,C,56,11,20,31,-3.0,16,19:03,1,6,142,7.7,,,,,,2,0,0.0
