Name,Team,POS,GP,G,A,PTS,+/-,PIM,TOI/G,PPG,PPA,S,S%,SHFT,GWG,FW,FL,FO%,SOA,SOG,SO%
Alex Barre-Boulet,TB,C,35,1,2,3,9.0,29,12:53,0,0,40,2.5,,,,,,0,0,0.0
Alex Killorn,TB,LW,38,17,17,34,4.0,16,18:16,10,5,91,18.7,,,,,,1,0,0.0
Alexander Volkov RW *,TB,,35,0,8,8,12.0,22,16:01,0,0,46,0.0,,,,,,0,0,0.0
Andreas Borgman,TB,D,15,3,0,3,0.0,0,15:15,2,0,26,11.5,,,,,,1,0,0.0
Anthony Cirelli,TB,C,56,4,26,30,5.0,30,21:58,0,8,108,3.7,,,,,,1,0,0.0
Barclay Goodrow,TB,C,55,8,14,22,-1.0,16,13:39,2,1,77,10.4,,,,,,1,1,100.0
Ben Thomas,TB,D,7,0,1,1,-5.0,0,9:28,0,0,3,0.0,,,,,,0,0,0.0
Blake Coleman,TB,LW,56,15,18,33,-1.0,37,17:54,5,4,121,12.4,,,,,,0,0,0.0
Cal Foote,TB,D,5,0,3,3,3.0,11,10:02,0,0,0,0.0,,,,,,0,0,0.0
Daniel Walcott,TB,LW,14,0,0,0,-8.0,0,20:25,0,0,21,0.0,,,,,,0,0,0.0
David Savard D *,TB,,5,0,0,0,1.0,0,14:14,0,0,3,0.0,,,,,,0,0,0.0
Erik Cernak,TB,D,55,4,14,18,2.0,60,11:35,2,2,46,8.7,,,,,,0,0,0.0
Fredrik Claesson D *,TB,,1,0,0,0,-1.0,5,10:03,0,0,1,0.0,,,,,,0,0,0.0
Gemel Smith,TB,C,38,2,2,4,2.0,51,10:45,0,0,43,4.7,,,,,,0,0,0.0
Jan Rutta,TB,D,50,4,8,12,13.0,14,21:53,0,0,85,4.7,,,,,,0,0,0.0
Luke Schenn,TB,D,19,3,2,5,2.0,4,9:31,0,1,18,16.7,,,,,,0,0,0.0
Mathieu Joseph,TB,RW,55,6,14,20,16.0,52,15:07,0,0,72,8.3,,,,,,0,0,0.0
Mikhail Sergachev,TB,D,55,14,17,31,15.0,37,15:27,1,0,122,11.5,,,,,,1,0,0.0
Mitchell Stephens,TB,C,7,0,2,2,-2.0,4,11:57,0,0,7,0.0,,,,,,0,0,0.0
Ondrej Palat,TB,LW,56,23,25,48,2.0,11,18:26,6,9,131,17.6,,,,,,3,2,66.7
Pat Maroon,TB,LW,56,12,7,19,3.0,10,10:55,1,1,59,20.3,,,,,,0,0,0.0
Ross Colton,TB,C,46,5,13,18,8.0,38,19:47,0,0,85,5.9,,,,,,0,0,0.0
Ryan McDonagh,TB,D,30,9,3,12,3.0,16,10:33,0,0,46,19.6,,,,,,2,2,100.0
Steven Stamkos,TB,C,56,17,19,36,10.0,44,17:04,2,4,118,14.4,,,,,,1,0,0.0
Total,TB,,2,0,0,0,-1.0,12,14:01,0,0,1,0.0,,,,,,0,0,0.0
Tyler Johnson,TB,C,50,9,13,22,0.0,10,17:44,1,3,75,12.0,,,,,,0,0,0.0
Victor Hedman,TB,D,55,15,31,46,1.0,26,17:27,7,13,111,13.5,,,,,,0,0,0.0
Yanni Gourde,TB,C,54,9,36,45,5.0,28,25:02,1,23,136,6.6,,,,,,2,0,0.0
