Name,Team,POS,GP,G,A,PTS,+/-,PIM,TOI/G,PPG,PPA,SHG,OTG,GWG,S,S%,EVG,EVP,FO%,Season
Adam Larsson,EDM,D,60,4,8,12,-2,26,1197.7,0,0,0,0,0,57,0.07017,4,12,1.0,2020-2021
Alex Chiasson,EDM,R,48,10,7,17,-12,33,746.1458,6,2,0,0,1,71,0.14084,4,9,0.4,2020-2021
Connor McDavid,EDM,C,60,34,75,109,19,20,1362.2166,9,29,0,2,11,215,0.15813,25,71,0.49264,2020-2021
Darnell Nurse,EDM,D,60,16,21,37,27,59,1589.6,1,6,0,1,2,164,0.09756,15,30,,2020-2021
Devin Shore,EDM,C,40,5,5,10,-6,6,680.45,0,0,1,0,1,33,0.15151,4,9,0.51818,2020-2021
Dmitry Kulikov,EDM,D,3,0,0,0,-3,0,1084.0,0,0,0,0,0,3,0.0,0,0,,2020-2021
Dmitry Kulikov,EDM,D,48,0,4,4,-3,28,1150.0625,0,0,0,0,0,51,0.0,0,4,,2020-2021
Dominik Kahun,EDM,C,50,9,6,15,-3,2,764.32,0,1,0,1,2,70,0.12857,9,14,0.54545,2020-2021
Ethan Bear,EDM,D,47,2,6,8,-5,16,1079.4255,0,0,0,0,1,60,0.03333,2,8,,2020-2021
Evan Bouchard,EDM,D,14,2,3,5,-2,2,890.0714,1,0,0,0,0,38,0.05263,1,4,,2020-2021
Gaetan Haas,EDM,C,36,2,1,3,-6,14,699.8055,0,0,0,0,1,26,0.07692,2,3,0.46036,2020-2021
James Neal,EDM,L,31,5,5,10,-3,11,719.5483,1,2,0,0,0,54,0.09259,4,7,0.28571,2020-2021
Jesse Puljujarvi,EDM,R,59,16,11,27,6,16,934.4576,2,2,0,0,0,130,0.12307,14,23,0.0,2020-2021
Joakim Nygard,EDM,L,9,0,0,0,-2,4,548.8888,0,0,0,0,0,6,0.0,0,0,1.0,2020-2021
Joakim Nygard,EDM,L,9,0,0,0,-2,4,548.8888,0,0,0,0,0,6,0.0,0,0,1.0,2020-2021
Josh Archibald,EDM,R,55,7,6,13,1,39,816.309,0,0,0,0,0,65,0.10769,7,13,0.44444,2020-2021
Jujhar Khaira,EDM,L,44,4,8,12,-3,48,728.8636,0,0,0,0,2,50,0.08,4,12,0.44417,2020-2021
Kailer Yamamoto,EDM,R,56,8,14,22,7,28,994.9285,1,2,0,0,0,75,0.10666,7,18,0.0,2020-2021
Kris Russell,EDM,D,36,0,9,9,0,8,1127.3055,0,0,0,0,0,42,0.0,0,9,,2020-2021
Kyle Turris,EDM,C,27,2,3,5,-11,10,739.1481,0,0,0,0,0,27,0.07407,2,5,0.47549,2020-2021
Leon Draisaitl,EDM,C,60,33,56,89,27,24,1370.2,16,18,1,0,8,192,0.17187,16,54,0.55123,2020-2021
Patrick Russell,EDM,R,8,0,2,2,0,0,638.375,0,0,0,0,0,12,0.0,0,2,0.25,2020-2021
Ryan McLeod,EDM,C,14,0,1,1,-3,0,724.4285,0,0,0,0,0,7,0.0,0,1,0.48514,2020-2021
Ryan Nugent-Hopkins,EDM,C,56,17,20,37,-6,22,1261.8928,9,12,0,0,2,149,0.11409,8,16,0.45408,2020-2021
Slater Koekkoek,EDM,D,22,1,1,2,-7,2,782.0909,0,0,0,0,0,22,0.04545,1,2,,2020-2021
Tyler Ennis,EDM,R,32,3,6,9,0,6,744.5937,0,0,0,0,2,41,0.07317,3,9,0.66666,2020-2021
Tyson Barrie,EDM,D,60,8,41,49,5,10,1320.0666,4,19,0,0,2,160,0.05,4,26,,2020-2021
William Lagesson,EDM,D,19,0,2,2,0,9,849.0,0,0,0,0,0,11,0.0,0,2,,2020-2021
Zack Kassian,EDM,R,31,3,4,7,-4,15,745.8387,0,0,0,0,0,21,0.14285,3,7,0.0,2020-2021
