Name,Team,POS,GP,G,A,PTS,+/-,PIM,TOI/G,PPG,PPA,SHG,OTG,GWG,S,S%,EVG,EVP,FO%,Season
Alexandre Carrier,NSH,D,25,1,4,5,4,12,1278.08,0,0,0,0,0,47,0.02127,1,5,,2020-2021
Ben Harpur,NSH,D,39,0,8,8,0,19,1016.0,0,0,0,0,0,35,0.0,0,7,,2020-2021
Brad Richardson,NSH,R,19,1,3,4,0,4,718.2105,0,0,0,0,1,20,0.05,1,4,0.51677,2020-2021
Calle Jarnkrok,NSH,C,54,13,16,29,12,16,1024.2407,2,6,1,0,2,97,0.13402,10,20,0.42708,2020-2021
Colton Sissons,NSH,C,60,8,9,17,1,20,883.6833,0,0,1,0,0,61,0.13114,7,15,0.53515,2020-2021
Dante Fabbro,NSH,D,40,2,10,12,-1,23,1158.9,1,1,0,0,1,59,0.03389,1,10,,2020-2021
David Farrance,NSH,D,2,0,0,0,3,0,1087.5,0,0,0,0,0,3,0.0,0,0,,2020-2021
Eeli Tolvanen,NSH,R,44,11,11,22,-10,4,911.3863,6,6,0,1,4,76,0.14473,5,10,0.28571,2020-2021
Erik Gudbranson,NSH,D,2,0,0,0,-1,0,778.5,0,0,0,0,0,4,0.0,0,0,,2020-2021
Erik Gudbranson,NSH,D,45,1,3,4,-12,59,1074.5111,0,0,0,0,1,58,0.01724,1,4,,2020-2021
Erik Haula,NSH,L,57,10,15,25,1,18,987.5087,1,4,2,1,2,96,0.10416,7,18,0.54545,2020-2021
Filip Forsberg,NSH,L,45,14,21,35,-9,20,1115.3111,3,10,0,1,3,150,0.09333,11,22,0.33333,2020-2021
Frederic Allard,NSH,D,1,0,0,0,-2,0,1019.0,0,0,0,0,0,0,,0,0,,2020-2021
Jarred Tinordi,NSH,D,21,0,1,1,-6,11,1026.0,0,0,0,0,0,30,0.0,0,1,,2020-2021
Jeremy Davies,NSH,D,16,0,1,1,3,8,902.4375,0,0,0,0,0,19,0.0,0,1,,2020-2021
Luca Sbisa,NSH,D,1,0,0,0,0,0,718.0,0,0,0,0,0,0,,0,0,,2020-2021
Luke Kunin,NSH,C,44,12,9,21,4,15,864.659,0,0,0,1,3,84,0.14285,12,21,0.32,2020-2021
Mark Borowiecki,NSH,D,22,0,1,1,-2,38,820.5909,0,0,0,0,0,18,0.0,0,1,,2020-2021
Mathieu Olivier,NSH,R,32,3,2,5,-4,72,665.875,1,0,0,0,0,27,0.11111,2,4,0.5,2020-2021
Matt Duchene,NSH,C,40,7,9,16,-11,8,959.8,1,2,0,1,1,88,0.07954,6,13,0.54088,2020-2021
Matthew Benning,NSH,D,58,1,3,4,-4,36,991.4827,0,0,0,0,0,44,0.02272,1,3,,2020-2021
Mattias Ekholm,NSH,D,54,6,20,26,21,20,1396.1481,0,3,0,0,2,122,0.04918,6,22,,2020-2021
Michael McCarron,NSH,C,6,0,0,0,1,16,617.5,0,0,0,0,0,3,0.0,0,0,0.42857,2020-2021
Mikael Granlund,NSH,C,57,15,17,32,-4,16,1193.9824,6,3,0,0,1,84,0.17857,9,23,0.5034,2020-2021
Nick Cousins,NSH,C,56,7,13,20,3,43,818.75,1,4,0,0,1,68,0.10294,6,15,0.4878,2020-2021
Rem Pitlick,NSH,C,10,0,2,2,3,4,678.2,0,0,0,0,0,11,0.0,0,2,0.41666,2020-2021
Rocco Grimaldi,NSH,R,40,10,3,13,-3,4,769.1,0,0,1,0,2,62,0.16129,9,12,0.0,2020-2021
Roman Josi,NSH,D,54,8,29,37,-16,22,1478.0925,1,15,0,2,3,166,0.04819,7,20,,2020-2021
Ryan Ellis,NSH,D,41,6,17,23,0,12,1440.6829,2,2,0,0,0,88,0.06818,4,19,,2020-2021
Ryan Johansen,NSH,C,54,10,16,26,-2,36,1024.5,4,4,0,0,0,82,0.12195,6,18,0.51304,2020-2021
Sean Malone,NSH,C,1,0,1,1,-1,2,638.0,0,0,0,0,0,1,0.0,0,1,0.5,2020-2021
Tanner Jeannot,NSH,L,20,5,3,8,5,4,742.3,0,0,1,0,0,26,0.1923,4,6,0.33333,2020-2021
Tyler Lewington,NSH,D,2,0,1,1,4,9,850.0,0,0,0,0,0,4,0.0,0,1,,2020-2021
Viktor Arvidsson,NSH,L,52,10,15,25,8,23,992.6538,2,1,0,0,2,153,0.06535,8,22,0.33333,2020-2021
Yakov Trenin,NSH,C,51,7,6,13,2,22,716.3725,0,0,0,0,0,72,0.09722,7,13,0.28571,2020-2021
