Name,Team,POS,GP,G,A,PTS,+/-,PIM,TOI/G,PPG,PPA,SHG,OTG,GWG,S,S%,EVG,EVP,FO%,Season
Alec Martinez,VGK,D,72,13,25,38,27,21,1353.5,5,6,0,0,3,122,0.10655,8,27,,2020-2021
Alex Pietrangelo,VGK,D,60,11,24,35,28,34,1479.0166,0,6,0,1,3,202,0.05445,11,28,,2020-2021
Alex Tuch,VGK,R,74,22,20,42,22,34,1004.2027,3,2,0,0,4,184,0.11956,19,37,0.42307,2020-2021
Brayden McNabb,VGK,D,54,3,9,12,15,16,1127.6851,0,0,0,0,0,54,0.05555,3,12,,2020-2021
Chandler Stephenson,VGK,C,67,14,27,41,30,29,1094.1791,2,4,1,0,5,98,0.14285,11,33,0.50687,2020-2021
Cody Glass,VGK,C,28,4,6,10,5,8,869.0714,4,1,0,0,0,30,0.13333,0,5,0.42471,2020-2021
Dylan Coghlan,VGK,D,29,3,3,6,-3,2,809.2758,0,0,0,0,0,31,0.09677,3,6,0.0,2020-2021
Dylan Sikura,VGK,R,8,2,0,2,0,0,611.875,0,0,0,0,0,12,0.16666,2,2,,2020-2021
Jonathan Marchessault,VGK,R,74,24,29,53,27,51,1048.3918,4,3,0,2,4,227,0.10572,20,46,0.41085,2020-2021
Keegan Kolesar,VGK,R,61,4,13,17,-6,34,602.5901,0,0,0,0,0,60,0.06666,4,17,0.44262,2020-2021
Mark Stone,VGK,R,74,26,43,69,28,28,1155.1756,6,12,2,1,9,130,0.2,18,49,0.39473,2020-2021
Mattias Janmark,VGK,C,16,4,4,8,1,0,828.375,0,1,0,0,0,19,0.21052,4,7,,2020-2021
Mattias Janmark,VGK,C,56,11,13,24,-12,10,1025.5892,4,3,1,0,0,95,0.11578,6,16,0.32307,2020-2021
Max Pacioretty,VGK,L,61,29,33,62,26,18,1080.295,6,7,0,4,9,219,0.13242,23,49,0.46428,2020-2021
Nick Holden,VGK,D,32,2,7,9,5,2,947.5625,0,0,0,0,0,40,0.05,2,9,,2020-2021
Nicolas Hague,VGK,D,62,6,13,19,16,37,954.7096,0,0,0,0,0,91,0.06593,6,19,,2020-2021
Nicolas Roy,VGK,C,69,10,14,24,7,22,799.4637,0,0,0,1,3,75,0.13333,10,24,0.49908,2020-2021
Patrick Brown,VGK,C,16,2,0,2,-2,2,615.0625,0,0,0,0,0,22,0.0909,2,2,0.57943,2020-2021
Peyton Krebs,VGK,C,4,0,1,1,1,0,686.0,0,0,0,0,0,1,0.0,0,1,0.66666,2020-2021
Reilly Smith,VGK,R,72,17,18,35,17,22,1068.8055,4,1,2,1,2,165,0.10303,11,28,0.0,2020-2021
Ryan Reaves,VGK,R,49,1,5,6,1,43,588.102,0,0,0,0,0,29,0.03448,1,6,0.35,2020-2021
Shea Theodore,VGK,D,72,9,43,52,35,24,1361.8333,0,16,0,0,0,213,0.04225,9,36,,2020-2021
Tomas Jurco,VGK,R,8,0,1,1,0,0,537.5,0,0,0,0,0,11,0.0,0,1,0.0,2020-2021
Tomas Nosek,VGK,L,44,8,11,19,5,14,765.7954,0,1,0,0,2,68,0.11764,8,18,0.53424,2020-2021
William Carrier,VGK,L,71,7,11,18,-1,24,619.3802,0,0,0,0,0,98,0.07142,7,18,0.33333,2020-2021
William Karlsson,VGK,C,75,18,37,55,29,6,1116.0933,1,8,0,1,4,145,0.12413,17,45,0.54831,2020-2021
Zach Whitecloud,VGK,D,70,3,13,16,12,40,1056.2,0,0,0,0,1,70,0.04285,3,16,,2020-2021
