Name,Team,POS,GP,G,A,PTS,+/-,PIM,TOI/G,PPG,PPA,S,S%,SHFT,GWG,FW,FL,FO%,SOA,SOG,SO%
Alexander Barabanov LW *,SJ,,28,5,2,7,-5.0,4,13:59,0,0,45,11.1,,,,,,0,0,0.0
Alexander True,SJ,C,8,1,0,1,-3.0,2,9:27,0,0,5,20.0,,,,,,0,0,0.0
Antti Suomela,SJ,C,4,0,0,0,-1.0,2,11:36,0,0,3,0.0,,,,,,0,0,0.0
Brent Burns,SJ,D,53,17,14,31,-10.0,25,19:15,2,4,114,14.9,,,,,,7,3,42.9
Brinson Pasichnuk,SJ,D,1,0,0,0,-1.0,4,10:19,0,0,1,0.0,,,,,,0,0,0.0
Christian Jaros,SJ,D,5,1,0,1,-2.0,12,8:41,0,0,3,33.3,,,,,,0,0,0.0
Dylan Gambrell,SJ,C,44,3,10,13,-7.0,2,11:14,1,0,59,5.1,,,,,,1,0,0.0
Erik Karlsson,SJ,D,55,12,16,28,-9.0,31,16:25,0,3,129,9.3,,,,,,5,2,40.0
Fredrik Claesson D *,SJ,,5,0,0,0,0.0,2,9:31,0,0,5,0.0,,,,,,0,0,0.0
Fredrik Handemark,SJ,C,7,0,1,1,1.0,0,9:35,0,0,6,0.0,,,,,,0,0,0.0
Greg Pateryn D *,SJ,,7,0,1,1,-4.0,2,11:11,0,0,3,0.0,,,,,,0,0,0.0
Ivan Chekhovich,SJ,LW,7,0,1,1,1.0,6,9:59,0,0,7,0.0,,,,,,0,0,0.0
Jake Middleton,SJ,D,4,0,0,0,0.0,0,11:07,0,0,4,0.0,,,,,,0,0,0.0
Jeffrey Viel,SJ,LW,4,0,1,1,-3.0,0,10:29,0,0,5,0.0,,,,,,0,0,0.0
Joachim Blichfeld,SJ,RW,5,0,2,2,-2.0,2,9:45,0,0,8,0.0,,,,,,0,0,0.0
Joel Kellman,SJ,C,29,1,4,5,-5.0,16,12:05,0,0,26,3.8,,,,,,0,0,0.0
John Leonard,SJ,LW,56,1,16,17,-6.0,22,22:25,0,4,58,1.7,,,,,,0,0,0.0
Kevin Labanc,SJ,RW,56,7,22,29,-12.0,36,26:07,2,4,138,5.1,,,,,,1,0,0.0
Kurtis Gabriel,SJ,RW,1,0,0,0,-2.0,2,8:44,0,0,1,0.0,,,,,,0,0,0.0
Lean Bergmann,SJ,LW,11,0,0,0,-7.0,23,7:16,0,0,10,0.0,,,,,,0,0,0.0
Logan Couture,SJ,C,54,12,19,31,-7.0,22,16:03,2,8,155,7.7,,,,,,0,0,0.0
Marc-Edouard Vlasic,SJ,D,9,3,4,7,0.0,2,17:38,1,0,12,25.0,,,,,,0,0,0.0
Marcus Sorensen,SJ,LW,30,5,1,6,-16.0,6,11:43,0,0,60,8.3,,,,,,0,0,0.0
Mario Ferraro,SJ,D,41,8,9,17,-6.0,16,14:42,0,1,66,12.1,,,,,,0,0,0.0
Matt Nieto,SJ,LW,56,4,5,9,-9.0,10,13:16,2,0,54,7.4,,,,,,1,0,0.0
Nicolas Meloche,SJ,D,2,0,1,1,1.0,2,15:34,0,0,3,0.0,,,,,,0,0,0.0
Nikolai Knyzhov,SJ,D,49,5,7,12,-18.0,13,16:01,0,0,48,10.4,,,,,,0,0,0.0
Noah Gregor,SJ,LW,40,2,4,6,-9.0,15,14:12,0,0,26,7.7,,,,,,0,0,0.0
Patrick Marleau,SJ,C,56,2,8,10,-10.0,39,16:44,0,0,51,3.9,,,,,,0,0,0.0
Radim Simek,SJ,D,51,1,5,6,-7.0,8,17:30,0,0,37,2.7,,,,,,0,0,0.0
Rudolfs Balcers,SJ,LW,50,6,14,20,-10.0,10,12:36,2,4,104,5.8,,,,,,7,2,28.6
Ryan Donato,SJ,C,52,8,14,22,-18.0,18,23:35,3,5,110,7.3,,,,,,1,1,100.0
Sasha Chmelevski,SJ,C,7,1,1,2,-1.0,6,10:40,0,0,13,7.7,,,,,,0,0,0.0
Stefan Noesen RW *,SJ,,11,0,0,0,1.0,55,7:40,0,0,4,0.0,,,,,,0,0,0.0
Timo Meier,SJ,RW,50,19,24,43,1.0,27,19:08,4,6,112,17.0,,,,,,2,1,50.0
Tomas Hertl,SJ,C,56,22,27,49,-1.0,42,20:11,3,4,194,11.3,,,,,,1,0,0.0
Total,SJ,,4,0,0,0,1.0,0,11:34,0,0,3,0.0,,,,,,0,0,0.0
