Player,Age,Team,Lg,WAR,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,rOBA,Rbat+,TB,GIDP,HBP,SH,SF,IBB,Pos,Awards
Bryce Johnson#,30.0,SDP,NL,-0.1,5.0,9.0,8.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,5.0,0.125,0.222,0.25,0.472,35.0,0.219,26.0,2.0,0.0,0.0,0.0,0.0,0.0,/H78,
Fernando Tatis Jr.,27.0,SDP,NL,0.1,9.0,39.0,33.0,4.0,7.0,3.0,0.0,0.0,3.0,2.0,0.0,5.0,10.0,0.212,0.308,0.303,0.611,76.0,0.315,86.0,10.0,0.0,0.0,0.0,1.0,0.0,*/9,
Freddy Fermin,31.0,SDP,NL,-0.1,8.0,19.0,17.0,2.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,5.0,0.118,0.211,0.176,0.387,12.0,0.188,3.0,3.0,0.0,0.0,0.0,0.0,0.0,/*2,
Gavin Sheets*,30.0,SDP,NL,-0.1,8.0,22.0,21.0,4.0,6.0,3.0,0.0,0.0,2.0,1.0,0.0,1.0,6.0,0.286,0.318,0.429,0.747,112.0,0.337,103.0,9.0,0.0,0.0,0.0,0.0,0.0,/3H,
Jackson Merrill*,23.0,SDP,NL,0.1,9.0,34.0,32.0,7.0,8.0,1.0,0.0,2.0,6.0,0.0,0.0,2.0,6.0,0.25,0.294,0.469,0.763,115.0,0.333,109.0,15.0,3.0,0.0,0.0,0.0,0.0,*/8,
Jake Cronenworth*,32.0,SDP,NL,-0.4,9.0,35.0,32.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,7.0,0.125,0.2,0.125,0.325,-4.0,0.158,-19.0,4.0,1.0,0.0,0.0,0.0,0.0,/*4,
Luis Campusano,27.0,SDP,NL,0.0,4.0,10.0,10.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,0.2,0.2,0.3,0.5,41.0,0.218,26.0,3.0,0.0,0.0,0.0,0.0,0.0,/2,
Manny Machado,33.0,SDP,NL,0.3,9.0,36.0,27.0,5.0,6.0,2.0,0.0,1.0,3.0,0.0,0.0,9.0,7.0,0.222,0.417,0.407,0.824,137.0,0.404,161.0,11.0,2.0,0.0,0.0,0.0,0.0,/*5,
Miguel Andujar,31.0,SDP,NL,0.0,7.0,25.0,23.0,2.0,6.0,1.0,1.0,0.0,2.0,0.0,0.0,2.0,7.0,0.261,0.32,0.391,0.711,103.0,0.349,121.0,9.0,0.0,0.0,0.0,0.0,0.0,/D3H,
Nick Castellanos,34.0,SDP,NL,-0.2,7.0,17.0,16.0,0.0,3.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,4.0,0.188,0.235,0.25,0.485,39.0,0.223,28.0,4.0,0.0,0.0,0.0,0.0,0.0,/H3D7,
Ramón Laureano,31.0,SDP,NL,0.1,8.0,33.0,31.0,3.0,8.0,1.0,0.0,2.0,5.0,1.0,0.0,2.0,6.0,0.258,0.303,0.484,0.787,121.0,0.351,116.0,15.0,0.0,0.0,0.0,0.0,0.0,*/7D,
Ty France,31.0,SDP,NL,0.0,3.0,8.0,8.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.125,0.125,0.125,0.25,-28.0,0.114,-51.0,1.0,0.0,0.0,0.0,0.0,0.0,/3,
Xander Bogaerts,33.0,SDP,NL,-0.2,9.0,37.0,35.0,0.0,7.0,2.0,0.0,0.0,3.0,0.0,0.0,2.0,3.0,0.2,0.243,0.257,0.5,44.0,0.251,49.0,9.0,0.0,0.0,0.0,0.0,0.0,/*6,
