Player,Age,Team,Lg,WAR,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,rOBA,Rbat+,TB,GIDP,HBP,SH,SF,IBB,Pos,Awards
Aaron Judge,34.0,NYY,AL,0.5,9.0,40.0,36.0,8.0,9.0,1.0,0.0,3.0,7.0,1.0,1.0,3.0,13.0,0.25,0.325,0.528,0.853,146.0,0.394,158.0,19.0,1.0,1.0,0.0,0.0,0.0,*/9,
Amed Rosario,30.0,NYY,AL,-0.1,3.0,7.0,6.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.167,0.143,0.167,0.31,-9.0,0.133,-23.0,1.0,0.0,0.0,0.0,1.0,0.0,/5H,
Austin Wells*,26.0,NYY,AL,-0.1,8.0,28.0,24.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,9.0,0.167,0.286,0.167,0.452,36.0,0.213,29.0,4.0,2.0,0.0,0.0,0.0,1.0,/*2,
Ben Rice*,27.0,NYY,AL,0.8,8.0,36.0,27.0,10.0,10.0,4.0,0.0,3.0,11.0,0.0,0.0,9.0,9.0,0.37,0.528,0.852,1.38,299.0,0.575,274.0,23.0,0.0,0.0,0.0,0.0,0.0,/*3D,
Cody Bellinger*,30.0,NYY,AL,0.8,9.0,40.0,30.0,8.0,8.0,1.0,1.0,1.0,3.0,2.0,1.0,9.0,4.0,0.267,0.425,0.467,0.892,162.0,0.402,159.0,14.0,0.0,0.0,0.0,1.0,0.0,*/78,
Giancarlo Stanton,36.0,NYY,AL,0.5,8.0,35.0,33.0,3.0,13.0,2.0,0.0,1.0,6.0,1.0,0.0,2.0,8.0,0.394,0.429,0.545,0.974,184.0,0.471,200.0,18.0,1.0,0.0,0.0,0.0,0.0,/*D,
J.C. Escarra*,31.0,NYY,AL,-0.1,3.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,-100.0,0.0,-110.0,0.0,0.0,0.0,0.0,0.0,0.0,/2H,
Jazz Chisholm Jr.*,28.0,NYY,AL,0.0,9.0,38.0,36.0,2.0,7.0,3.0,0.0,0.0,3.0,4.0,1.0,1.0,12.0,0.194,0.237,0.278,0.515,51.0,0.248,47.0,10.0,0.0,1.0,0.0,0.0,0.0,/*4,
José Caballero,29.0,NYY,AL,-0.1,9.0,34.0,31.0,3.0,4.0,0.0,0.0,0.0,1.0,3.0,0.0,2.0,10.0,0.129,0.206,0.129,0.335,0.0,0.217,20.0,4.0,1.0,1.0,0.0,0.0,0.0,/*6,
Paul Goldschmidt,38.0,NYY,AL,0.1,3.0,10.0,9.0,3.0,2.0,1.0,0.0,1.0,3.0,0.0,0.0,1.0,2.0,0.222,0.3,0.667,0.967,176.0,0.41,164.0,6.0,0.0,0.0,0.0,0.0,0.0,/3H,
Randal Grichuk,34.0,NYY,AL,-0.1,3.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-100.0,0.0,-108.0,0.0,0.0,0.0,0.0,0.0,0.0,/DH7,
Ryan McMahon*,31.0,NYY,AL,-0.4,9.0,29.0,23.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,6.0,11.0,0.087,0.276,0.087,0.363,11.0,0.244,53.0,2.0,0.0,0.0,0.0,0.0,0.0,/*5H,
Trent Grisham*,29.0,NYY,AL,0.2,9.0,38.0,29.0,6.0,5.0,1.0,1.0,0.0,4.0,1.0,0.0,9.0,7.0,0.172,0.368,0.276,0.644,92.0,0.327,103.0,8.0,1.0,0.0,0.0,0.0,0.0,*/8H,
