Player,Age,Team,Lg,WAR,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,rOBA,Rbat+,TB,GIDP,HBP,SH,SF,IBB,Pos,Awards
Alex Call,31.0,LAD,NL,0.3,3.0,11.0,8.0,4.0,4.0,2.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.5,0.636,0.75,1.386,301.0,0.587,297.0,6.0,0.0,0.0,0.0,0.0,0.0,/79,
Alex Freeland#,24.0,LAD,NL,0.0,7.0,22.0,19.0,3.0,3.0,1.0,0.0,1.0,1.0,0.0,0.0,3.0,8.0,0.158,0.273,0.368,0.641,84.0,0.29,80.0,7.0,0.0,0.0,0.0,0.0,0.0,/*4H,
Andy Pages,25.0,LAD,NL,1.0,9.0,36.0,34.0,6.0,16.0,2.0,0.0,3.0,10.0,1.0,0.0,2.0,7.0,0.471,0.5,0.794,1.294,269.0,0.567,278.0,27.0,0.0,0.0,0.0,0.0,0.0,*/8,
Dalton Rushing*,25.0,LAD,NL,0.1,2.0,5.0,5.0,1.0,2.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,0.4,0.4,1.0,1.4,291.0,0.582,293.0,5.0,0.0,0.0,0.0,0.0,0.0,/2,
Freddie Freeman*,36.0,LAD,NL,0.3,9.0,40.0,38.0,4.0,9.0,3.0,0.0,2.0,9.0,0.0,0.0,1.0,2.0,0.237,0.275,0.474,0.749,113.0,0.327,108.0,18.0,1.0,1.0,0.0,0.0,0.0,/*3,
Hyeseong Kim*,27.0,LAD,NL,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,/4,
Kyle Tucker*,29.0,LAD,NL,0.5,9.0,37.0,33.0,8.0,9.0,1.0,0.0,1.0,6.0,2.0,0.0,4.0,9.0,0.273,0.351,0.394,0.745,116.0,0.374,133.0,13.0,0.0,0.0,0.0,0.0,0.0,*/9H,
Max Muncy*,35.0,LAD,NL,0.1,8.0,28.0,24.0,5.0,6.0,0.0,0.0,1.0,1.0,0.0,0.0,4.0,9.0,0.25,0.357,0.375,0.732,113.0,0.337,115.0,9.0,1.0,0.0,0.0,0.0,0.0,/*5H,
Miguel Rojas,37.0,LAD,NL,-0.1,6.0,20.0,19.0,1.0,5.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,0.263,0.25,0.316,0.566,63.0,0.246,48.0,6.0,1.0,0.0,0.0,1.0,0.0,/46H,
Mookie Betts,33.0,LAD,NL,0.2,8.0,32.0,28.0,7.0,5.0,1.0,0.0,2.0,7.0,0.0,0.0,3.0,4.0,0.179,0.281,0.429,0.71,103.0,0.316,99.0,12.0,2.0,1.0,0.0,0.0,0.0,/*6,
Santiago Espinal,31.0,LAD,NL,-0.2,3.0,6.0,6.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.167,0.167,0.167,0.333,-3.0,0.152,-20.0,1.0,1.0,0.0,0.0,0.0,0.0,/53,
Shohei Ohtani*,31.0,LAD,NL,0.2,9.0,43.0,33.0,5.0,9.0,1.0,0.0,2.0,6.0,0.0,0.0,7.0,10.0,0.273,0.395,0.485,0.88,154.0,0.385,150.0,16.0,2.0,1.0,0.0,2.0,0.0,/*D1,
Teoscar Hernández,33.0,LAD,NL,0.2,8.0,30.0,29.0,5.0,10.0,1.0,0.0,1.0,3.0,0.0,0.0,1.0,10.0,0.345,0.367,0.483,0.849,144.0,0.368,138.0,14.0,1.0,0.0,0.0,0.0,0.0,*/7,
Will Smith,31.0,LAD,NL,0.2,9.0,31.0,29.0,4.0,8.0,0.0,0.0,2.0,5.0,0.0,0.0,2.0,5.0,0.276,0.323,0.483,0.805,130.0,0.35,124.0,14.0,0.0,0.0,0.0,0.0,0.0,/*2H,
