Player,Age,Team,Lg,WAR,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,rOBA,Rbat+,TB,GIDP,HBP,SH,SF,IBB,Pos,Awards
Andrew Benintendi*,31.0,CHW,AL,-0.4,8.0,22.0,21.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,10.0,0.19,0.227,0.19,0.418,24.0,0.201,24.0,4.0,0.0,0.0,0.0,0.0,0.0,/D7H,
Austin Hays,30.0,CHW,AL,-0.1,8.0,32.0,31.0,2.0,6.0,1.0,0.0,1.0,6.0,0.0,0.0,1.0,12.0,0.194,0.219,0.323,0.541,57.0,0.226,38.0,10.0,0.0,0.0,0.0,0.0,1.0,*/7H,
Chase Meidroth,24.0,CHW,AL,-0.1,8.0,34.0,30.0,4.0,6.0,2.0,0.0,1.0,1.0,0.0,0.0,4.0,8.0,0.2,0.294,0.367,0.661,93.0,0.301,90.0,11.0,1.0,0.0,0.0,0.0,0.0,/*4,
Colson Montgomery*,24.0,CHW,AL,0.3,9.0,35.0,31.0,3.0,7.0,0.0,0.0,2.0,6.0,1.0,0.0,4.0,12.0,0.226,0.314,0.419,0.734,114.0,0.339,111.0,13.0,0.0,0.0,0.0,0.0,0.0,/*65H,
Derek Hill,30.0,CHW,AL,-0.1,6.0,8.0,6.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,4.0,0.167,0.375,0.167,0.542,64.0,0.216,79.0,1.0,0.0,0.0,0.0,0.0,0.0,/H978D,
Edgar Quero#,23.0,CHW,AL,0.1,7.0,23.0,19.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,0.211,0.318,0.211,0.529,58.0,0.267,66.0,4.0,1.0,0.0,1.0,0.0,0.0,/2H,
Everson Pereira,25.0,CHW,AL,-0.1,5.0,17.0,16.0,3.0,4.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,7.0,0.25,0.294,0.5,0.794,129.0,0.351,124.0,8.0,0.0,0.0,0.0,0.0,0.0,/9,
Lenyn Sosa,26.0,CHW,AL,-0.2,7.0,17.0,17.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,0.118,0.118,0.176,0.294,-15.0,0.131,-24.0,3.0,0.0,0.0,0.0,0.0,0.0,/DH34,
Luisangel Acuña,24.0,CHW,AL,0.0,8.0,29.0,26.0,4.0,7.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,4.0,0.269,0.321,0.269,0.591,75.0,0.306,69.0,7.0,1.0,1.0,1.0,0.0,0.0,/86,
Miguel Vargas,26.0,CHW,AL,0.6,9.0,36.0,29.0,8.0,8.0,3.0,1.0,1.0,7.0,3.0,0.0,5.0,7.0,0.276,0.389,0.552,0.941,173.0,0.456,180.0,16.0,0.0,1.0,0.0,1.0,0.0,/*53DH,
Munetaka Murakami*,26.0,CHW,AL,0.2,9.0,38.0,31.0,7.0,7.0,0.0,0.0,4.0,7.0,0.0,0.0,6.0,13.0,0.226,0.342,0.613,0.955,175.0,0.396,155.0,19.0,0.0,0.0,0.0,1.0,1.0,/*3D,
Reese McGuire*,31.0,CHW,AL,-0.3,5.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,-100.0,0.0,-111.0,0.0,0.0,0.0,0.0,0.0,0.0,/2H,
Tanner Murray,26.0,CHW,AL,0.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-100.0,0.0,-108.0,0.0,0.0,0.0,0.0,0.0,0.0,/6,
Tristan Peters*,26.0,CHW,AL,0.1,8.0,25.0,23.0,1.0,7.0,1.0,0.0,0.0,1.0,1.0,0.0,2.0,9.0,0.304,0.36,0.348,0.708,109.0,0.334,106.0,8.0,0.0,0.0,0.0,0.0,0.0,*/89H,
