Player,Age,Team,Lg,WAR,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,rOBA,Rbat+,TB,GIDP,HBP,SH,SF,IBB,Pos,Awards
Adam Duvall,34.0,BOS,AL,1.6,92.0,353.0,320.0,45.0,79.0,24.0,2.0,21.0,58.0,4.0,0.0,22.0,110.0,0.247,0.303,0.531,0.834,119.0,0.349,114.0,170.0,0.0,6.0,0.0,5.0,1.0,89/H7D,
Alex Verdugo*,27.0,BOS,AL,2.7,142.0,602.0,546.0,81.0,144.0,37.0,5.0,13.0,54.0,5.0,3.0,45.0,93.0,0.264,0.324,0.421,0.745,100.0,0.324,98.0,230.0,11.0,6.0,0.0,5.0,1.0,*9/H,
Bobby Dalbec,28.0,BOS,AL,-0.2,21.0,53.0,49.0,6.0,10.0,2.0,0.0,1.0,1.0,1.0,0.0,4.0,28.0,0.204,0.264,0.306,0.57,54.0,0.259,48.0,15.0,0.0,0.0,0.0,0.0,0.0,3/H5D46,
Caleb Hamilton,28.0,BOS,AL,-0.1,4.0,6.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,0.167,0.0,0.167,-49.0,0.115,-51.0,0.0,0.0,0.0,0.0,0.0,0.0,/2,
Ceddanne Rafaela,22.0,BOS,AL,0.0,28.0,89.0,83.0,11.0,20.0,6.0,0.0,2.0,5.0,3.0,1.0,4.0,28.0,0.241,0.281,0.386,0.666,78.0,0.287,70.0,32.0,2.0,1.0,0.0,1.0,0.0,8/H64D,
Chris Martin,37.0,BOS,AL,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1,CYA-12
Christian Arroyo,28.0,BOS,AL,-0.2,66.0,206.0,195.0,23.0,47.0,16.0,0.0,3.0,24.0,1.0,3.0,7.0,45.0,0.241,0.268,0.369,0.638,70.0,0.266,61.0,72.0,8.0,1.0,1.0,2.0,0.0,4/H56,
Connor Wong,27.0,BOS,AL,2.2,126.0,403.0,371.0,55.0,87.0,25.0,2.0,9.0,36.0,8.0,2.0,22.0,134.0,0.235,0.288,0.385,0.673,80.0,0.299,78.0,143.0,4.0,6.0,3.0,1.0,0.0,*2H/4D,
David Hamilton*,25.0,BOS,AL,-0.1,15.0,39.0,33.0,2.0,4.0,2.0,0.0,0.0,0.0,2.0,1.0,6.0,10.0,0.121,0.256,0.182,0.438,22.0,0.215,21.0,6.0,1.0,0.0,0.0,0.0,0.0,6/4H,
Enmanuel Valdéz*,24.0,BOS,AL,0.0,49.0,149.0,139.0,17.0,37.0,8.0,0.0,6.0,19.0,5.0,1.0,8.0,37.0,0.266,0.311,0.453,0.764,103.0,0.335,102.0,63.0,4.0,1.0,0.0,0.0,0.0,4/H6D,
Garrett Whitlock,27.0,BOS,AL,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1,
Jarren Duran*,26.0,BOS,AL,2.2,102.0,362.0,332.0,46.0,98.0,34.0,2.0,8.0,40.0,24.0,2.0,24.0,90.0,0.295,0.346,0.482,0.828,121.0,0.366,119.0,160.0,3.0,3.0,0.0,2.0,1.0,87H/9D,
John Schreiber,29.0,BOS,AL,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1,
Jorge Alfaro,30.0,BOS,AL,-0.1,8.0,20.0,17.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.118,0.25,0.118,0.368,5.0,0.195,5.0,2.0,1.0,1.0,0.0,0.0,0.0,/2DH,
Justin Turner,38.0,BOS,AL,2.1,146.0,626.0,558.0,86.0,154.0,31.0,0.0,23.0,96.0,4.0,1.0,51.0,110.0,0.276,0.345,0.455,0.8,114.0,0.35,116.0,254.0,10.0,11.0,0.0,6.0,0.0,D34/5H,
Kenley Jansen#,35.0,BOS,AL,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1,AS
Kiké Hernández,31.0,BOS,AL,-0.6,86.0,323.0,297.0,38.0,66.0,11.0,0.0,6.0,31.0,3.0,1.0,22.0,68.0,0.222,0.279,0.32,0.599,62.0,0.268,57.0,95.0,11.0,2.0,0.0,2.0,0.0,648/H,
Kutter Crawford,27.0,BOS,AL,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1/H,
Luis Urías,26.0,BOS,AL,0.0,32.0,109.0,89.0,13.0,20.0,4.0,0.0,2.0,13.0,0.0,0.0,14.0,26.0,0.225,0.361,0.337,0.698,91.0,0.317,93.0,30.0,3.0,5.0,0.0,0.0,0.0,4/5H,
Masataka Yoshida*,29.0,BOS,AL,1.4,140.0,580.0,537.0,71.0,155.0,33.0,3.0,15.0,72.0,8.0,0.0,34.0,81.0,0.289,0.338,0.445,0.783,109.0,0.348,112.0,239.0,20.0,7.0,0.0,2.0,0.0,7D/H,ROY-6
Nick Pivetta,30.0,BOS,AL,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1,
Pablo Reyes,29.0,BOS,AL,0.4,64.0,185.0,167.0,27.0,48.0,9.0,0.0,2.0,20.0,7.0,2.0,14.0,21.0,0.287,0.339,0.377,0.716,94.0,0.329,99.0,63.0,3.0,0.0,2.0,2.0,0.0,64H/513D,
Rafael Devers*,26.0,BOS,AL,3.5,153.0,656.0,580.0,90.0,157.0,34.0,0.0,33.0,100.0,5.0,1.0,62.0,126.0,0.271,0.351,0.5,0.851,126.0,0.365,126.0,290.0,15.0,11.0,0.0,3.0,10.0,*5/DH6,"MVP-18,SS"
