Name,Team,P,G,A
Adam Lallana,Southampton,0.0,0.0,5.0
Jason Puncheon,Southampton,32.0,6.0,0.0
Jay Rodríguez,Southampton,35.0,6.0,5.0
Rickie Lambert,Southampton,38.0,15.0,5.0
