Name,GP,GS,MIN,PTS,OR,DR,REB,AST,STL,BLK,TO,PF,AST/TO,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,2PM,2PA,2P%,SC-EFF,SH-EFF,Position,Traded
Damian Lillard,29,29.0,36.4,24.0,0.4,3.7,4.1,7.3,0.6,0.4,2.9,1.3,2.6,7.7,19.0,40.2,3.2,9.8,32.4,5.5,6.2,87.8,4.5,9.2,48.5,1.259,0.49,G,False
CJ McCollum,36,36.0,35.2,20.5,0.9,3.3,4.3,4.5,1.0,0.6,1.9,2.1,2.3,8.1,18.5,43.6,3.1,8.0,38.4,1.3,1.9,70.6,5.0,10.4,47.6,1.111,0.52,G,True
Josh Hart,13,13.0,32.1,19.9,0.7,4.7,5.4,4.3,1.2,0.2,2.5,2.5,1.7,7.1,14.1,50.3,2.4,6.4,37.3,3.4,4.4,77.2,4.7,7.7,61.0,1.415,0.59,G,True
Norman Powell,40,39.0,33.3,18.7,0.4,2.9,3.3,2.1,1.0,0.4,1.6,2.3,1.3,6.2,13.6,45.6,2.3,5.7,40.6,4.0,5.0,80.3,3.9,7.8,49.2,1.376,0.54,G,True
Anfernee Simons,57,30.0,29.5,17.3,0.5,2.2,2.6,3.9,0.5,0.1,2.0,1.9,1.9,6.2,14.0,44.3,3.1,7.8,40.5,1.8,2.0,88.8,3.1,6.2,49.0,1.24,0.56,G,False
Jusuf Nurkic,56,56.0,28.2,15.0,3.0,8.1,11.1,2.8,1.1,0.6,2.6,3.4,1.1,5.7,10.7,53.5,0.3,1.0,26.8,3.3,4.8,69.0,5.5,9.7,56.3,1.403,0.55,C,False
Drew Eubanks,22,22.0,29.5,14.5,3.0,5.5,8.5,1.6,0.8,0.5,1.6,2.8,1.0,6.2,9.6,64.6,0.2,0.7,26.7,1.8,2.3,78.4,6.0,9.0,67.5,1.5,0.66,F,True
Brandon Williams,24,16.0,26.7,12.9,0.8,2.3,3.1,3.9,1.0,0.4,2.4,2.2,1.6,4.4,11.8,37.2,1.3,4.4,29.2,2.8,4.0,70.1,3.1,7.3,42.0,1.096,0.43,G,False
Justise Winslow,11,10.0,26.8,10.7,1.8,4.5,6.3,2.9,1.3,0.6,1.1,1.9,2.7,4.3,10.5,40.5,0.9,3.4,27.0,1.3,2.3,56.0,3.4,7.2,46.8,1.017,0.45,PF,True
Ben McLemore,64,6.0,20.1,10.2,0.2,1.4,1.6,0.9,0.6,0.2,0.9,1.6,1.1,3.4,8.4,40.1,2.4,6.5,36.2,1.1,1.4,81.8,1.0,1.9,53.3,1.215,0.54,SG,False
Reggie Perry,9,1.0,19.7,10.0,1.7,3.4,5.1,1.3,1.0,0.7,1.2,3.3,1.1,4.3,8.7,50.0,0.3,1.8,18.8,1.0,1.7,60.0,4.0,6.9,58.1,1.154,0.52,F,True
Nassir Little,42,23.0,25.9,9.8,1.4,4.2,5.6,1.3,0.6,0.9,1.0,2.0,1.4,3.5,7.5,46.0,1.2,3.7,33.1,1.6,2.2,73.4,2.2,3.8,58.4,1.302,0.54,SF,False
Keon Johnson,22,12.0,25.5,9.7,0.8,1.9,2.7,2.9,1.0,0.5,1.8,2.2,1.6,3.6,10.0,35.7,1.4,4.0,34.8,1.1,1.4,83.3,2.2,6.0,36.4,0.968,0.43,G,True
Robert Covington,48,40.0,29.8,7.6,0.9,4.9,5.7,1.4,1.5,1.3,1.2,2.8,1.2,2.7,7.0,38.1,1.6,4.8,34.3,0.6,0.8,83.3,1.0,2.2,46.2,1.086,0.5,PF,True
Trendon Watford,48,10.0,18.1,7.6,1.2,3.0,4.1,1.7,0.5,0.6,0.9,2.4,1.8,3.0,5.6,53.2,0.2,0.8,23.7,1.5,2.0,75.5,2.8,4.8,58.1,1.363,0.55,F,False
Kris Dunn,14,3.0,24.0,7.6,0.6,2.9,3.5,5.6,1.6,0.2,2.3,2.7,2.5,3.1,7.3,43.1,0.1,0.8,9.1,1.2,1.3,94.4,3.1,6.5,47.3,1.039,0.44,G,False
Larry Nance Jr.,37,11.0,23.2,6.9,1.6,4.1,5.6,2.0,1.0,0.4,0.7,1.8,2.7,2.8,5.4,51.5,0.5,1.7,30.6,0.9,1.3,65.3,2.2,3.7,61.0,1.288,0.56,F,True
CJ Elleby,58,28.0,20.2,5.8,1.1,2.8,3.9,1.5,0.6,0.3,1.0,2.0,1.6,2.1,5.3,39.3,0.6,2.2,29.4,1.0,1.4,71.4,1.4,3.1,46.2,1.101,0.45,SG,False
