Name,GP,GS,MIN,PTS,OR,DR,REB,AST,STL,BLK,TO,PF,AST/TO,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,2PM,2PA,2P%,SC-EFF,SH-EFF,Position,Traded
Trae Young,76,76.0,34.9,28.4,0.7,3.1,3.7,9.7,0.9,0.1,4.0,1.7,2.4,9.4,20.3,46.0,3.1,8.0,38.2,6.6,7.3,90.4,6.3,12.3,51.2,1.396,0.54,G,False
John Collins,54,53.0,30.8,16.2,1.7,6.1,7.8,1.8,0.6,1.0,1.1,3.0,1.6,6.3,11.9,52.6,1.2,3.3,36.4,2.5,3.1,79.3,5.1,8.7,58.8,1.36,0.58,F,False
Bogdan Bogdanovic,63,27.0,29.3,15.1,0.5,3.5,4.0,3.1,1.1,0.2,1.1,2.1,2.8,5.4,12.6,43.1,2.7,7.3,36.8,1.5,1.8,84.3,2.7,5.3,51.6,1.196,0.54,G,False
De'Andre Hunter,53,52.0,29.8,13.4,0.5,2.8,3.3,1.3,0.7,0.4,1.3,2.9,1.0,4.8,10.8,44.2,1.4,3.7,37.9,2.4,3.1,76.5,3.4,7.2,47.4,1.233,0.51,F,False
Kevin Huerter,74,60.0,29.6,12.1,0.4,3.0,3.4,2.7,0.7,0.4,1.2,2.5,2.2,4.7,10.3,45.4,2.2,5.6,38.9,0.6,0.7,80.8,2.5,4.7,53.0,1.174,0.56,G,False
Cam Reddish,34,7.0,23.4,11.9,0.6,1.9,2.5,1.1,1.0,0.3,1.3,1.3,0.9,4.1,10.1,40.2,1.7,4.5,37.9,2.1,2.4,90.0,2.4,5.6,42.1,1.184,0.49,SF,True
Danilo Gallinari,66,18.0,25.3,11.7,0.5,4.1,4.7,1.5,0.4,0.2,0.6,1.4,2.7,3.9,9.0,43.4,1.7,4.5,38.1,2.1,2.4,90.4,2.2,4.6,48.5,1.291,0.53,PF,False
Cameron Oliver,2,0.0,21.5,11.5,1.0,2.0,3.0,1.5,0.5,0.5,0.0,2.5,inf,5.0,7.5,66.7,0.5,1.5,33.3,1.0,1.5,66.7,4.5,6.0,75.0,1.533,0.7,F,False
Clint Capela,74,73.0,27.6,11.1,3.8,8.1,11.9,1.2,0.7,1.3,0.6,2.2,2.1,5.0,8.2,61.3,0.0,0.0,0.0,1.1,2.3,47.3,5.0,8.1,61.4,1.358,0.61,C,False
Chaundee Brown Jr.,3,2.0,27.7,9.7,0.3,4.3,4.7,1.3,0.7,0.0,0.0,2.3,inf,3.0,8.3,36.0,2.0,5.0,40.0,1.7,2.0,83.3,1.0,3.3,30.0,1.16,0.48,G,True
