Name,GP,GS,MIN,PTS,OR,DR,REB,AST,STL,BLK,TO,PF,AST/TO,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,2PM,2PA,2P%,SC-EFF,SH-EFF,Position,Traded
Shai Gilgeous-Alexander,56,56.0,34.7,24.5,0.7,4.3,5.0,5.9,1.3,0.8,2.8,2.5,2.1,8.5,18.8,45.3,1.6,5.3,30.0,5.9,7.2,81.0,6.9,13.5,51.4,1.303,0.5,G,False
Georgios Kalaitzakis,4,4.0,41.5,17.5,0.5,2.8,3.3,3.0,2.5,0.3,4.0,2.8,0.8,6.5,14.0,46.4,2.0,5.5,36.4,2.5,5.3,47.6,4.5,8.5,52.9,1.25,0.54,SF,True
Luguentz Dort,51,51.0,32.6,17.2,0.7,3.4,4.2,1.7,0.9,0.4,1.7,2.9,1.0,5.7,14.2,40.4,2.5,7.7,33.2,3.2,3.7,84.3,3.2,6.6,48.7,1.208,0.49,G,False
Jaylen Hoard,7,5.0,34.3,14.7,4.3,7.7,12.0,2.4,0.9,0.7,1.1,2.0,2.1,6.3,12.9,48.9,1.3,3.6,36.0,0.9,2.0,42.9,5.0,9.3,53.8,1.144,0.54,F,False
Josh Giddey,54,54.0,31.5,12.5,1.8,6.0,7.8,6.4,0.9,0.4,3.2,1.6,2.0,5.2,12.4,41.9,1.0,3.9,26.3,1.0,1.5,70.9,4.2,8.5,49.2,1.006,0.46,G,False
Zavier Simpson,4,4.0,43.5,11.0,0.5,4.8,5.3,7.5,1.3,1.0,2.5,3.8,3.0,4.8,13.0,36.5,0.3,2.0,12.5,1.3,1.3,100.0,4.5,11.0,40.9,0.846,0.38,G,False
Darius Bazley,69,53.0,27.9,10.8,1.0,5.3,6.3,1.4,0.8,1.0,1.3,1.0,1.1,4.0,9.4,42.2,1.2,3.9,29.7,1.7,2.5,68.8,2.8,5.5,51.1,1.148,0.48,F,False
Melvin Frazier Jr.,3,0.0,40.0,10.7,1.7,2.7,4.3,0.3,0.3,0.0,1.0,2.7,0.3,4.3,16.0,27.1,0.3,7.0,4.8,1.7,2.3,71.4,4.0,9.0,44.4,0.667,0.28,G,False
Tre Mann,60,26.0,22.8,10.4,0.4,2.4,2.9,1.5,0.8,0.2,1.2,1.7,1.3,3.9,9.8,39.3,1.6,4.5,36.0,1.1,1.4,79.3,2.2,5.3,42.1,1.063,0.48,G,False
Isaiah Roby,45,28.0,21.1,10.1,1.7,3.2,4.8,1.6,0.8,0.8,1.0,2.4,1.7,3.7,7.2,51.4,1.0,2.2,44.4,1.7,2.6,67.2,2.7,5.0,54.5,1.406,0.58,PF,False
Aaron Wiggins,50,35.0,24.2,8.3,1.0,2.5,3.6,1.4,0.6,0.2,1.1,1.9,1.3,3.1,6.7,46.3,0.8,2.8,30.4,1.2,1.7,72.9,2.3,4.0,57.3,1.234,0.53,G,False
Mike Muscala,43,0.0,13.8,8.0,0.5,2.5,3.0,0.5,0.4,0.6,0.3,1.3,1.6,2.6,5.8,45.6,1.6,3.8,42.9,1.1,1.3,84.2,1.0,2.0,50.6,1.387,0.6,C,False
Lindy Waters III,25,1.0,18.6,8.0,0.2,2.7,2.9,1.0,0.8,0.3,0.4,1.2,2.2,2.8,7.0,40.6,2.1,5.8,36.3,0.2,0.2,80.0,0.7,1.2,62.1,1.137,0.56,F,False
Aleksej Pokusevski,61,12.0,20.2,7.6,1.2,4.0,5.2,2.1,0.6,0.6,1.5,1.4,1.4,3.0,7.5,40.8,0.9,3.2,28.9,0.6,0.8,70.0,2.1,4.2,49.8,1.018,0.47,F,False
Jeremiah Robinson-Earl,49,36.0,22.2,7.5,1.5,4.1,5.6,1.0,0.6,0.3,0.8,1.5,1.3,2.7,6.6,41.4,1.2,3.4,35.2,0.8,1.1,74.1,1.6,3.2,47.8,1.13,0.5,F,False
Kenrich Williams,49,0.0,21.9,7.4,1.5,3.0,4.5,2.2,0.9,0.2,0.9,1.7,2.3,3.0,6.5,46.1,0.8,2.5,33.9,0.6,1.1,54.5,2.1,4.0,53.6,1.145,0.53,G,False
Ty Jerome,48,4.0,16.7,7.1,0.4,1.2,1.6,2.3,0.6,0.1,0.8,1.5,2.9,2.6,6.8,37.8,1.1,3.9,29.0,0.8,1.0,80.9,1.5,3.0,49.3,1.037,0.46,G,False
Theo Maledon,51,7.0,17.8,7.1,0.4,2.2,2.6,2.2,0.6,0.2,1.3,1.3,1.7,2.3,6.2,37.5,0.9,2.9,29.3,1.5,2.0,79.0,1.5,3.3,44.9,1.139,0.44,PG,False
Olivier Sarr,22,2.0,19.1,7.0,1.5,2.7,4.2,0.9,0.3,0.7,1.0,2.4,0.9,2.6,4.6,57.4,0.6,1.3,44.8,1.1,1.3,82.8,2.0,3.3,62.5,1.515,0.64,F,False
Vit Krejci,30,8.0,23.0,6.2,0.6,2.8,3.4,1.9,0.6,0.3,1.0,2.2,2.0,2.3,5.6,40.7,1.1,3.3,32.7,0.6,0.7,86.4,1.2,2.3,52.2,1.12,0.5,G,False
Derrick Favors,39,18.0,16.7,5.3,1.5,3.2,4.7,0.6,0.4,0.3,0.2,1.6,2.8,2.4,4.7,51.6,0.1,0.4,12.5,0.4,0.6,64.0,2.4,4.3,55.4,1.132,0.52,F,False
Mamadi Diakite,13,3.0,14.5,4.3,1.3,3.2,4.5,0.2,0.4,0.7,0.5,2.5,0.3,1.9,3.6,53.2,0.0,0.4,0.0,0.5,0.8,54.5,1.9,3.2,59.5,1.191,0.53,F,False
Scotty Hopson,1,0.0,18.0,4.0,0.0,1.0,1.0,1.0,0.0,0.0,2.0,1.0,0.5,2.0,4.0,50.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,3.0,66.7,1.0,0.5,G,False
Paul Watson,9,3.0,17.3,3.4,0.3,2.7,3.0,0.9,0.3,0.3,0.4,1.1,2.0,1.3,3.9,34.3,0.7,2.9,23.1,0.1,0.2,50.0,0.7,1.0,66.7,0.886,0.43,SG,False
Gabriel Deck,7,0.0,8.0,2.6,0.1,0.7,0.9,0.7,0.1,0.0,0.3,0.3,2.5,1.1,2.0,57.1,0.3,0.6,50.0,0.0,0.0,0.0,0.9,1.4,60.0,1.286,0.64,SF,False
Rob Edwards,2,0.0,5.5,1.5,0.0,1.5,1.5,0.0,0.0,0.0,0.5,0.0,0.0,0.5,2.0,25.0,0.5,2.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.38,G,False
Total,82,,,103.7,10.4,35.2,45.6,22.2,7.6,4.6,13.3,18.3,1.7,38.3,89.1,43.0,12.1,37.4,32.3,15.0,19.9,75.6,26.2,51.8,50.7,1.164,0.5,Total,False
