Name,Team,P,GP,G,A,PTS,PIM,PPG,PPA,SHG,LB,TO,CTO,BLK,SOG,FO,FO%
Adam Charalambides,Vancouver Warriors,F,16,24,36,60,8,3,4,0,68,50,3,1,86,0/0,-
Brett Mydske,Vancouver Warriors,D,16,0,3,3,18,0,0,0,19,2,3,8,1,0/0,-
Christian Del Bianco,Vancouver Warriors,G,16,0,16,16,0,0,0,0,20,13,4,0,0,0/0,-
Connor O'Toole,Vancouver Warriors,G,16,0,0,0,0,0,0,0,0,0,0,0,0,0/0,-
Curtis Dickson,Vancouver Warriors,F,16,38,29,67,12,13,9,3,53,55,1,0,143,0/0,-
Ethan Ticehurst,Vancouver Warriors,T,8,0,0,0,0,0,0,0,14,3,0,2,1,0/6,-
Jackson Suboch,Vancouver Warriors,D,14,1,2,3,54,0,0,0,26,1,3,5,5,0/0,-
Jeff Cornwall,Vancouver Warriors,D,14,1,5,6,2,0,0,1,70,7,6,9,9,0/0,-
Jesse King,Vancouver Warriors,F,16,29,38,67,2,9,16,1,67,37,2,0,105,0/0,-
Keegan Bal,Vancouver Warriors,F,16,37,72,109,6,7,23,3,92,79,1,0,156,0/0,-
Marcus Klarich,Vancouver Warriors,F,16,20,24,44,2,0,0,1,36,46,4,0,96,0/0,-
Matt Beers,Vancouver Warriors,D,14,2,5,7,9,0,0,0,47,6,7,13,2,0/0,-
Max Adler,Vancouver Warriors,T,11,0,0,0,7,0,0,0,18,7,0,0,2,127/272,47%
Owen Grant,Vancouver Warriors,T,16,3,10,13,31,0,1,0,81,14,14,12,15,6/34,18%
Payton Cormier,Vancouver Warriors,F,5,1,0,1,0,0,0,0,8,4,0,0,8,0/0,-
Reece Callies,Vancouver Warriors,D,16,1,3,4,19,0,0,1,42,6,8,9,1,1/8,12%
Reid Bowering,Vancouver Warriors,D,16,2,11,13,8,0,1,0,99,16,7,19,16,0/0,-
Ryan Dilks,Vancouver Warriors,D,16,2,6,8,22,0,0,2,69,7,20,10,6,0/0,-
Ryan Martel,Vancouver Warriors,F,1,0,0,0,0,0,0,0,1,1,0,0,0,0/0,-
Ryan Sheridan,Vancouver Warriors,F,16,4,9,13,12,1,1,0,23,26,2,2,34,0/0,-
Shane Simpson,Vancouver Warriors,T,14,7,8,15,14,0,0,0,37,7,6,8,17,0/0,-
Steph Charbonneau,Vancouver Warriors,D,13,2,7,9,6,0,1,0,44,1,7,11,8,9/40,22%
Tyler Garrison,Vancouver Warriors,D,2,1,0,1,0,0,0,0,4,0,5,1,2,8/34,24%
