Name,Team,P,GP,G,A,PTS,PIM,PPG,PPA,SHG,LB,TO,CTO,BLK,SOG,FO,FO%
Adam Poitras,Las Vegas Desert Dogs,F,15,27,21,48,4,0,4,2,96,24,4,1,88,0/0,-
Alex Buque,Las Vegas Desert Dogs,G,14,0,1,1,2,0,0,0,1,6,0,0,0,0/0,-
Ben Soenen,Las Vegas Desert Dogs,D,6,0,0,0,12,0,0,0,21,1,4,0,2,0/0,-
Brandon Goodwin,Las Vegas Desert Dogs,T,15,4,6,10,2,0,0,0,65,10,12,4,12,0/0,-
Caleb Khan,Las Vegas Desert Dogs,G,1,0,0,0,0,0,0,0,0,0,0,0,0,0/0,-
Chase Fraser,Las Vegas Desert Dogs,F,6,10,12,22,6,2,1,0,14,15,0,0,38,0/0,-
Chris Cloutier,Las Vegas Desert Dogs,F,15,31,38,69,4,6,9,0,62,42,5,0,137,0/0,-
Connor Kirst,Las Vegas Desert Dogs,T,14,7,10,17,4,0,0,1,105,8,22,5,23,6/45,13%
Drew Belgrave,Las Vegas Desert Dogs,D,15,1,6,7,14,0,0,0,56,5,15,10,4,0/9,-
Graydon Stokes,Las Vegas Desert Dogs,D,14,0,5,5,4,0,0,0,28,4,4,5,0,0/0,-
Jackson Webster,Las Vegas Desert Dogs,F,14,11,16,27,9,1,0,0,23,25,0,0,44,0/0,-
John LaFontaine,Las Vegas Desert Dogs,D,15,2,5,7,4,0,0,0,96,9,13,13,7,0/2,-
Jonathan Donville,Las Vegas Desert Dogs,F,15,23,61,84,10,6,8,0,82,42,1,0,134,1/8,12%
Kevin Crowley,Las Vegas Desert Dogs,F,6,5,9,14,4,1,2,0,5,7,0,0,27,0/0,-
Kyle Killen,Las Vegas Desert Dogs,F,12,20,13,33,10,1,2,0,25,18,1,0,75,0/0,-
Landon Kells,Las Vegas Desert Dogs,G,15,0,5,5,0,0,0,0,7,7,0,0,0,0/0,-
Mitch Jones,Las Vegas Desert Dogs,F,15,31,58,89,6,7,14,1,71,43,3,1,136,0/0,-
Nick Preston,Las Vegas Desert Dogs,T,11,2,2,4,0,0,0,0,37,2,3,3,5,0/1,-
Rhys Blake,Las Vegas Desert Dogs,D,10,0,2,2,22,0,0,0,39,3,6,3,0,0/0,-
Sean Westley,Las Vegas Desert Dogs,F,4,3,3,6,0,0,0,0,6,3,0,0,12,0/0,-
Tony Malcom,Las Vegas Desert Dogs,T,8,2,5,7,2,0,0,0,41,4,0,6,7,0/1,-
Tyrell Hamer-Jackson,Las Vegas Desert Dogs,T,13,2,3,5,18,0,0,0,82,11,1,0,8,190/365,52%
Tyson Bell,Las Vegas Desert Dogs,D,16,3,6,9,14,0,0,1,90,9,24,12,5,0/0,-
Tyson Gibson,Las Vegas Desert Dogs,F,2,0,1,1,0,0,0,0,4,1,0,0,2,0/0,-
Zachary Young,Las Vegas Desert Dogs,D,13,0,0,0,6,0,0,0,14,1,1,1,1,0/0,-
