Name,Team,P,GP,G,A,PTS,PIM,PPG,PPA,SHG,LB,TO,CTO,BLK,SOG,FO,FO%
Aden Walsh,Calgary Roughnecks,G,16,0,5,5,2,0,1,0,13,6,7,0,0,0/0,-
Bennett Smith,Calgary Roughnecks,D,9,1,1,2,13,0,0,0,33,8,5,5,4,0/0,-
Brayden Laity,Calgary Roughnecks,D,16,1,4,5,8,0,0,0,98,7,15,12,4,0/0,-
Brayden Mayea,Calgary Roughnecks,F,16,25,35,60,8,7,6,2,77,38,6,0,144,0/0,-
Brett McIntyre,Calgary Roughnecks,F,1,1,0,1,0,0,0,0,1,1,0,0,6,0/0,-
Carter Cook,Calgary Roughnecks,D,7,1,2,3,4,0,0,0,14,2,0,4,3,1/1,100%
Colby Bowman,Calgary Roughnecks,G,10,0,0,0,0,0,0,0,1,0,0,0,0,0/0,-
Eli Salama,Calgary Roughnecks,D,16,0,7,7,29,0,0,0,97,9,12,16,5,0/0,-
Griffin Hall,Calgary Roughnecks,D,11,0,0,0,12,0,0,0,11,1,1,4,1,0/0,-
Haiden Dickson,Calgary Roughnecks,F,16,28,29,57,4,4,4,0,57,48,7,0,140,0/0,-
Harrison Matsuoka,Calgary Roughnecks,T,16,2,12,14,8,0,1,0,65,6,7,6,8,0/0,-
Jack Follows,Calgary Roughnecks,D,16,0,4,4,4,0,0,0,44,2,4,13,1,0/1,-
Jacob Dunbar,Calgary Roughnecks,F,11,7,2,9,0,0,0,0,28,12,1,1,42,0/0,-
Justin Inacio,Calgary Roughnecks,T,16,2,1,3,17,0,0,0,140,14,3,0,11,273/410,67%
Kyle Pepper,Calgary Roughnecks,D,11,4,3,7,8,0,0,0,37,5,3,3,13,0/5,-
Liam LeClair,Calgary Roughnecks,D,14,0,5,5,27,0,0,0,58,7,5,10,3,0/0,-
Mathieu Gautier,Calgary Roughnecks,F,11,1,8,9,9,0,0,0,23,11,1,2,27,0/0,-
Matt Sykes,Calgary Roughnecks,D,13,0,0,0,6,0,0,0,20,3,5,8,1,0/0,-
Noah Manning,Calgary Roughnecks,F,14,12,18,30,4,2,1,1,46,16,1,0,59,0/0,-
Riley Isaacs,Calgary Roughnecks,F,12,0,4,4,4,0,0,0,45,6,6,0,6,0/0,-
Riley Loewen,Calgary Roughnecks,F,16,14,17,31,0,2,1,1,36,29,3,1,57,0/0,-
Tanner Cook,Calgary Roughnecks,F,16,43,44,87,17,5,11,0,78,59,6,1,193,0/0,-
Tyler Pace,Calgary Roughnecks,F,16,27,63,90,0,7,19,0,41,44,3,1,117,0/0,-
