Name,Team,P,GP,G,A,PTS,PIM,PPG,PPA,SHG,LB,TO,CTO,BLK,SOG,FO,FO%
Andrew Kew,Colorado Mammoth,F,12,45,39,84,2,10,9,0,46,30,1,0,126,0/0,-
Ari Stevens,Colorado Mammoth,D,15,3,4,7,32,0,0,0,37,11,5,10,7,0/0,-
Braedon Saris,Colorado Mammoth,F,15,15,31,46,2,1,13,0,32,13,2,0,103,0/0,-
Brian Simmons,Colorado Mammoth,D,4,0,1,1,2,0,0,0,6,0,3,1,0,0/0,-
Conner Cook,Colorado Mammoth,D,12,0,3,3,12,0,1,0,21,5,5,9,2,0/0,-
Connor Nock,Colorado Mammoth,D,16,2,5,7,24,0,0,1,44,7,11,9,5,0/0,-
Dillon Ward,Colorado Mammoth,G,16,0,5,5,6,0,0,0,6,15,1,0,1,0/0,-
Dylan Hess,Colorado Mammoth,D,16,2,6,8,4,0,0,0,47,8,8,3,8,0/0,-
Dylan McIntosh,Colorado Mammoth,F,16,23,12,35,0,5,3,3,52,25,0,1,105,0/0,-
Jack Hannah,Colorado Mammoth,F,13,20,51,71,29,4,14,0,53,44,4,0,120,0/0,-
Jalen Chaster,Colorado Mammoth,T,15,5,13,18,6,1,3,0,40,22,4,1,26,0/0,-
Jameson Bucktooth,Colorado Mammoth,F,3,0,2,2,0,0,0,0,9,8,1,0,7,0/0,-
Jordan Gilles,Colorado Mammoth,T,16,1,10,11,0,0,1,0,100,8,11,7,12,0/1,-
Matthew Paolatto,Colorado Mammoth,T,16,3,5,8,0,0,0,0,129,8,7,1,10,234/401,58%
Nathan Whittom,Colorado Mammoth,G,16,0,2,2,0,0,0,0,1,1,1,0,0,0/0,-
Owen Down,Colorado Mammoth,D,9,1,1,2,4,0,0,0,42,6,11,7,1,0/0,-
Owen Rahn,Colorado Mammoth,F,11,13,4,17,2,2,0,1,23,16,2,0,50,0/0,-
Robert Hope,Colorado Mammoth,D,16,1,12,13,18,0,1,0,133,11,10,26,2,0/0,-
Ryan Lee,Colorado Mammoth,F,4,4,16,20,2,1,6,0,9,11,0,0,30,0/0,-
Thomas Vela,Colorado Mammoth,F,11,8,16,24,15,0,1,0,31,26,1,0,39,0/0,-
Tim Edwards,Colorado Mammoth,T,16,5,9,14,4,0,0,0,67,8,8,5,18,2/3,67%
TJ Comizio,Colorado Mammoth,D,3,0,2,2,2,0,0,0,13,2,1,0,1,0/0,-
Warren Jeffrey,Colorado Mammoth,D,15,2,5,7,26,0,0,1,58,7,7,8,3,0/0,-
Will Malcom,Colorado Mammoth,F,15,32,44,76,6,8,3,2,74,45,8,0,144,0/0,-
