Name,Team,P,GP,G,A,PTS,PIM,PPG,PPA,SHG,LB,TO,CTO,BLK,SOG,FO,FO%
Alex Kew,Halifax Thunderbirds,F,2,0,0,0,0,0,0,0,9,1,0,0,0,0/0,-
Austin Blumbergs,Halifax Thunderbirds,F,6,5,3,8,0,0,0,0,21,9,1,1,19,0/0,-
Brendan Bomberry,Halifax Thunderbirds,F,16,7,20,27,18,1,5,1,32,17,2,1,62,0/0,-
Clarke Petterson,Halifax Thunderbirds,F,16,37,45,82,6,7,14,1,71,71,1,0,153,0/0,-
Cody Jamieson,Halifax Thunderbirds,F,16,21,29,50,6,9,7,0,53,34,1,0,88,0/0,-
Colton Armstrong,Halifax Thunderbirds,T,16,3,5,8,24,0,0,0,41,4,18,0,7,0/0,-
Curtis Romanchych,Halifax Thunderbirds,D,14,2,3,5,10,0,0,0,38,2,5,5,5,0/0,-
Daniel Amesbury,Halifax Thunderbirds,D,1,0,0,0,0,0,0,0,0,0,0,0,0,0/0,-
Drew Hutchison,Halifax Thunderbirds,G,16,0,2,2,0,0,0,0,3,0,0,0,0,0/0,-
Ethan O'Connor,Halifax Thunderbirds,D,13,1,1,2,6,0,0,0,34,6,2,5,3,0/0,-
Graeme Hossack,Halifax Thunderbirds,D,16,2,9,11,20,0,1,0,117,6,20,15,7,0/2,-
Jake Withers,Halifax Thunderbirds,T,16,2,12,14,28,0,0,0,204,23,13,14,13,278/386,72%
Jason Knox,Halifax Thunderbirds,F,15,15,16,31,9,3,2,2,35,34,3,0,67,0/0,-
Johnny Pearson,Halifax Thunderbirds,T,15,0,1,1,18,0,0,0,13,2,2,15,1,0/0,-
Jordan Stouros,Halifax Thunderbirds,T,1,0,0,0,5,0,0,0,1,1,0,0,0,0/0,-
Levi Touhey,Halifax Thunderbirds,D,2,0,0,0,5,0,0,0,1,0,0,0,1,0/0,-
Max Wilson,Halifax Thunderbirds,D,10,0,2,2,6,0,0,0,16,4,6,0,4,0/0,-
Mike Robinson,Halifax Thunderbirds,F,13,11,14,25,4,1,1,1,64,28,0,0,71,0/0,-
Nonkon Thompson,Halifax Thunderbirds,D,11,3,4,7,17,0,0,0,42,7,9,6,9,0/0,-
Randy Staats,Halifax Thunderbirds,F,11,18,33,51,24,5,10,2,40,45,1,0,108,0/0,-
Ryan Terefenko,Halifax Thunderbirds,T,16,5,20,25,18,0,2,2,128,19,11,2,21,2/5,40%
Stephen Keogh,Halifax Thunderbirds,F,8,10,9,19,0,0,0,2,16,9,0,0,45,0/0,-
Thomas Hoggarth,Halifax Thunderbirds,F,1,0,0,0,0,0,0,0,1,1,0,0,2,0/0,-
Trevor Smyth,Halifax Thunderbirds,D,1,1,0,1,0,0,0,0,1,3,0,0,1,0/0,-
Wake:Riat BowHunter,Halifax Thunderbirds,F,6,3,1,4,0,0,0,0,9,1,2,1,9,0/0,-
Warren Hill,Halifax Thunderbirds,G,16,0,4,4,0,0,0,0,5,3,1,0,0,0/0,-
Will MacLeod,Halifax Thunderbirds,F,10,7,10,17,2,0,0,0,19,15,0,0,43,0/0,-
