Name,Team,P,GP,G,A,PTS,PIM,PPG,PPA,SHG,LB,TO,CTO,BLK,SOG,FO,FO%
Adam Jay,Saskatchewan Rush,D,10,0,5,5,6,0,0,0,31,7,9,2,1,0/0,-
Austin Shanks,Saskatchewan Rush,F,16,26,36,62,4,9,8,0,42,62,0,0,108,0/0,-
Bobby Kidd III,Saskatchewan Rush,D,15,0,2,2,4,0,0,0,58,8,10,7,2,0/0,-
Brock Haley,Saskatchewan Rush,F,16,14,21,35,0,0,5,0,45,20,3,0,64,0/0,-
Clark Walter,Saskatchewan Rush,F,4,2,6,8,2,0,0,0,12,8,0,0,12,0/0,-
Connor McClelland,Saskatchewan Rush,D,16,0,1,1,10,0,0,0,46,4,4,8,3,0/0,-
Frank Scigliano,Saskatchewan Rush,G,16,0,1,1,0,0,0,0,7,4,1,0,0,0/0,-
Holden Garlent,Saskatchewan Rush,D,11,2,7,9,27,0,1,0,56,0,9,7,5,0/0,-
Jake Boudreau,Saskatchewan Rush,T,16,6,14,20,29,2,0,2,110,4,19,17,12,0/1,-
Jake Naso,Saskatchewan Rush,T,15,0,1,1,4,0,0,0,101,7,0,1,5,242/368,66%
Jerrett Smith,Saskatchewan Rush,T,9,0,2,2,2,0,0,0,24,3,4,0,1,0/0,-
Josh Zawada,Saskatchewan Rush,F,16,8,13,21,2,0,0,1,19,18,1,1,52,0/0,-
Levi Anderson,Saskatchewan Rush,F,12,8,15,23,11,0,1,0,51,30,0,0,58,0/0,-
Levi Verch,Saskatchewan Rush,D,4,0,3,3,2,0,0,0,17,1,3,1,0,0/0,-
Matt Acchione,Saskatchewan Rush,D,16,5,4,9,4,1,0,1,65,7,9,3,15,1/12,8%
Matt Hossack,Saskatchewan Rush,D,16,3,6,9,2,0,0,1,111,9,29,11,16,0/3,-
Mike Messenger,Saskatchewan Rush,T,16,7,9,16,28,1,0,1,122,12,14,27,19,6/18,33%
Robert Church,Saskatchewan Rush,F,16,33,47,80,6,12,14,0,69,38,0,1,176,0/0,-
Ryan Barnable,Saskatchewan Rush,D,16,5,8,13,4,0,1,2,89,8,19,4,16,0/0,-
Ryan Keenan,Saskatchewan Rush,F,16,34,50,84,0,6,13,0,79,47,3,1,141,0/0,-
Thomas Kiazyk,Saskatchewan Rush,G,16,0,0,0,0,0,0,0,1,1,0,0,0,0/0,-
Zach Manns,Saskatchewan Rush,F,16,32,43,75,2,6,14,2,52,38,0,2,114,0/0,-
