Name,Team,P,GP,G,A,PTS,PIM,PPG,PPA,SHG,LB,TO,CTO,BLK,SOG,FO,FO%
Alex Simmons,Oshawa Fire Wolves,F,16,38,58,96,16,5,12,2,78,68,2,0,186,0/0,-
Andrew Kidd,Oshawa Fire Wolves,G,14,0,0,0,0,0,0,0,1,0,0,0,0,0/0,-
Ben McDonald,Oshawa Fire Wolves,,5,1,4,5,0,0,0,0,12,8,2,0,16,0/0,-
Blake Gibson-McDonald,Oshawa Fire Wolves,T,9,0,1,1,2,0,0,0,8,1,1,4,0,0/0,-
Cam Acchione,Oshawa Fire Wolves,,3,0,0,0,0,0,0,0,7,1,0,2,2,0/0,-
Carson Moyer,Oshawa Fire Wolves,F,3,0,2,2,0,0,0,0,1,3,0,0,10,0/0,-
Christian Watts,Oshawa Fire Wolves,,1,1,0,1,2,0,0,0,1,0,0,0,5,0/0,-
Colton Watkinson,Oshawa Fire Wolves,T,13,0,10,10,12,0,0,0,52,6,8,16,1,0/0,-
Corson Kealey,Oshawa Fire Wolves,,2,0,1,1,0,0,0,0,3,0,0,0,6,0/0,-
Dawson Theede,Oshawa Fire Wolves,F,16,26,24,50,64,10,6,0,68,47,4,2,103,0/0,-
Doug Jamieson,Oshawa Fire Wolves,G,16,0,4,4,0,0,0,0,11,5,1,0,0,0/0,-
Dyson Williams,Oshawa Fire Wolves,F,16,20,27,47,16,3,4,1,35,28,2,1,124,0/0,-
Emerson Clark,Oshawa Fire Wolves,F,2,1,0,1,9,0,0,0,0,2,0,0,5,0/0,-
Ethan Walker,Oshawa Fire Wolves,F,16,17,30,47,4,3,7,1,63,25,2,1,105,0/0,-
Jackson Nishimura,Oshawa Fire Wolves,D,16,6,9,15,12,0,1,0,93,9,11,8,16,0/0,-
Jake McNabb,Oshawa Fire Wolves,,2,0,1,1,0,0,0,0,8,3,0,0,6,0/0,-
Jaxon Fridge,Oshawa Fire Wolves,D,15,1,8,9,0,0,1,0,61,7,10,5,6,0/0,-
Joel Coyle,Oshawa Fire Wolves,D,6,0,1,1,4,0,0,0,25,2,5,2,0,0/0,-
Johnathan Peshko,Oshawa Fire Wolves,F,7,0,3,3,0,0,0,0,11,5,4,0,11,0/0,-
Kevin Lynch,Oshawa Fire Wolves,,1,0,0,0,0,0,0,0,2,1,0,0,0,0/0,-
Kiel Matisz,Oshawa Fire Wolves,,6,0,0,0,0,0,0,0,38,2,4,4,3,0/0,-
Kyle Rubisch,Oshawa Fire Wolves,D,16,0,1,1,2,0,0,0,79,8,17,14,0,0/0,-
Mike Byrne,Oshawa Fire Wolves,D,16,3,4,7,10,0,0,1,73,12,6,5,8,152/377,40%
Mike Triolo,Oshawa Fire Wolves,,8,4,5,9,2,0,1,0,15,18,0,0,29,0/0,-
Nick Chaykowsky,Oshawa Fire Wolves,D,15,1,3,4,14,0,0,0,112,8,25,13,11,0/0,-
Patrick Kaschalk,Oshawa Fire Wolves,T,16,3,7,10,49,0,0,0,43,12,3,5,23,0/0,-
Ryan Benesch,Oshawa Fire Wolves,F,11,12,17,29,2,3,3,0,19,22,0,2,58,0/0,-
Sam La Roue,Oshawa Fire Wolves,,2,0,1,1,4,0,0,0,4,0,0,0,1,0/1,-
Sheldon Burns,Oshawa Fire Wolves,,4,1,2,3,2,0,0,0,10,0,0,1,1,0/0,-
Taggart Clark,Oshawa Fire Wolves,F,16,13,16,29,17,5,2,0,57,18,2,0,59,0/0,-
Tye Kurtz,Oshawa Fire Wolves,F,16,35,39,74,4,5,6,2,90,49,6,1,157,0/0,-
Will Johansen,Oshawa Fire Wolves,T,16,2,7,9,4,0,0,0,113,16,22,8,15,0/1,-
Zac Masson,Oshawa Fire Wolves,D,16,1,1,2,12,0,0,0,57,6,9,6,6,12/37,32%
Zach Richards,Oshawa Fire Wolves,G,2,0,0,0,0,0,0,0,0,0,0,0,0,0/0,-
