Name,Team,P,G,A
Bryce Duke,CF Montréal,33,3,4
Caden Clark,CF Montréal,1,0,0
Dawid Bugaj,CF Montréal,0,0,1
Dominik Iankov,CF Montréal,21,2,2
Fernando Álvarez,CF Montréal,28,1,1
Gabriele Corbo,CF Montréal,29,0,0
George Campbell,CF Montréal,29,0,3
Jahkeele Marshall-Rutty,CF Montréal,32,1,5
Joaquín Sosa,CF Montréal,19,0,0
Joel Waterman,CF Montréal,26,0,0
Jonathan Sirois,CF Montréal,34,0,0
Josef Martínez,CF Montréal,24,13,3
Jules-Anthony Vilsaint,CF Montréal,20,2,2
Kwadwo Opoku,CF Montréal,17,2,3
Lassi Lappalainen,CF Montréal,11,0,1
Matías Cóccaro,CF Montréal,22,4,1
Nathan Saliba,CF Montréal,25,1,1
Raheem Edwards,CF Montréal,26,0,5
Samuel Piette,CF Montréal,28,1,1
Sunusi Ibrahim,CF Montréal,26,6,0
Tom Pearce,CF Montréal,9,1,1
Victor Wanyama,CF Montréal,12,0,0
