Name,Team,P,G,A
Aaron Long,LAFC,33,1,0
Carlos Vela,LAFC,1,0,0
Cristian Olivera,LAFC,25,7,1
David Martínez,LAFC,19,4,2
Denis Bouanga,LAFC,36,21,10
Eddie Segura,LAFC,28,0,1
Eduard Atuesta,LAFC,31,4,7
Erik Dueñas,LAFC,14,0,1
Hugo Lloris,LAFC,37,0,0
Ilie Sánchez,LAFC,34,1,2
Jesús Murillo,LAFC,25,0,0
Kei Kamara,LAFC,30,3,6
Lewis O'Brien,LAFC,13,0,1
Luis Müller,LAFC,4,0,0
Marlon,LAFC,7,1,0
Mateusz Bogusz,LAFC,36,16,9
Maxime Chanot,LAFC,27,0,2
Nathan Ordaz,LAFC,17,1,4
Olivier Giroud,LAFC,14,0,2
Omar Campos,LAFC,27,0,3
Ryan Hollingshead,LAFC,35,2,5
Sergi Palencia,LAFC,34,0,3
Thomas Hasal,LAFC,1,0,0
Timothy Tillman,LAFC,36,4,5
Tomás Ángel,LAFC,5,1,0
